bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,beryllium_flux m^-2sr^-1s^-1GV^-1,beryllium_flux_error_statistical m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,beryllium_flux_error_time_independent m^-2sr^-1s^-1GV^-1,beryllium_to_helium_ratio,beryllium_to_helium_ratio_error_statistical,beryllium_to_helium_ratio_error_time_dependent,beryllium_to_helium_ratio_error_time_independent
2455,5.37,5.9,0.0424,0.00155,0.00017,0.00108,0.002834,0.000104,1.7e-05,7.9e-05
2455,5.9,6.47,0.03403,0.00126,0.00016,0.00088,0.002733,0.000102,1.7e-05,7.7e-05
2455,6.47,7.09,0.02687,0.00101,0.00011,0.0007,0.002599,9.8e-05,1.5e-05,7.3e-05
2455,7.09,7.76,0.02426,0.00087,0.0001,0.00063,0.002848,0.000103,1.7e-05,8e-05
2455,7.76,8.48,0.01982,0.00073,9e-05,0.00051,0.002828,0.000104,1.8e-05,8e-05
2455,8.48,9.26,0.01659,0.00062,8e-05,0.00043,0.002887,0.000108,1.8e-05,8.1e-05
2455,9.26,10.1,0.01367,0.00053,7e-05,0.00035,0.002903,0.000113,1.9e-05,8.1e-05
2455,10.1,11.0,0.01077,0.00045,5e-05,0.00027,0.002805,0.000116,1.8e-05,7.8e-05
2455,11.0,12.0,0.008695,0.000373,5.1e-05,0.00022,0.002771,0.000119,2e-05,7.7e-05
2455,12.0,13.0,0.006491,0.000316,3.8e-05,0.000163,0.002543,0.000124,1.8e-05,7e-05
2455,13.0,14.1,0.005807,0.000279,3.2e-05,0.000145,0.002772,0.000134,1.9e-05,7.6e-05
2455,14.1,15.3,0.0043,0.000224,2.4e-05,0.000107,0.002511,0.000131,1.7e-05,6.9e-05
2455,15.3,16.6,0.003484,0.000189,1.9e-05,8.6e-05,0.002502,0.000136,1.8e-05,6.8e-05
2455,16.6,18.0,0.002984,0.000163,1.6e-05,7.3e-05,0.002641,0.000144,1.8e-05,7.2e-05
2455,18.0,19.5,0.002205,0.000129,1.2e-05,5.4e-05,0.0024,0.00014,1.7e-05,6.5e-05
2455,19.5,21.1,0.001925,0.000111,1.1e-05,4.7e-05,0.002577,0.000149,1.8e-05,7e-05
2455,21.1,22.8,0.001444,8.9e-05,8e-06,3.5e-05,0.002372,0.000147,1.7e-05,6.5e-05
2455,22.8,24.7,0.00129,7.7e-05,7e-06,3.2e-05,0.002596,0.000155,1.8e-05,7.1e-05
2455,24.7,26.7,0.0007566,5.57e-05,4.3e-06,1.85e-05,0.001877,0.000138,1.3e-05,5.1e-05
2455,26.7,28.8,0.0007188,5.21e-05,4.2e-06,1.76e-05,0.002197,0.00016,1.6e-05,6e-05
2455,28.8,31.1,0.0006439,4.66e-05,3.8e-06,1.58e-05,0.002403,0.000174,1.8e-05,6.6e-05
2455,31.1,33.5,0.0005222,4.09e-05,3.2e-06,1.29e-05,0.002369,0.000186,1.8e-05,6.5e-05
2455,33.5,36.1,0.0003673,3.3e-05,2.3e-06,9.1e-06,0.002033,0.000183,1.5e-05,5.6e-05
2455,36.1,38.9,0.0002999,2.87e-05,1.9e-06,7.4e-06,0.00205,0.000196,1.6e-05,5.7e-05
2455,38.9,41.9,0.0002391,2.48e-05,1.6e-06,6e-06,0.001974,0.000205,1.6e-05,5.5e-05
2455,41.9,45.1,0.0001861,2.12e-05,1.3e-06,4.6e-06,0.00188,0.000214,1.5e-05,5.3e-05
2455,45.1,48.5,0.0001283,1.7e-05,9e-07,3.2e-06,0.0016,0.000213,1.3e-05,4.5e-05
2455,48.5,52.2,0.0001299,1.64e-05,9e-07,3.3e-06,0.00194,0.000246,1.6e-05,5.5e-05
2455,52.2,56.1,0.0001115,1.48e-05,8e-07,2.8e-06,0.002041,0.000272,1.7e-05,5.8e-05
2455,56.1,60.3,9.282e-05,1.305e-05,6.7e-07,2.32e-06,0.00207,0.000291,1.7e-05,5.9e-05
2456,1.92,2.15,0.1092,0.0072,0.0009,0.0024,0.002278,0.00015,2.7e-05,6e-05
2456,2.15,2.4,0.1092,0.0064,0.0008,0.0023,0.002359,0.000139,2.3e-05,5.8e-05
2456,2.4,2.67,0.114,0.0059,0.0006,0.0024,0.002621,0.000136,2.1e-05,6.4e-05
2456,2.67,2.97,0.1096,0.0052,0.0004,0.0024,0.002735,0.000131,1.8e-05,6.7e-05
2456,2.97,3.29,0.09703,0.00441,0.00034,0.0022,0.002668,0.000121,1.6e-05,6.7e-05
2456,3.29,3.64,0.0957,0.00395,0.00028,0.00221,0.00295,0.000122,1.6e-05,7.5e-05
2456,3.64,4.02,0.07745,0.00324,0.00022,0.00183,0.002711,0.000113,1.4e-05,7e-05
2456,4.02,4.43,0.07125,0.00278,0.00022,0.00172,0.002888,0.000113,1.5e-05,7.6e-05
2456,4.43,4.88,0.05904,0.0022,0.0002,0.00145,0.002789,0.000104,1.5e-05,7.5e-05
2456,4.88,5.37,0.04973,0.00183,0.00019,0.00125,0.002768,0.000102,1.5e-05,7.6e-05
2456,5.37,5.9,0.04186,0.00153,0.00015,0.00107,0.002776,0.000102,1.5e-05,7.7e-05
2456,5.9,6.47,0.0396,0.00136,0.00018,0.00102,0.003158,0.000108,1.9e-05,8.8e-05
2456,6.47,7.09,0.03017,0.00107,0.00014,0.00078,0.00289,0.000103,1.7e-05,8.1e-05
2456,7.09,7.76,0.02591,0.0009,0.00011,0.00067,0.003022,0.000105,1.7e-05,8.5e-05
2456,7.76,8.48,0.01842,0.0007,8e-05,0.00048,0.002611,9.9e-05,1.5e-05,7.3e-05
2456,8.48,9.26,0.01534,0.00059,7e-05,0.00039,0.002662,0.000103,1.6e-05,7.5e-05
2456,9.26,10.1,0.01332,0.00052,7e-05,0.00034,0.00282,0.000111,1.8e-05,7.9e-05
2456,10.1,11.0,0.009638,0.000421,5e-05,0.000245,0.002484,0.000109,1.6e-05,6.9e-05
2456,11.0,12.0,0.008755,0.000374,4.7e-05,0.000221,0.002762,0.000118,1.8e-05,7.7e-05
2456,12.0,13.0,0.007107,0.00033,4e-05,0.000178,0.002752,0.000128,1.9e-05,7.6e-05
2456,13.0,14.1,0.005391,0.000269,3.1e-05,0.000134,0.002565,0.000128,1.8e-05,7.1e-05
2456,14.1,15.3,0.004248,0.000223,2.4e-05,0.000105,0.002469,0.00013,1.7e-05,6.8e-05
2456,15.3,16.6,0.003467,0.000188,2.5e-05,8.5e-05,0.002468,0.000134,2e-05,6.7e-05
2456,16.6,18.0,0.00274,0.000156,2.2e-05,6.7e-05,0.002399,0.000136,2.1e-05,6.5e-05
2456,18.0,19.5,0.002283,0.000131,1.7e-05,5.6e-05,0.002463,0.000141,2.1e-05,6.7e-05
2456,19.5,21.1,0.001744,0.000105,1e-05,4.3e-05,0.002316,0.00014,1.6e-05,6.3e-05
2456,21.1,22.8,0.001449,9e-05,8e-06,3.5e-05,0.002358,0.000146,1.6e-05,6.4e-05
2456,22.8,24.7,0.001066,7e-05,6e-06,2.6e-05,0.002134,0.00014,1.5e-05,5.8e-05
2456,24.7,26.7,0.0009399,6.22e-05,5.7e-06,2.3e-05,0.002326,0.000154,1.7e-05,6.4e-05
2456,26.7,28.8,0.0007038,5.17e-05,4.1e-06,1.72e-05,0.002112,0.000155,1.5e-05,5.8e-05
2456,28.8,31.1,0.0006168,4.57e-05,3.6e-06,1.51e-05,0.00227,0.000169,1.6e-05,6.2e-05
2456,31.1,33.5,0.0004871,3.97e-05,2.9e-06,1.2e-05,0.002205,0.00018,1.6e-05,6.1e-05
2456,33.5,36.1,0.0003284,3.13e-05,2.1e-06,8.1e-06,0.001812,0.000173,1.3e-05,5e-05
2456,36.1,38.9,0.000269,2.73e-05,1.7e-06,6.7e-06,0.001814,0.000184,1.4e-05,5.1e-05
2456,38.9,41.9,0.0002531,2.56e-05,1.7e-06,6.3e-06,0.002096,0.000212,1.6e-05,5.9e-05
2456,41.9,45.1,0.0001895,2.14e-05,1.3e-06,4.7e-06,0.001904,0.000215,1.5e-05,5.4e-05
2456,45.1,48.5,0.0001513,1.86e-05,1.1e-06,3.8e-06,0.001857,0.000228,1.5e-05,5.2e-05
2456,48.5,52.2,0.0001122,1.53e-05,8e-07,2.8e-06,0.001694,0.000232,1.4e-05,4.8e-05
2456,52.2,56.1,0.000116,1.52e-05,8e-07,2.9e-06,0.002134,0.00028,1.7e-05,6.1e-05
2456,56.1,60.3,8.257e-05,1.234e-05,6e-07,2.07e-06,0.001853,0.000277,1.5e-05,5.3e-05
2457,1.92,2.15,0.1179,0.0079,0.0015,0.0025,0.002598,0.000174,4.1e-05,6.8e-05
2457,2.15,2.4,0.1106,0.0069,0.0011,0.0023,0.002507,0.000156,3.1e-05,6.2e-05
2457,2.4,2.67,0.09969,0.00581,0.00058,0.00214,0.002372,0.000138,2.1e-05,5.8e-05
2457,2.67,2.97,0.1187,0.0057,0.0006,0.0026,0.003053,0.000148,2.6e-05,7.5e-05
2457,2.97,3.29,0.1028,0.0048,0.0007,0.0023,0.002894,0.000135,2.7e-05,7.3e-05
2457,3.29,3.64,0.08364,0.00386,0.00031,0.00193,0.002636,0.000122,1.8e-05,6.7e-05
2457,3.64,4.02,0.07882,0.00342,0.00026,0.00187,0.002819,0.000122,1.9e-05,7.3e-05
2457,4.02,4.43,0.06048,0.00268,0.00017,0.00146,0.002483,0.00011,1.6e-05,6.6e-05
2457,4.43,4.88,0.05856,0.00229,0.00018,0.00144,0.002802,0.00011,1.7e-05,7.5e-05
2457,4.88,5.37,0.04945,0.00189,0.00018,0.00124,0.002784,0.000106,1.8e-05,7.6e-05
2457,5.37,5.9,0.04365,0.00162,0.00015,0.00111,0.002897,0.000108,1.8e-05,8e-05
2457,5.9,6.47,0.03517,0.00133,0.00013,0.00091,0.002802,0.000106,1.8e-05,7.8e-05
2457,6.47,7.09,0.02916,0.00109,0.00011,0.00075,0.002816,0.000105,1.8e-05,7.9e-05
2457,7.09,7.76,0.02391,0.0009,9e-05,0.00062,0.002777,0.000104,1.8e-05,7.8e-05
2457,7.76,8.48,0.02014,0.00076,8e-05,0.00052,0.002849,0.000107,1.9e-05,8e-05
2457,8.48,9.26,0.01753,0.00066,7e-05,0.00045,0.003023,0.000113,2e-05,8.5e-05
2457,9.26,10.1,0.01346,0.00054,6e-05,0.00034,0.002824,0.000114,1.9e-05,7.9e-05
2457,10.1,11.0,0.01086,0.00046,5e-05,0.00028,0.002795,0.000119,2e-05,7.8e-05
2457,11.0,12.0,0.008468,0.000379,4.2e-05,0.000214,0.00268,0.00012,1.9e-05,7.4e-05
2457,12.0,13.0,0.00724,0.000344,3.6e-05,0.000182,0.002791,0.000133,2e-05,7.7e-05
2457,13.0,14.1,0.00584,0.000289,2.9e-05,0.000146,0.002767,0.000137,2e-05,7.6e-05
2457,14.1,15.3,0.004782,0.000244,2.5e-05,0.000118,0.00275,0.000141,2e-05,7.5e-05
2457,15.3,16.6,0.003671,0.0002,1.9e-05,9e-05,0.002602,0.000142,1.9e-05,7.1e-05
2457,16.6,18.0,0.002825,0.000163,1.5e-05,6.9e-05,0.002472,0.000143,1.8e-05,6.7e-05
2457,18.0,19.5,0.002343,0.000137,1.3e-05,5.7e-05,0.002524,0.000148,1.9e-05,6.9e-05
2457,19.5,21.1,0.001916,0.000114,1.1e-05,4.7e-05,0.002537,0.000152,1.9e-05,6.9e-05
2457,21.1,22.8,0.001602,9.7e-05,9e-06,3.9e-05,0.002592,0.000158,2e-05,7.1e-05
2457,22.8,24.7,0.001175,7.6e-05,7e-06,2.9e-05,0.002347,0.000151,1.8e-05,6.4e-05
2457,24.7,26.7,0.0009736,6.52e-05,5.7e-06,2.38e-05,0.002391,0.00016,1.9e-05,6.5e-05
2457,26.7,28.8,0.0007802,5.6e-05,4.7e-06,1.91e-05,0.002348,0.000169,1.9e-05,6.4e-05
2457,28.8,31.1,0.0005781,4.56e-05,3.5e-06,1.42e-05,0.00214,0.000169,1.7e-05,5.9e-05
2457,31.1,33.5,0.0004573,3.95e-05,2.8e-06,1.13e-05,0.002067,0.000179,1.7e-05,5.7e-05
2457,33.5,36.1,0.0003376,3.26e-05,2.1e-06,8.3e-06,0.001871,0.000181,1.5e-05,5.2e-05
2457,36.1,38.9,0.000267,2.79e-05,1.7e-06,6.6e-06,0.001798,0.000188,1.5e-05,5e-05
2457,38.9,41.9,0.0002353,2.53e-05,1.6e-06,5.9e-06,0.001932,0.000208,1.6e-05,5.4e-05
2457,41.9,45.1,0.0002002,2.26e-05,1.4e-06,5e-06,0.001997,0.000226,1.7e-05,5.6e-05
2457,45.1,48.5,0.0001575,1.95e-05,1.1e-06,3.9e-06,0.001929,0.000239,1.7e-05,5.4e-05
2457,48.5,52.2,0.0001294,1.69e-05,9e-07,3.2e-06,0.001935,0.000253,1.7e-05,5.5e-05
2457,52.2,56.1,8.991e-05,1.374e-05,6.4e-07,2.25e-06,0.001645,0.000252,1.5e-05,4.7e-05
2457,56.1,60.3,7.207e-05,1.185e-05,5.2e-07,1.8e-06,0.001605,0.000264,1.4e-05,4.6e-05
2458,1.92,2.15,0.1114,0.0074,0.0008,0.0024,0.002391,0.00016,2.9e-05,6.3e-05
2458,2.15,2.4,0.09788,0.00622,0.00057,0.00207,0.002143,0.000136,2.1e-05,5.3e-05
2458,2.4,2.67,0.1012,0.0057,0.0005,0.0022,0.002332,0.00013,1.9e-05,5.7e-05
2458,2.67,2.97,0.1059,0.0052,0.0004,0.0023,0.002629,0.00013,2e-05,6.4e-05
2458,2.97,3.29,0.09878,0.00453,0.0003,0.00224,0.002672,0.000123,1.8e-05,6.7e-05
2458,3.29,3.64,0.08697,0.00383,0.00022,0.00201,0.002631,0.000116,1.7e-05,6.7e-05
2458,3.64,4.02,0.08318,0.00342,0.0002,0.00197,0.002862,0.000118,1.8e-05,7.4e-05
2458,4.02,4.43,0.07532,0.00292,0.00018,0.00182,0.002981,0.000116,1.8e-05,7.9e-05
2458,4.43,4.88,0.05997,0.00227,0.00016,0.00147,0.002765,0.000105,1.7e-05,7.4e-05
2458,4.88,5.37,0.04805,0.00183,0.00014,0.00121,0.002624,0.0001,1.6e-05,7.2e-05
2458,5.37,5.9,0.04451,0.00161,0.00014,0.00113,0.002873,0.000104,1.8e-05,8e-05
2458,5.9,6.47,0.03798,0.00135,0.00013,0.00098,0.002948,0.000105,1.9e-05,8.3e-05
2458,6.47,7.09,0.03041,0.00109,0.00011,0.00079,0.002843,0.000102,1.8e-05,8e-05
2458,7.09,7.76,0.02408,0.00088,9e-05,0.00062,0.002733,0.0001,1.8e-05,7.7e-05
2458,7.76,8.48,0.01969,0.00073,7e-05,0.00051,0.002723,0.000101,1.8e-05,7.7e-05
2458,8.48,9.26,0.01696,0.00063,7e-05,0.00044,0.002866,0.000107,2e-05,8e-05
2458,9.26,10.1,0.01394,0.00054,6e-05,0.00036,0.002882,0.000112,2e-05,8.1e-05
2458,10.1,11.0,0.0105,0.00045,5e-05,0.00027,0.002664,0.000113,1.9e-05,7.4e-05
2458,11.0,12.0,0.008844,0.000382,4.4e-05,0.000223,0.00275,0.000119,2e-05,7.6e-05
2458,12.0,13.0,0.007422,0.000343,3.7e-05,0.000186,0.002832,0.000131,2.1e-05,7.8e-05
2458,13.0,14.1,0.005804,0.000283,2.9e-05,0.000145,0.002706,0.000132,2e-05,7.4e-05
2458,14.1,15.3,0.004374,0.00023,2.2e-05,0.000108,0.002497,0.000131,1.9e-05,6.8e-05
2458,15.3,16.6,0.003663,0.000196,1.9e-05,9e-05,0.002586,0.000139,2e-05,7.1e-05
2458,16.6,18.0,0.003063,0.000167,1.6e-05,7.5e-05,0.002662,0.000145,2e-05,7.3e-05
2458,18.0,19.5,0.002236,0.000131,1.2e-05,5.5e-05,0.0024,0.000141,1.9e-05,6.5e-05
2458,19.5,21.1,0.001965,0.000114,1.1e-05,4.8e-05,0.00258,0.00015,2e-05,7e-05
2458,21.1,22.8,0.001495,9.2e-05,9e-06,3.6e-05,0.002405,0.000149,1.9e-05,6.6e-05
2458,22.8,24.7,0.001186,7.5e-05,7e-06,2.9e-05,0.00236,0.000149,1.9e-05,6.4e-05
2458,24.7,26.7,0.0009958,6.49e-05,5.8e-06,2.43e-05,0.002435,0.000159,1.9e-05,6.7e-05
2458,26.7,28.8,0.0007128,5.27e-05,4.2e-06,1.75e-05,0.002129,0.000158,1.7e-05,5.8e-05
2458,28.8,31.1,0.0005769,4.48e-05,3.5e-06,1.42e-05,0.002118,0.000165,1.7e-05,5.8e-05
2458,31.1,33.5,0.0005276,4.17e-05,3.3e-06,1.3e-05,0.002368,0.000188,2e-05,6.5e-05
2458,33.5,36.1,0.000414,3.55e-05,2.6e-06,1.02e-05,0.002262,0.000194,1.9e-05,6.3e-05
2458,36.1,38.9,0.0003726,3.25e-05,2.4e-06,9.2e-06,0.002486,0.000217,2.1e-05,6.9e-05
2458,38.9,41.9,0.0002513,2.58e-05,1.7e-06,6.3e-06,0.002077,0.000213,1.8e-05,5.8e-05
2458,41.9,45.1,0.0001842,2.14e-05,1.3e-06,4.6e-06,0.001858,0.000216,1.6e-05,5.2e-05
2458,45.1,48.5,0.0001594,1.93e-05,1.1e-06,4e-06,0.00196,0.000237,1.7e-05,5.5e-05
2458,48.5,52.2,0.0001546,1.82e-05,1.1e-06,3.9e-06,0.002311,0.000272,2.1e-05,6.6e-05
2458,52.2,56.1,8.511e-05,1.315e-05,6.1e-07,2.13e-06,0.00156,0.000241,1.4e-05,4.4e-05
2458,56.1,60.3,6.062e-05,1.07e-05,4.4e-07,1.52e-06,0.001332,0.000235,1.2e-05,3.8e-05
2459,1.92,2.15,0.1125,0.0081,0.0006,0.0024,0.002389,0.000173,2.6e-05,6.3e-05
2459,2.15,2.4,0.1149,0.0073,0.0005,0.0024,0.002502,0.000159,2.2e-05,6.2e-05
2459,2.4,2.67,0.113,0.0065,0.0005,0.0024,0.002589,0.000148,2e-05,6.3e-05
2459,2.67,2.97,0.1128,0.0058,0.0004,0.0025,0.002786,0.000144,1.9e-05,6.8e-05
2459,2.97,3.29,0.09432,0.00478,0.00031,0.00214,0.002545,0.000129,1.7e-05,6.4e-05
2459,3.29,3.64,0.09357,0.0043,0.00028,0.00216,0.002843,0.000131,1.8e-05,7.2e-05
2459,3.64,4.02,0.0822,0.00368,0.00021,0.00195,0.002825,0.000127,1.7e-05,7.3e-05
2459,4.02,4.43,0.07319,0.00312,0.00019,0.00177,0.00289,0.000123,1.7e-05,7.6e-05
2459,4.43,4.88,0.06505,0.00256,0.0002,0.0016,0.003,0.000118,1.8e-05,8.1e-05
2459,4.88,5.37,0.05575,0.00213,0.00019,0.0014,0.003026,0.000116,1.8e-05,8.3e-05
2459,5.37,5.9,0.04072,0.00166,0.00014,0.00104,0.002643,0.000108,1.6e-05,7.3e-05
2459,5.9,6.47,0.03638,0.00143,0.00013,0.00094,0.002826,0.000111,1.7e-05,7.9e-05
2459,6.47,7.09,0.02874,0.00114,0.00011,0.00074,0.002706,0.000108,1.7e-05,7.6e-05
2459,7.09,7.76,0.02592,0.00098,0.0001,0.00067,0.002964,0.000113,1.8e-05,8.3e-05
2459,7.76,8.48,0.01944,0.00078,8e-05,0.0005,0.002701,0.000109,1.7e-05,7.6e-05
2459,8.48,9.26,0.01608,0.00066,7e-05,0.00041,0.002717,0.000112,1.8e-05,7.6e-05
2459,9.26,10.1,0.01317,0.00057,6e-05,0.00034,0.00273,0.000118,1.8e-05,7.6e-05
2459,10.1,11.0,0.01031,0.00048,5e-05,0.00026,0.002615,0.000121,1.8e-05,7.3e-05
2459,11.0,12.0,0.008823,0.00041,4.3e-05,0.000223,0.002749,0.000128,1.9e-05,7.6e-05
2459,12.0,13.0,0.00674,0.000352,3.3e-05,0.000169,0.002586,0.000135,1.8e-05,7.1e-05
2459,13.0,14.1,0.005812,0.000305,2.9e-05,0.000145,0.002712,0.000143,1.9e-05,7.5e-05
2459,14.1,15.3,0.004693,0.000256,2.3e-05,0.000116,0.002702,0.000148,1.9e-05,7.4e-05
2459,15.3,16.6,0.003448,0.000205,1.7e-05,8.5e-05,0.002427,0.000145,1.7e-05,6.6e-05
2459,16.6,18.0,0.003012,0.000179,1.6e-05,7.4e-05,0.002615,0.000155,1.9e-05,7.1e-05
2459,18.0,19.5,0.002186,0.00014,1.2e-05,5.3e-05,0.002329,0.00015,1.7e-05,6.3e-05
2459,19.5,21.1,0.002179,0.000129,1.2e-05,5.3e-05,0.002858,0.00017,2.1e-05,7.8e-05
2459,21.1,22.8,0.001492,0.0001,8e-06,3.6e-05,0.00241,0.000161,1.8e-05,6.6e-05
2459,22.8,24.7,0.001114,7.8e-05,6e-06,2.7e-05,0.002211,0.000155,1.7e-05,6e-05
2459,24.7,26.7,0.00102,7.1e-05,6e-06,2.5e-05,0.002486,0.000173,1.9e-05,6.8e-05
2459,26.7,28.8,0.0008131,6.06e-05,4.9e-06,1.99e-05,0.002416,0.00018,1.9e-05,6.6e-05
2459,28.8,31.1,0.0005653,4.77e-05,3.4e-06,1.39e-05,0.002072,0.000175,1.6e-05,5.7e-05
2459,31.1,33.5,0.0004717,4.25e-05,2.9e-06,1.16e-05,0.00212,0.000191,1.7e-05,5.9e-05
2459,33.5,36.1,0.0003963,3.74e-05,2.5e-06,9.8e-06,0.002173,0.000205,1.7e-05,6e-05
2459,36.1,38.9,0.0003576,3.42e-05,2.3e-06,8.9e-06,0.002387,0.000229,1.9e-05,6.6e-05
2459,38.9,41.9,0.0002822,2.94e-05,1.9e-06,7e-06,0.002335,0.000243,1.9e-05,6.5e-05
2459,41.9,45.1,0.0001713,2.22e-05,1.2e-06,4.3e-06,0.001722,0.000223,1.4e-05,4.8e-05
2459,45.1,48.5,0.0001689,2.14e-05,1.2e-06,4.2e-06,0.002075,0.000263,1.8e-05,5.9e-05
2459,48.5,52.2,0.0001017,1.59e-05,7e-07,2.5e-06,0.001519,0.000238,1.3e-05,4.3e-05
2459,52.2,56.1,6.881e-05,1.273e-05,4.9e-07,1.72e-06,0.001264,0.000234,1.1e-05,3.6e-05
2459,56.1,60.3,8.515e-05,1.365e-05,6.2e-07,2.13e-06,0.001909,0.000306,1.7e-05,5.5e-05
2460,1.92,2.15,0.1082,0.0073,0.0006,0.0023,0.002329,0.000156,2.5e-05,6.1e-05
2460,2.15,2.4,0.1036,0.0063,0.0005,0.0022,0.002292,0.00014,2e-05,5.7e-05
2460,2.4,2.67,0.1067,0.0058,0.0004,0.0023,0.002486,0.000134,1.7e-05,6.1e-05
2460,2.67,2.97,0.1004,0.0051,0.0003,0.0022,0.002516,0.000127,1.6e-05,6.2e-05
2460,2.97,3.29,0.1011,0.0045,0.0003,0.0023,0.002771,0.000125,1.6e-05,7e-05
2460,3.29,3.64,0.0928,0.00391,0.00023,0.00214,0.002856,0.000121,1.5e-05,7.3e-05
2460,3.64,4.02,0.08273,0.00337,0.00019,0.00196,0.002871,0.000117,1.4e-05,7.5e-05
2460,4.02,4.43,0.06761,0.00274,0.00016,0.00163,0.002705,0.00011,1.3e-05,7.2e-05
2460,4.43,4.88,0.06082,0.00226,0.00016,0.00149,0.002842,0.000106,1.4e-05,7.6e-05
2460,4.88,5.37,0.05419,0.00192,0.00016,0.00136,0.002987,0.000106,1.5e-05,8.2e-05
2460,5.37,5.9,0.04307,0.00156,0.00014,0.0011,0.002827,0.000103,1.5e-05,7.8e-05
2460,5.9,6.47,0.03571,0.0013,0.00014,0.00092,0.002812,0.000102,1.5e-05,7.9e-05
2460,6.47,7.09,0.03108,0.00109,0.00013,0.0008,0.002949,0.000104,1.7e-05,8.3e-05
2460,7.09,7.76,0.02494,0.00089,0.0001,0.00065,0.002875,0.000102,1.6e-05,8.1e-05
2460,7.76,8.48,0.02063,0.00074,9e-05,0.00053,0.002889,0.000104,1.7e-05,8.1e-05
2460,8.48,9.26,0.01667,0.00062,9e-05,0.00043,0.002867,0.000107,1.9e-05,8e-05
2460,9.26,10.1,0.01397,0.00054,8e-05,0.00036,0.002932,0.000113,2e-05,8.2e-05
2460,10.1,11.0,0.01073,0.00044,6e-05,0.00027,0.002736,0.000113,2e-05,7.6e-05
2460,11.0,12.0,0.008116,0.00036,5.6e-05,0.000205,0.002563,0.000114,2e-05,7.1e-05
2460,12.0,13.0,0.006803,0.000323,4.5e-05,0.000171,0.002629,0.000125,2e-05,7.3e-05
2460,13.0,14.1,0.004759,0.000253,3e-05,0.000119,0.002243,0.000119,1.7e-05,6.2e-05
2460,14.1,15.3,0.004865,0.000239,2.8e-05,0.000121,0.002815,0.000138,1.9e-05,7.7e-05
2460,15.3,16.6,0.003946,0.000201,2.5e-05,9.7e-05,0.002817,0.000144,2.1e-05,7.7e-05
2460,16.6,18.0,0.002974,0.000163,2.1e-05,7.3e-05,0.002596,0.000142,2.1e-05,7.1e-05
2460,18.0,19.5,0.002314,0.000132,1.4e-05,5.7e-05,0.002479,0.000142,1.8e-05,6.8e-05
2460,19.5,21.1,0.001621,0.000102,9e-06,4e-05,0.002146,0.000136,1.5e-05,5.8e-05
2460,21.1,22.8,0.001443,9e-05,8e-06,3.5e-05,0.00235,0.000147,1.6e-05,6.4e-05
2460,22.8,24.7,0.001178,7.4e-05,7e-06,2.9e-05,0.002345,0.000147,1.7e-05,6.4e-05
2460,24.7,26.7,0.0009302,6.21e-05,5.5e-06,2.27e-05,0.002281,0.000153,1.6e-05,6.2e-05
2460,26.7,28.8,0.0007977,5.52e-05,4.7e-06,1.95e-05,0.00239,0.000166,1.7e-05,6.6e-05
2460,28.8,31.1,0.0006186,4.59e-05,3.7e-06,1.52e-05,0.002275,0.000169,1.6e-05,6.3e-05
2460,31.1,33.5,0.0004927,3.99e-05,3e-06,1.21e-05,0.002226,0.00018,1.6e-05,6.1e-05
2460,33.5,36.1,0.0003367,3.16e-05,2.1e-06,8.3e-06,0.001852,0.000174,1.4e-05,5.1e-05
2460,36.1,38.9,0.0002713,2.74e-05,1.8e-06,6.7e-06,0.001815,0.000183,1.4e-05,5.1e-05
2460,38.9,41.9,0.0002427,2.5e-05,1.6e-06,6e-06,0.001997,0.000206,1.5e-05,5.6e-05
2460,41.9,45.1,0.0002081,2.24e-05,1.4e-06,5.2e-06,0.002104,0.000227,1.7e-05,5.9e-05
2460,45.1,48.5,0.0001466,1.83e-05,1e-06,3.7e-06,0.001794,0.000224,1.4e-05,5.1e-05
2460,48.5,52.2,0.0001467,1.75e-05,1e-06,3.7e-06,0.002199,0.000263,1.8e-05,6.2e-05
2460,52.2,56.1,0.0001139,1.5e-05,8e-07,2.9e-06,0.002113,0.000279,1.7e-05,6e-05
2460,56.1,60.3,7.529e-05,1.178e-05,5.4e-07,1.88e-06,0.001687,0.000264,1.4e-05,4.8e-05
2461,1.92,2.15,0.1069,0.0073,0.0008,0.0023,0.002328,0.000158,2.6e-05,6.1e-05
2461,2.15,2.4,0.1035,0.0063,0.0005,0.0022,0.002307,0.000141,1.9e-05,5.7e-05
2461,2.4,2.67,0.1056,0.0057,0.0006,0.0023,0.002478,0.000134,1.9e-05,6e-05
2461,2.67,2.97,0.1017,0.0051,0.0005,0.0022,0.002559,0.000128,1.7e-05,6.3e-05
2461,2.97,3.29,0.1004,0.0045,0.0003,0.0023,0.002768,0.000125,1.5e-05,7e-05
2461,3.29,3.64,0.09337,0.00392,0.00029,0.00215,0.002863,0.00012,1.5e-05,7.3e-05
2461,3.64,4.02,0.07907,0.00329,0.0002,0.00187,0.002758,0.000115,1.3e-05,7.2e-05
2461,4.02,4.43,0.06981,0.00278,0.00017,0.00169,0.002802,0.000112,1.2e-05,7.4e-05
2461,4.43,4.88,0.05892,0.00222,0.00015,0.00145,0.002756,0.000104,1.2e-05,7.4e-05
2461,4.88,5.37,0.05297,0.00189,0.00015,0.00133,0.002923,0.000105,1.3e-05,8e-05
