bartels_rotation_number,rigidity_min GV,rigidity_max GV,antiproton_flux m^-2sr^-1s^-1GV^-1,antiproton_flux_error_statistical m^-2sr^-1s^-1GV^-1, antiproton_flux_error_systematic_timedependent m^-2sr^-1s^-1GV^-1,antiproton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2507,4.02,4.88,0.0144,0.0007,0.0001,0.0007
2507,4.88,5.9,0.0131,0.0005,0.0001,0.0006
2507,5.9,7.09,0.00997,0.00039,0.00019,0.00045
2507,7.09,8.48,0.00674,0.00026,8e-05,0.00028
2507,8.48,11.0,0.00491,0.00015,6e-05,0.00019
2507,11.0,16.6,0.00219,6e-05,2e-05,8e-05
2507,16.6,22.8,0.000895,3.4e-05,1.6e-05,3.3e-05
2507,22.8,41.9,0.000248,8e-06,6e-06,1e-05
2508,1.0,1.92,0.00829,0.00135,0.00042,0.00079
2508,1.92,2.97,0.0151,0.0013,0.0007,0.0012
2508,2.97,4.02,0.0159,0.0013,0.0003,0.0008
2508,4.02,4.88,0.0147,0.0007,0.0001,0.0007
2508,4.88,5.9,0.0129,0.0005,0.0001,0.0006
2508,5.9,7.09,0.0103,0.0004,0.0001,0.0004
2508,7.09,8.48,0.00691,0.00025,9e-05,0.00029
2508,8.48,11.0,0.0047,0.00015,5e-05,0.00018
2508,11.0,16.6,0.00215,6e-05,1e-05,8e-05
2508,16.6,22.8,0.000832,3.1e-05,1.2e-05,2.9e-05
2508,22.8,41.9,0.000243,8e-06,4e-06,8e-06
2509,1.0,1.92,0.0103,0.0017,0.0005,0.001
2509,1.92,2.97,0.0177,0.0015,0.0008,0.0014
2509,2.97,4.02,0.0172,0.0013,0.0003,0.0009
2509,4.02,4.88,0.0146,0.0007,0.0001,0.0007
2509,4.88,5.9,0.0123,0.0005,0.0001,0.0005
2509,5.9,7.09,0.00943,0.00037,0.00018,0.00043
2509,7.09,8.48,0.00786,0.00027,0.0001,0.00033
2509,8.48,11.0,0.00462,0.00015,6e-05,0.00019
2509,11.0,16.6,0.0021,6e-05,2e-05,8e-05
2509,16.6,22.8,0.000867,3.2e-05,1e-05,3e-05
2509,22.8,41.9,0.000259,8e-06,5e-06,9e-06
2510,1.0,1.92,0.0104,0.0015,0.0005,0.001
2510,1.92,2.97,0.0151,0.0013,0.0007,0.0012
2510,2.97,4.02,0.0166,0.0013,0.0003,0.0009
2510,4.02,4.88,0.0143,0.0006,0.0002,0.0007
2510,4.88,5.9,0.012,0.0005,0.0001,0.0005
2510,5.9,7.09,0.00975,0.00037,0.00018,0.00044
2510,7.09,8.48,0.00724,0.00026,8e-05,0.0003
2510,8.48,11.0,0.00408,0.00013,3e-05,0.00016
2510,11.0,16.6,0.00205,6e-05,2e-05,7e-05
2510,16.6,22.8,0.000933,3.4e-05,1.4e-05,3.3e-05
2510,22.8,41.9,0.000245,8e-06,5e-06,9e-06
2511,1.0,1.92,0.00782,0.00169,0.00039,0.00074
2511,1.92,2.97,0.0135,0.0016,0.0006,0.0011
2511,2.97,4.02,0.0141,0.0015,0.0004,0.0008
2511,4.02,4.88,0.0129,0.0007,0.0001,0.0006
2511,4.88,5.9,0.012,0.0005,0.0001,0.0005
2511,5.9,7.09,0.0101,0.0004,0.0001,0.0004
2511,7.09,8.48,0.00719,0.00027,0.00011,0.0003
2511,8.48,11.0,0.00438,0.00015,7e-05,0.00018
2511,11.0,16.6,0.00203,6e-05,2e-05,8e-05
2511,16.6,22.8,0.000857,3.3e-05,1.3e-05,3e-05
2511,22.8,41.9,0.000262,8e-06,3e-06,8e-06
2512,1.0,1.92,0.0112,0.0018,0.0005,0.001
2512,1.92,2.97,0.0158,0.0015,0.0007,0.0012
2512,2.97,4.02,0.0132,0.0014,0.0003,0.0007
2512,4.02,4.88,0.0139,0.0007,0.0002,0.0006
2512,4.88,5.9,0.012,0.0005,0.0001,0.0005
2512,5.9,7.09,0.00964,0.00039,0.00023,0.00046
2512,7.09,8.48,0.00707,0.00027,7e-05,0.00029
2512,8.48,11.0,0.00453,0.00015,6e-05,0.00018
2512,11.0,16.6,0.00199,6e-05,2e-05,7e-05
2512,16.6,22.8,0.000909,3.3e-05,1e-05,3.1e-05
2512,22.8,41.9,0.000254,8e-06,2e-06,8e-06
2513,1.0,1.92,0.0106,0.0016,0.0005,0.001
2513,1.92,2.97,0.0131,0.0013,0.0006,0.001
2513,2.97,4.02,0.0146,0.0014,0.0004,0.0008
2513,4.02,4.88,0.0139,0.0007,0.0002,0.0006
2513,4.88,5.9,0.0123,0.0005,0.0001,0.0005
2513,5.9,7.09,0.00963,0.00037,0.00018,0.00043
2513,7.09,8.48,0.0067,0.00026,0.00011,0.00029
2513,8.48,11.0,0.00443,0.00014,5e-05,0.00017
2513,11.0,16.6,0.00213,6e-05,3e-05,8e-05
2513,16.6,22.8,0.000792,3e-05,1.5e-05,3e-05
2513,22.8,41.9,0.000232,8e-06,4e-06,8e-06
2514,1.0,1.92,0.0104,0.0015,0.0005,0.001
2514,1.92,2.97,0.0152,0.0013,0.0007,0.0012
2514,2.97,4.02,0.0154,0.0013,0.0003,0.0008
2514,4.02,4.88,0.0137,0.0006,0.0001,0.0006
2514,4.88,5.9,0.0123,0.0005,0.0001,0.0005
2514,5.9,7.09,0.00954,0.00036,0.00014,0.00042
2514,7.09,8.48,0.00723,0.00026,9e-05,0.0003
2514,8.48,11.0,0.00415,0.00014,5e-05,0.00016
2514,11.0,16.6,0.00218,6e-05,2e-05,8e-05
2514,16.6,22.8,0.000913,3.3e-05,1.3e-05,3.2e-05
2514,22.8,41.9,0.000239,8e-06,2e-06,7e-06
2515,1.0,1.92,0.0078,0.00133,0.00039,0.00074
2515,1.92,2.97,0.014,0.0013,0.0006,0.0011
2515,2.97,4.02,0.0155,0.0013,0.0003,0.0008
2515,4.02,4.88,0.0153,0.0007,0.0002,0.0007
2515,4.88,5.9,0.0127,0.0005,0.0001,0.0006
2515,5.9,7.09,0.00966,0.00036,0.00015,0.00043
2515,7.09,8.48,0.00749,0.00027,0.00012,0.00032
2515,8.48,11.0,0.00436,0.00014,5e-05,0.00017
2515,11.0,16.6,0.00217,6e-05,2e-05,8e-05
2515,16.6,22.8,0.000875,3.2e-05,1.8e-05,3.3e-05
2515,22.8,41.9,0.000239,8e-06,4e-06,8e-06
2516,1.0,1.92,0.01,0.0014,0.0005,0.0009
2516,1.92,2.97,0.0133,0.0012,0.0006,0.001
2516,2.97,4.02,0.0142,0.0012,0.0003,0.0008
2516,4.02,4.88,0.0153,0.0007,0.0002,0.0007
2516,4.88,5.9,0.013,0.0005,0.0001,0.0006
2516,5.9,7.09,0.0103,0.0004,0.0002,0.0005
2516,7.09,8.48,0.00733,0.00026,0.00011,0.00031
2516,8.48,11.0,0.0047,0.00014,4e-05,0.00018
2516,11.0,16.6,0.00205,6e-05,2e-05,7e-05
2516,16.6,22.8,0.000879,3.2e-05,1.1e-05,3e-05
2516,22.8,41.9,0.000264,8e-06,4e-06,9e-06
2517,1.0,1.92,0.0108,0.0015,0.0005,0.001
2517,1.92,2.97,0.0165,0.0014,0.0007,0.0013
2517,2.97,4.02,0.0174,0.0013,0.0003,0.0009
2517,4.02,4.88,0.0145,0.0006,0.0001,0.0007
2517,4.88,5.9,0.0126,0.0005,0.0001,0.0006
2517,5.9,7.09,0.0101,0.0004,0.0002,0.0005
2517,7.09,8.48,0.00734,0.00026,0.00014,0.00032
2517,8.48,11.0,0.00454,0.00014,4e-05,0.00018
2517,11.0,16.6,0.00205,6e-05,2e-05,8e-05
2517,16.6,22.8,0.000871,3.1e-05,1.8e-05,3.4e-05
2517,22.8,41.9,0.000252,8e-06,4e-06,8e-06
2518,1.0,1.92,0.0103,0.0017,0.0005,0.001
2518,1.92,2.97,0.0164,0.0015,0.0007,0.0013
2518,2.97,4.02,0.0144,0.0013,0.0003,0.0008
2518,4.02,4.88,0.0151,0.0007,0.0001,0.0007
2518,4.88,5.9,0.0129,0.0005,0.0001,0.0006
2518,5.9,7.09,0.0103,0.0004,0.0002,0.0005
2518,7.09,8.48,0.00706,0.00026,9e-05,0.00029
2518,8.48,11.0,0.00474,0.00015,6e-05,0.00019
2518,11.0,16.6,0.00203,6e-05,2e-05,8e-05
2518,16.6,22.8,0.000846,3.2e-05,1.3e-05,3e-05
2518,22.8,41.9,0.000248,8e-06,4e-06,8e-06
2519,1.0,1.92,0.00849,0.00153,0.00041,0.00079
2519,1.92,2.97,0.0196,0.0016,0.0008,0.0015
2519,2.97,4.02,0.0152,0.0015,0.0003,0.0008
2519,4.02,4.88,0.0156,0.0007,0.0004,0.0008
2519,4.88,5.9,0.0125,0.0005,0.0001,0.0006
2519,5.9,7.09,0.0101,0.0004,0.0002,0.0005
2519,7.09,8.48,0.00688,0.00026,0.00011,0.00029
2519,8.48,11.0,0.00473,0.00016,6e-05,0.00019
2519,11.0,16.6,0.00216,7e-05,3e-05,8e-05
2519,16.6,22.8,0.000887,3.4e-05,2.5e-05,3.8e-05
2519,22.8,41.9,0.00025,9e-06,4e-06,8e-06
2520,1.0,1.92,0.0124,0.0018,0.0006,0.0012
2520,1.92,2.97,0.017,0.0014,0.0007,0.0013
2520,2.97,4.02,0.0177,0.0014,0.0003,0.0009
2520,4.02,4.88,0.0141,0.0007,0.0002,0.0007
2520,4.88,5.9,0.0137,0.0005,0.0001,0.0006
2520,5.9,7.09,0.0103,0.0004,0.0002,0.0005
2520,7.09,8.48,0.00724,0.00026,8e-05,0.0003
2520,8.48,11.0,0.00461,0.00014,4e-05,0.00018
2520,11.0,16.6,0.0021,6e-05,2e-05,8e-05
2520,16.6,22.8,0.000837,3.1e-05,1e-05,2.9e-05
2520,22.8,41.9,0.000249,8e-06,5e-06,9e-06
2521,1.0,1.92,0.0105,0.0015,0.0005,0.001
2521,1.92,2.97,0.0178,0.0014,0.0008,0.0014
2521,2.97,4.02,0.0167,0.0014,0.0004,0.0009
2521,4.02,4.88,0.0157,0.0007,0.0002,0.0007
2521,4.88,5.9,0.0128,0.0005,0.0001,0.0006
2521,5.9,7.09,0.00961,0.00037,0.00021,0.00045
2521,7.09,8.48,0.007,0.00026,0.00011,0.0003
2521,8.48,11.0,0.00449,0.00014,4e-05,0.00017
2521,11.0,16.6,0.00221,6e-05,3e-05,8e-05
2521,16.6,22.8,0.000889,3.3e-05,1.6e-05,3.3e-05
2521,22.8,41.9,0.00024,8e-06,4e-06,8e-06
2522,1.0,1.92,0.00875,0.00147,0.00045,0.00083
2522,1.92,2.97,0.0194,0.0015,0.0008,0.0015
2522,2.97,4.02,0.0177,0.0014,0.0003,0.0009
2522,4.02,4.88,0.0155,0.0007,0.0002,0.0007
2522,4.88,5.9,0.0137,0.0005,0.0001,0.0006
2522,5.9,7.09,0.00945,0.00036,0.00017,0.00043
2522,7.09,8.48,0.00738,0.00027,0.0001,0.00031
2522,8.48,11.0,0.00509,0.00015,4e-05,0.0002
2522,11.0,16.6,0.0022,6e-05,2e-05,8e-05
2522,16.6,22.8,0.000814,3.1e-05,1.3e-05,2.9e-05
2522,22.8,41.9,0.000235,8e-06,3e-06,8e-06
2523,1.0,1.92,0.0125,0.0021,0.0006,0.0012
2523,1.92,2.97,0.017,0.0018,0.0007,0.0014
2523,2.97,4.02,0.0191,0.0019,0.0004,0.001
2523,4.02,4.88,0.0153,0.0009,0.0002,0.0007
2523,4.88,5.9,0.013,0.0007,0.0001,0.0006
2523,5.9,7.09,0.011,0.0005,0.0002,0.0005
2523,7.09,8.48,0.00782,0.00036,0.00018,0.00036
2523,8.48,11.0,0.00478,0.00019,6e-05,0.00019
2523,11.0,16.6,0.00216,8e-05,3e-05,8e-05
2523,16.6,22.8,0.000859,4.3e-05,1.6e-05,3.2e-05
2523,22.8,41.9,0.000267,1.1e-05,5e-06,9e-06
2524,1.0,1.92,0.00868,0.00288,0.00044,0.00082
2524,1.92,2.97,0.0165,0.0027,0.0007,0.0013
2524,2.97,4.02,0.0194,0.0028,0.0004,0.001
2524,4.02,4.88,0.0167,0.0014,0.0004,0.0009
2524,4.88,5.9,0.0122,0.001,0.0002,0.0006
2524,5.9,7.09,0.0107,0.0008,0.0004,0.0006
2524,7.09,8.48,0.0069,0.00047,0.00012,0.0003
2524,8.48,11.0,0.0054,0.0003,0.00014,0.00025
2524,11.0,16.6,0.00227,0.00012,4e-05,9e-05
2524,16.6,22.8,0.000844,6e-05,1.6e-05,3.2e-05
2524,22.8,41.9,0.000282,1.6e-05,9e-06,1.2e-05
2525,1.0,1.92,0.0097,0.0017,0.00051,0.00093
2525,1.92,2.97,0.0197,0.0016,0.0009,0.0016
2525,2.97,4.02,0.0151,0.0014,0.0003,0.0008
2525,4.02,4.88,0.015,0.0007,0.0001,0.0007
2525,4.88,5.9,0.0136,0.0005,0.0001,0.0006
2525,5.9,7.09,0.00979,0.00038,0.00018,0.00044
2525,7.09,8.48,0.00746,0.00027,7e-05,0.0003
2525,8.48,11.0,0.00473,0.00015,3e-05,0.00018
2525,11.0,16.6,0.00222,6e-05,2e-05,8e-05
2525,16.6,22.8,0.000862,3.2e-05,9e-06,2.9e-05
2525,22.8,41.9,0.000254,8e-06,4e-06,8e-06
2527,1.0,1.92,0.00921,0.00172,0.0005,0.00089
2527,1.92,2.97,0.015,0.0015,0.0007,0.0012
2527,2.97,4.02,0.0176,0.0015,0.0003,0.0009
2527,4.02,4.88,0.0141,0.0007,0.0001,0.0006
2527,4.88,5.9,0.0148,0.0006,0.0001,0.0006
2527,5.9,7.09,0.00984,0.0004,0.00019,0.00045
2527,7.09,8.48,0.00728,0.00028,8e-05,0.0003
2527,8.48,11.0,0.00447,0.00016,5e-05,0.00018
2527,11.0,16.6,0.00221,7e-05,3e-05,8e-05
2527,16.6,22.8,0.000845,3.5e-05,1.3e-05,3e-05
2527,22.8,41.9,0.000238,9e-06,4e-06,8e-06
2528,1.0,1.92,0.0127,0.0017,0.0006,0.0012
2528,1.92,2.97,0.0158,0.0013,0.0007,0.0013
2528,2.97,4.02,0.0188,0.0013,0.0003,0.001
2528,4.02,4.88,0.0162,0.0007,0.0002,0.0007
2528,4.88,5.9,0.0128,0.0005,0.0001,0.0006
2528,5.9,7.09,0.0107,0.0004,0.0001,0.0005
2528,7.09,8.48,0.00772,0.00027,0.0001,0.00032
2528,8.48,11.0,0.00482,0.00015,5e-05,0.00019
2528,11.0,16.6,0.00215,6e-05,2e-05,8e-05
2528,16.6,22.8,0.00092,3.4e-05,1e-05,3.1e-05
2528,22.8,41.9,0.00024,8e-06,3e-06,8e-06
2529,1.0,1.92,0.0104,0.0016,0.0005,0.001
2529,1.92,2.97,0.0162,0.0015,0.0007,0.0013
2529,2.97,4.02,0.0164,0.0013,0.0003,0.0009
2529,4.02,4.88,0.015,0.0007,0.0002,0.0007
2529,4.88,5.9,0.014,0.0006,0.0001,0.0006
2529,5.9,7.09,0.0104,0.0004,0.0002,0.0005
2529,7.09,8.48,0.00708,0.00027,0.00012,0.0003
2529,8.48,11.0,0.00466,0.00015,4e-05,0.00018
2529,11.0,16.6,0.00218,6e-05,3e-05,8e-05
2529,16.6,22.8,0.000874,3.3e-05,1.4e-05,3.1e-05
2529,22.8,41.9,0.000245,8e-06,4e-06,8e-06
2530,1.0,1.92,0.0131,0.0027,0.0006,0.0012
2530,1.92,2.97,0.0179,0.0023,0.0008,0.0014
2530,2.97,4.02,0.0239,0.0024,0.0004,0.0012
2530,4.02,4.88,0.0164,0.0011,0.0003,0.0008
2530,4.88,5.9,0.0125,0.0008,0.0002,0.0006
2530,5.9,7.09,0.0107,0.0006,0.0003,0.0005
2530,7.09,8.48,0.00738,0.00043,0.00015,0.00033
2530,8.48,11.0,0.00463,0.00024,8e-05,0.00019
2530,11.0,16.6,0.0024,0.00011,9e-05,0.00013
2530,16.6,22.8,0.00088,5.4e-05,1.2e-05,3.1e-05
2530,22.8,41.9,0.000226,1.2e-05,4e-06,8e-06
2531,1.0,1.92,0.0128,0.0029,0.0006,0.0012
2531,1.92,2.97,0.0173,0.0024,0.0008,0.0014
2531,2.97,4.02,0.0156,0.0021,0.0004,0.0009
2531,4.02,4.88,0.0146,0.0011,0.0002,0.0007
2531,4.88,5.9,0.0126,0.0008,0.0001,0.0006
2531,5.9,7.09,0.0108,0.0006,0.0003,0.0005
2531,7.09,8.48,0.00838,0.00044,0.00017,0.00037
2531,8.48,11.0,0.00483,0.00024,0.00015,0.00024
2531,11.0,16.6,0.00259,0.00011,4e-05,0.0001
2531,16.6,22.8,0.000842,5.1e-05,2.7e-05,3.8e-05
2531,22.8,41.9,0.000252,1.3e-05,3e-06,8e-06
2532,1.0,1.92,0.0134,0.0021,0.0007,0.0013
2532,1.92,2.97,0.0193,0.0017,0.0008,0.0015
2532,2.97,4.02,0.0212,0.0016,0.0004,0.0011
2532,4.02,4.88,0.0171,0.0008,0.0002,0.0008
2532,4.88,5.9,0.0144,0.0006,0.0001,0.0006
2532,5.9,7.09,0.0098,0.00042,0.00021,0.00045
2532,7.09,8.48,0.00761,0.00032,0.00016,0.00034
2532,8.48,11.0,0.00481,0.00017,5e-05,0.00019
2532,11.0,16.6,0.00218,7e-05,4e-05,9e-05
2532,16.6,22.8,0.000891,3.8e-05,1.2e-05,3.1e-05
2532,22.8,41.9,0.000246,9e-06,4e-06,8e-06
2534,1.0,1.92,0.0083,0.00147,0.00046,0.00081
2534,1.92,2.97,0.0166,0.0015,0.0007,0.0013
2534,2.97,4.02,0.0189,0.0014,0.0004,0.001
2534,4.02,4.88,0.015,0.0007,0.0002,0.0007
2534,4.88,5.9,0.0132,0.0005,0.0001,0.0006
2534,5.9,7.09,0.0104,0.0004,0.0002,0.0005
2534,7.09,8.48,0.00748,0.00027,8e-05,0.00031
2534,8.48,11.0,0.00446,0.00014,4e-05,0.00017
2534,11.0,16.6,0.00215,6e-05,2e-05,8e-05
2534,16.6,22.8,0.000896,3.3e-05,1.4e-05,3.2e-05
2534,22.8,41.9,0.000268,8e-06,4e-06,9e-06
2536,1.0,1.92,0.00805,0.00168,0.00041,0.00076
2536,1.92,2.97,0.0194,0.0018,0.0008,0.0015
2536,2.97,4.02,0.018,0.0017,0.0004,0.001
2536,4.02,4.88,0.0177,0.0009,0.0002,0.0008
2536,4.88,5.9,0.0135,0.0006,0.0001,0.0006
2536,5.9,7.09,0.0108,0.0005,0.0002,0.0005
2536,7.09,8.48,0.00753,0.00032,6e-05,0.0003
2536,8.48,11.0,0.0046,0.00017,6e-05,0.00018
2536,11.0,16.6,0.00216,7e-05,2e-05,8e-05
2536,16.6,22.8,0.000876,3.9e-05,1.7e-05,3.3e-05
2536,22.8,41.9,0.000278,1e-05,3e-06,9e-06
2538,1.0,1.92,0.0114,0.0024,0.0005,0.0011
2538,1.92,2.97,0.0188,0.002,0.0008,0.0015
2538,2.97,4.02,0.017,0.0018,0.0005,0.001
2538,4.02,4.88,0.0141,0.0008,0.0002,0.0007
2538,4.88,5.9,0.0137,0.0007,0.0001,0.0006
2538,5.9,7.09,0.0112,0.0005,0.0003,0.0005
2538,7.09,8.48,0.00782,0.00034,0.0001,0.00032
2538,8.48,11.0,0.00465,0.00018,6e-05,0.00018
2538,11.0,16.6,0.00221,8e-05,3e-05,8e-05
2538,16.6,22.8,0.000902,4e-05,1.3e-05,3.2e-05
2538,22.8,41.9,0.00026,1e-05,2e-06,8e-06
2539,1.0,1.92,0.0109,0.0017,0.0006,0.001
2539,1.92,2.97,0.0168,0.0015,0.0008,0.0014
2539,2.97,4.02,0.0192,0.0015,0.0004,0.001
2539,4.02,4.88,0.0158,0.0007,0.0002,0.0007
2539,4.88,5.9,0.0134,0.0005,0.0001,0.0006
2539,5.9,7.09,0.00995,0.00039,0.0002,0.00045
2539,7.09,8.48,0.00715,0.00027,0.0001,0.0003
2539,8.48,11.0,0.00498,0.00015,4e-05,0.00019
2539,11.0,16.6,0.00215,6e-05,3e-05,8e-05
2539,16.6,22.8,0.000866,3.3e-05,8e-06,2.9e-05
2539,22.8,41.9,0.000237,8e-06,4e-06,8e-06
2540,1.0,1.92,0.0116,0.0029,0.0006,0.0011
2540,1.92,2.97,0.0202,0.0025,0.0009,0.0016
2540,2.97,4.02,0.0144,0.0023,0.001,0.0012
2540,4.02,4.88,0.0155,0.0011,0.0002,0.0007
2540,4.88,5.9,0.0145,0.0009,0.0001,0.0006
2540,5.9,7.09,0.0108,0.0006,0.0002,0.0005
2540,7.09,8.48,0.00747,0.00041,0.00018,0.00035
2540,8.48,11.0,0.00496,0.00024,0.00011,0.00022
2540,11.0,16.6,0.00201,9e-05,4e-05,8e-05
2540,16.6,22.8,0.000907,5.2e-05,1e-05,3.1e-05
2540,22.8,41.9,0.000251,1.3e-05,4e-06,8e-06
2543,1.0,1.92,0.0106,0.0033,0.0006,0.001
2543,1.92,2.97,0.0182,0.0033,0.0009,0.0015
2543,2.97,4.02,0.0196,0.0029,0.0005,0.0011
2543,4.02,4.88,0.0189,0.0015,0.0005,0.001
2543,4.88,5.9,0.0153,0.0011,0.0002,0.0007
2543,5.9,7.09,0.0116,0.0008,0.0004,0.0007
2543,7.09,8.48,0.00843,0.00065,0.0004,0.00052
2543,8.48,11.0,0.00497,0.00032,0.00015,0.00024
2543,11.0,16.6,0.00237,0.00014,4e-05,9e-05
2543,16.6,22.8,0.000891,7e-05,1e-05,3e-05
2543,22.8,41.9,0.000258,1.8e-05,4e-06,9e-06
2544,1.0,1.92,0.0108,0.0017,0.0006,0.001
2544,1.92,2.97,0.0207,0.0016,0.0009,0.0017
2544,2.97,4.02,0.0162,0.0014,0.0005,0.0009
2544,4.02,4.88,0.015,0.0007,0.0002,0.0007
2544,4.88,5.9,0.0132,0.0005,0.0001,0.0006
2544,5.9,7.09,0.0112,0.0004,0.0002,0.0005
2544,7.09,8.48,0.00762,0.00027,0.00012,0.00032
2544,8.48,11.0,0.0047,0.00015,5e-05,0.00018
2544,11.0,16.6,0.00221,6e-05,2e-05,8e-05
2544,16.6,22.8,0.000891,3.3e-05,1.2e-05,3.1e-05
2544,22.8,41.9,0.00025,8e-06,3e-06,8e-06
2545,1.0,1.92,0.0112,0.002,0.0006,0.0011
2545,1.92,2.97,0.0184,0.0017,0.0008,0.0015
2545,2.97,4.02,0.0214,0.0016,0.0003,0.0011
2545,4.02,4.88,0.0162,0.0008,0.0002,0.0007
2545,4.88,5.9,0.0148,0.0006,0.0001,0.0007
2545,5.9,7.09,0.0111,0.0004,0.0002,0.0005
2545,7.09,8.48,0.00696,0.00028,0.00013,0.0003
2545,8.48,11.0,0.00485,0.00016,5e-05,0.00019
2545,11.0,16.6,0.00225,7e-05,2e-05,8e-05
2545,16.6,22.8,0.0009,3.5e-05,1.7e-05,3.4e-05
2545,22.8,41.9,0.000259,9e-06,5e-06,9e-06
2546,1.0,1.92,0.00976,0.00191,0.0005,0.00093
2546,1.92,2.97,0.0169,0.0017,0.0007,0.0013
2546,2.97,4.02,0.0174,0.0017,0.0005,0.001
2546,4.02,4.88,0.0158,0.0007,0.0001,0.0007
2546,4.88,5.9,0.0139,0.0006,0.0001,0.0006
2546,5.9,7.09,0.0109,0.0004,0.0004,0.0006
2546,7.09,8.48,0.00764,0.00029,0.00011,0.00032
2546,8.48,11.0,0.00483,0.00016,8e-05,0.0002
2546,11.0,16.6,0.00218,7e-05,2e-05,8e-05
2546,16.6,22.8,0.000961,3.6e-05,1.5e-05,3.4e-05
2546,22.8,41.9,0.00025,8e-06,4e-06,8e-06
2547,1.0,1.92,0.0147,0.0025,0.0008,0.0014
2547,1.92,2.97,0.0177,0.0018,0.0008,0.0014
2547,2.97,4.02,0.0157,0.0016,0.0005,0.0009
2547,4.02,4.88,0.0165,0.0008,0.0002,0.0008
2547,4.88,5.9,0.0139,0.0006,0.0001,0.0006
2547,5.9,7.09,0.011,0.0004,0.0002,0.0005
2547,7.09,8.48,0.0077,0.00029,7e-05,0.00031
2547,8.48,11.0,0.00483,0.00016,5e-05,0.00019
2547,11.0,16.6,0.00215,7e-05,3e-05,8e-05
2547,16.6,22.8,0.000937,3.6e-05,1.6e-05,3.4e-05
2547,22.8,41.9,0.000246,8e-06,5e-06,9e-06
2548,1.0,1.92,0.0095,0.00245,0.00059,0.00096
2548,1.92,2.97,0.0172,0.0021,0.0008,0.0014
2548,2.97,4.02,0.0201,0.0022,0.0005,0.0011
2548,4.02,4.88,0.0165,0.001,0.0002,0.0008
2548,4.88,5.9,0.014,0.0007,0.0001,0.0006
2548,5.9,7.09,0.0111,0.0005,0.0002,0.0005
2548,7.09,8.48,0.00758,0.00037,0.00012,0.00032
2548,8.48,11.0,0.00517,0.00021,7e-05,0.00021
2548,11.0,16.6,0.00212,8e-05,2e-05,8e-05
2548,16.6,22.8,0.000889,4.4e-05,2.2e-05,3.6e-05
2548,22.8,41.9,0.000272,1.2e-05,5e-06,9e-06
2552,1.0,1.92,0.0106,0.0025,0.0006,0.001
2552,1.92,2.97,0.017,0.0021,0.0008,0.0014
2552,2.97,4.02,0.0183,0.0021,0.0005,0.001
2552,4.02,4.88,0.0157,0.001,0.0002,0.0007
2552,4.88,5.9,0.0138,0.0008,0.0002,0.0006
2552,5.9,7.09,0.0117,0.0006,0.0003,0.0005
2552,7.09,8.48,0.00816,0.00041,0.00017,0.00036
2552,8.48,11.0,0.0047,0.00021,7e-05,0.00019
2552,11.0,16.6,0.00233,0.0001,4e-05,9e-05
2552,16.6,22.8,0.000897,4.9e-05,1.8e-05,3.4e-05
2552,22.8,41.9,0.000257,1.2e-05,4e-06,9e-06
2553,1.0,1.92,0.0123,0.0022,0.0006,0.0012
2553,1.92,2.97,0.0158,0.0018,0.0007,0.0013
2553,2.97,4.02,0.0151,0.0019,0.0007,0.001
2553,4.02,4.88,0.0161,0.0008,0.0002,0.0008
2553,4.88,5.9,0.0142,0.0007,0.0001,0.0006
2553,5.9,7.09,0.0102,0.0005,0.0003,0.0005
2553,7.09,8.48,0.00827,0.00034,0.0002,0.00038
2553,8.48,11.0,0.00482,0.00018,6e-05,0.00019
2553,11.0,16.6,0.00228,8e-05,3e-05,8e-05
2553,16.6,22.8,0.000896,4e-05,2.1e-05,3.6e-05
2553,22.8,41.9,0.000258,1e-05,4e-06,9e-06
2554,1.0,1.92,0.0118,0.002,0.0006,0.0011
2554,1.92,2.97,0.0197,0.0018,0.0009,0.0016
2554,2.97,4.02,0.0193,0.0018,0.0005,0.0011
2554,4.02,4.88,0.0156,0.0008,0.0002,0.0007
2554,4.88,5.9,0.0148,0.0007,0.0001,0.0007
2554,5.9,7.09,0.011,0.0005,0.0002,0.0005
2554,7.09,8.48,0.00789,0.00032,0.00012,0.00034
2554,8.48,11.0,0.0049,0.00017,5e-05,0.00019
2554,11.0,16.6,0.00222,7e-05,3e-05,8e-05
2554,16.6,22.8,0.000962,3.9e-05,1.4e-05,3.4e-05
2554,22.8,41.9,0.000252,9e-06,5e-06,9e-06
2555,1.0,1.92,0.011,0.0018,0.0006,0.001
2555,1.92,2.97,0.0143,0.0016,0.0007,0.0012
2555,2.97,4.02,0.0148,0.0016,0.0005,0.0008
2555,4.02,4.88,0.0148,0.0008,0.0002,0.0007
2555,4.88,5.9,0.0136,0.0006,0.0001,0.0006
2555,5.9,7.09,0.0101,0.0004,0.0002,0.0005
2555,7.09,8.48,0.00789,0.00031,0.00014,0.00034
2555,8.48,11.0,0.00477,0.00017,7e-05,0.00019
2555,11.0,16.6,0.00219,7e-05,2e-05,8e-05
2555,16.6,22.8,0.000812,3.5e-05,1.6e-05,3.1e-05
2555,22.8,41.9,0.00024,9e-06,4e-06,8e-06
2556,1.0,1.92,0.0112,0.0018,0.0006,0.0011
2556,1.92,2.97,0.0162,0.0015,0.0007,0.0013
2556,2.97,4.02,0.0165,0.0015,0.0004,0.0009
2556,4.02,4.88,0.0161,0.0007,0.0002,0.0007
