bartels_rotation_number,rigidity_min_GV,rigidity_max_GV,nitrogen_flux m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_statistical m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_dependent m^-2sr^-1s^-1GV^-1,nitrogen_flux_error_time_independent m^-2sr^-1s^-1GV^-1,nitrogen_to_helium_ratio,nitrogen_to_helium_ratio_error_statistical,nitrogen_to_helium_ratio_error_time_dependent,nitrogen_to_helium_ratio_error_time_independent
2537,8.48,9.26,0.04846,0.00256,0.00023,0.00103,0.007601,0.000403,5.1e-05,0.000182
2537,9.26,10.1,0.03943,0.00217,0.00019,0.00083,0.007582,0.000419,5.1e-05,0.000182
2537,10.1,11.0,0.03233,0.00187,0.00016,0.00068,0.007775,0.00045,5.2e-05,0.000186
2537,11.0,12.0,0.02859,0.00163,0.00015,0.0006,0.008505,0.000488,6e-05,0.000203
2537,12.0,13.0,0.02124,0.00138,0.00012,0.00044,0.007862,0.000513,5.9e-05,0.000188
2537,13.0,14.1,0.01796,0.00118,0.00011,0.00037,0.008088,0.000535,6.2e-05,0.000193
2537,14.1,15.3,0.01342,0.00095,7e-05,0.00028,0.00759,0.000541,5.5e-05,0.000181
2537,15.3,16.6,0.01065,0.00079,7e-05,0.00022,0.007396,0.000551,6e-05,0.000176
2537,16.6,18.0,0.008361,0.000651,6.3e-05,0.000173,0.007158,0.000559,6.4e-05,0.000171
2537,18.0,19.5,0.006941,0.000545,4.8e-05,0.000144,0.007306,0.000576,6.1e-05,0.000175
2537,19.5,21.1,0.005813,0.00046,3.4e-05,0.00012,0.007585,0.000602,5.7e-05,0.000182
2537,21.1,22.8,0.005054,0.000397,2.8e-05,0.000105,0.008082,0.000637,5.9e-05,0.000194
2537,22.8,24.7,0.004008,0.00032,2.3e-05,8.3e-05,0.007933,0.000635,5.9e-05,0.00019
2537,24.7,26.7,0.003077,0.000265,1.8e-05,6.4e-05,0.007569,0.000654,5.6e-05,0.000182
2537,26.7,28.8,0.002268,0.000218,1.3e-05,4.7e-05,0.006834,0.00066,5e-05,0.000164
2537,28.8,31.1,0.002309,0.000208,1.3e-05,4.8e-05,0.008582,0.000777,6.3e-05,0.000207
2537,31.1,33.5,0.001762,0.000177,1e-05,3.6e-05,0.008027,0.00081,5.9e-05,0.000193
2537,33.5,36.1,0.001081,0.000133,6e-06,2.2e-05,0.005993,0.00074,4.5e-05,0.000145
2537,36.1,38.9,0.001198,0.000135,7e-06,2.5e-05,0.008045,0.00091,6.1e-05,0.000195
2537,38.9,41.9,0.0007475,0.000103,4.5e-06,1.54e-05,0.006187,0.000855,4.7e-05,0.00015
2537,41.9,45.1,0.0006981,9.63e-05,4.3e-06,1.44e-05,0.007056,0.000977,5.4e-05,0.000172
2537,45.1,48.5,0.0005929,8.61e-05,3.7e-06,1.23e-05,0.007348,0.001071,5.7e-05,0.00018
2537,48.5,52.2,0.0003506,6.34e-05,2.2e-06,7.3e-06,0.005222,0.000947,4.1e-05,0.000129
2537,52.2,56.1,0.0002993,5.7e-05,1.9e-06,6.2e-06,0.005358,0.001024,4.2e-05,0.000133
2537,56.1,60.3,0.0002175,4.68e-05,1.4e-06,4.5e-06,0.00504,0.001088,4e-05,0.000126
2538,1.92,2.15,0.6793,0.0305,0.01,0.0149,0.006001,0.00027,0.000106,0.00016
2538,2.15,2.4,0.6348,0.0258,0.0054,0.0142,0.006514,0.000265,7.4e-05,0.000167
2538,2.4,2.67,0.5906,0.0213,0.0023,0.0123,0.007072,0.000255,5.7e-05,0.000169
2538,2.67,2.97,0.5332,0.0177,0.0021,0.0109,0.007453,0.000248,5.6e-05,0.000173
2538,2.97,3.29,0.429,0.0139,0.0019,0.0088,0.007044,0.000228,5.2e-05,0.000163
2538,3.29,3.64,0.3992,0.0119,0.0014,0.0081,0.007883,0.000236,5.4e-05,0.000182
2538,3.64,4.02,0.3226,0.0096,0.0011,0.0066,0.007722,0.000231,5e-05,0.000178
2538,4.02,4.43,0.2593,0.0076,0.0009,0.0053,0.007542,0.000222,4.8e-05,0.000174
2538,4.43,4.88,0.2119,0.0059,0.0008,0.0044,0.007519,0.000209,4.7e-05,0.000175
2538,4.88,5.37,0.1778,0.0048,0.0006,0.0037,0.007756,0.00021,4.8e-05,0.000182
2538,5.37,5.9,0.1485,0.004,0.0005,0.0031,0.007936,0.000213,4.8e-05,0.000187
2538,5.9,6.47,0.1211,0.0033,0.0004,0.0025,0.007977,0.000215,4.8e-05,0.000189
2538,6.47,7.09,0.1018,0.0027,0.0004,0.0021,0.008293,0.000219,5.1e-05,0.000197
2538,7.09,7.76,0.07352,0.00205,0.0003,0.00156,0.007488,0.000209,4.7e-05,0.000179
2538,7.76,8.48,0.06227,0.00173,0.00027,0.00132,0.00783,0.000218,5e-05,0.000187
2538,8.48,9.26,0.0505,0.00145,0.00024,0.00107,0.007865,0.000226,5.2e-05,0.000188
2538,9.26,10.1,0.0396,0.0012,0.0002,0.00084,0.007645,0.000233,5.3e-05,0.000183
2538,10.1,11.0,0.03301,0.00104,0.00018,0.0007,0.007885,0.000249,5.6e-05,0.000189
2538,11.0,12.0,0.02589,0.00086,0.00014,0.00054,0.007711,0.000256,5.4e-05,0.000184
2538,12.0,13.0,0.01969,0.00073,0.0001,0.00041,0.007249,0.00027,5.1e-05,0.000173
2538,13.0,14.1,0.01592,0.00061,9e-05,0.00033,0.007225,0.000279,5.2e-05,0.000172
2538,14.1,15.3,0.01366,0.00053,8e-05,0.00028,0.007612,0.000296,5.5e-05,0.000181
2538,15.3,16.6,0.01038,0.00043,6e-05,0.00022,0.00716,0.000298,5.2e-05,0.000171
2538,16.6,18.0,0.008769,0.000368,4.4e-05,0.000182,0.007478,0.000315,5.1e-05,0.000179
2538,18.0,19.5,0.007128,0.000305,3.4e-05,0.000148,0.007556,0.000324,5e-05,0.000181
2538,19.5,21.1,0.005566,0.000248,2.8e-05,0.000115,0.0072,0.000322,4.9e-05,0.000172
2538,21.1,22.8,0.005102,0.00022,2.6e-05,0.000106,0.008157,0.000353,5.7e-05,0.000196
2538,22.8,24.7,0.003615,0.000168,1.9e-05,7.5e-05,0.00717,0.000334,5e-05,0.000172
2538,24.7,26.7,0.003093,0.000147,1.7e-05,6.4e-05,0.007526,0.000358,5.3e-05,0.000181
2538,26.7,28.8,0.002541,0.000128,1.4e-05,5.2e-05,0.007546,0.00038,5.4e-05,0.000181
2538,28.8,31.1,0.001955,0.000106,1.1e-05,4e-05,0.007209,0.000391,5.2e-05,0.000173
2538,31.1,33.5,0.001625,9.4e-05,9e-06,3.3e-05,0.007283,0.000421,5.3e-05,0.000175
2538,33.5,36.1,0.001123,7.5e-05,7e-06,2.3e-05,0.006215,0.000415,4.6e-05,0.00015
2538,36.1,38.9,0.0009566,6.64e-05,5.6e-06,1.97e-05,0.006521,0.000454,4.9e-05,0.000158
2538,38.9,41.9,0.0008426,6.02e-05,5.1e-06,1.74e-05,0.006888,0.000494,5.2e-05,0.000167
2538,41.9,45.1,0.0006032,4.93e-05,3.7e-06,1.25e-05,0.006084,0.000499,4.7e-05,0.000148
2538,45.1,48.5,0.0005619,4.61e-05,3.5e-06,1.16e-05,0.007004,0.000577,5.4e-05,0.000171
2538,48.5,52.2,0.0004493,3.95e-05,2.8e-06,9.3e-06,0.006732,0.000594,5.3e-05,0.000166
2538,52.2,56.1,0.0004019,3.64e-05,2.6e-06,8.4e-06,0.007451,0.000677,5.9e-05,0.000185
2538,56.1,60.3,0.0003328,3.19e-05,2.2e-06,6.9e-06,0.007401,0.000712,5.9e-05,0.000185
2539,1.92,2.15,0.6675,0.0249,0.0091,0.0147,0.005907,0.00022,9.8e-05,0.000157
2539,2.15,2.4,0.6821,0.0221,0.0063,0.0152,0.006992,0.000227,8.1e-05,0.00018
2539,2.4,2.67,0.6086,0.0178,0.0033,0.0127,0.007295,0.000214,6.1e-05,0.000174
2539,2.67,2.97,0.4975,0.0142,0.0019,0.0102,0.006934,0.000198,4.7e-05,0.000161
2539,2.97,3.29,0.4327,0.0116,0.0019,0.0089,0.007114,0.000191,4.9e-05,0.000165
2539,3.29,3.64,0.3928,0.0099,0.0014,0.008,0.007749,0.000195,4.7e-05,0.000178
2539,3.64,4.02,0.3216,0.0081,0.001,0.0066,0.007688,0.000193,4.4e-05,0.000177
2539,4.02,4.43,0.2818,0.0067,0.0009,0.0058,0.008209,0.000195,4.5e-05,0.00019
2539,4.43,4.88,0.2318,0.0052,0.0008,0.0048,0.008201,0.000184,4.6e-05,0.000191
2539,4.88,5.37,0.1848,0.0041,0.0008,0.0038,0.008001,0.00018,4.7e-05,0.000187
2539,5.37,5.9,0.1454,0.0033,0.0006,0.003,0.007726,0.000178,4.4e-05,0.000182
2539,5.9,6.47,0.1164,0.0027,0.0006,0.0024,0.007627,0.000177,4.6e-05,0.000181
2539,6.47,7.09,0.09755,0.00221,0.0005,0.00206,0.007934,0.000181,5e-05,0.000189
2539,7.09,7.76,0.07606,0.00176,0.00034,0.00161,0.007695,0.000179,4.5e-05,0.000184
2539,7.76,8.48,0.0618,0.00146,0.00027,0.00131,0.007777,0.000184,4.4e-05,0.000186
2539,8.48,9.26,0.05045,0.00123,0.00022,0.00107,0.00787,0.000192,4.4e-05,0.000189
2539,9.26,10.1,0.03965,0.00103,0.00018,0.00084,0.007651,0.000199,4.3e-05,0.000183
2539,10.1,11.0,0.03221,0.00088,0.00015,0.00068,0.007669,0.000209,4.4e-05,0.000184
2539,11.0,12.0,0.027,0.00075,0.00013,0.00057,0.008014,0.000222,4.7e-05,0.000192
2539,12.0,13.0,0.02171,0.00065,0.00011,0.00045,0.007963,0.000241,4.9e-05,0.00019
2539,13.0,14.1,0.01661,0.00053,9e-05,0.00035,0.007494,0.000242,4.8e-05,0.000179
2539,14.1,15.3,0.01353,0.00045,7e-05,0.00028,0.007563,0.000252,4.8e-05,0.00018
2539,15.3,16.6,0.0112,0.00038,6e-05,0.00023,0.007709,0.000262,5.2e-05,0.000184
2539,16.6,18.0,0.008621,0.000309,5.4e-05,0.000179,0.007368,0.000265,5.3e-05,0.000176
2539,18.0,19.5,0.007255,0.00026,4.2e-05,0.00015,0.007618,0.000274,5.1e-05,0.000182
2539,19.5,21.1,0.00566,0.000212,3.1e-05,0.000117,0.007379,0.000277,4.8e-05,0.000177
2539,21.1,22.8,0.004519,0.000176,2.5e-05,9.3e-05,0.007251,0.000283,4.7e-05,0.000174
2539,22.8,24.7,0.003709,0.000145,2.1e-05,7.7e-05,0.007296,0.000286,4.8e-05,0.000175
2539,24.7,26.7,0.002734,0.000118,1.5e-05,5.6e-05,0.006661,0.000288,4.4e-05,0.00016
2539,26.7,28.8,0.00238,0.000106,1.3e-05,4.9e-05,0.007105,0.000316,4.6e-05,0.000171
2539,28.8,31.1,0.002102,9.4e-05,1.2e-05,4.3e-05,0.007678,0.000343,5.1e-05,0.000185
2539,31.1,33.5,0.001554,7.8e-05,9e-06,3.2e-05,0.006983,0.000354,4.7e-05,0.000168
2539,33.5,36.1,0.001285,6.9e-05,7e-06,2.6e-05,0.007081,0.000379,4.8e-05,0.000171
2539,36.1,38.9,0.001051,6e-05,6e-06,2.2e-05,0.007093,0.000404,4.9e-05,0.000172
2539,38.9,41.9,0.0008043,5.04e-05,4.8e-06,1.66e-05,0.006648,0.000418,4.6e-05,0.000161
2539,41.9,45.1,0.0006133,4.26e-05,3.7e-06,1.27e-05,0.00609,0.000424,4.3e-05,0.000148
2539,45.1,48.5,0.0005118,3.77e-05,3.2e-06,1.06e-05,0.006325,0.000468,4.5e-05,0.000155
2539,48.5,52.2,0.0004611,3.43e-05,2.9e-06,9.6e-06,0.006872,0.000513,4.9e-05,0.000169
2539,52.2,56.1,0.0003262,2.81e-05,2.1e-06,6.8e-06,0.005949,0.000514,4.3e-05,0.000147
2539,56.1,60.3,0.0003127,2.65e-05,2e-06,6.5e-06,0.006957,0.000592,5.1e-05,0.000174
2540,1.92,2.15,0.7078,0.0393,0.0088,0.0156,0.006284,0.00035,9.9e-05,0.000167
2540,2.15,2.4,0.7027,0.0344,0.0067,0.0157,0.007242,0.000355,8.6e-05,0.000186
2540,2.4,2.67,0.5877,0.027,0.0031,0.0122,0.007009,0.000322,6e-05,0.000167
2540,2.67,2.97,0.5279,0.0224,0.002,0.0108,0.00738,0.000314,5.3e-05,0.000172
2540,2.97,3.29,0.4513,0.0181,0.0019,0.0092,0.007442,0.000299,5.3e-05,0.000172
2540,3.29,3.64,0.3869,0.0149,0.0014,0.0079,0.007619,0.000295,5e-05,0.000175
2540,3.64,4.02,0.3174,0.0122,0.001,0.0065,0.007561,0.000291,4.6e-05,0.000174
2540,4.02,4.43,0.2665,0.0098,0.0008,0.0055,0.007751,0.000287,4.6e-05,0.000179
2540,4.43,4.88,0.2137,0.0075,0.0007,0.0044,0.00758,0.000267,4.5e-05,0.000176
2540,4.88,5.37,0.1786,0.0061,0.0007,0.0037,0.007766,0.000267,4.6e-05,0.000182
2540,5.37,5.9,0.1542,0.0051,0.0006,0.0032,0.008277,0.000277,4.9e-05,0.000195
2540,5.9,6.47,0.1219,0.0041,0.0005,0.0026,0.00804,0.000273,4.9e-05,0.00019
2540,6.47,7.09,0.09108,0.00319,0.00039,0.00192,0.007375,0.000259,4.6e-05,0.000176
2540,7.09,7.76,0.07368,0.00259,0.00031,0.00156,0.007415,0.000261,4.5e-05,0.000177
2540,7.76,8.48,0.06098,0.00216,0.00026,0.00129,0.007615,0.000271,4.6e-05,0.000182
2540,8.48,9.26,0.04957,0.00181,0.00022,0.00105,0.007743,0.000284,4.8e-05,0.000186
2540,9.26,10.1,0.04274,0.00159,0.00019,0.0009,0.008227,0.000307,5.1e-05,0.000197
2540,10.1,11.0,0.03136,0.00129,0.00014,0.00066,0.007513,0.000309,4.7e-05,0.00018
2540,11.0,12.0,0.02688,0.00111,0.00013,0.00056,0.008001,0.000331,5.1e-05,0.000191
2540,12.0,13.0,0.02016,0.00094,0.0001,0.00042,0.007397,0.000346,4.9e-05,0.000177
2540,13.0,14.1,0.01791,0.00083,0.0001,0.00037,0.008114,0.000375,5.5e-05,0.000194
2540,14.1,15.3,0.01359,0.00067,7e-05,0.00028,0.007596,0.000375,5.1e-05,0.000181
2540,15.3,16.6,0.01159,0.00057,7e-05,0.00024,0.007956,0.000396,5.9e-05,0.00019
2540,16.6,18.0,0.008776,0.000463,6e-05,0.000182,0.007488,0.000396,6.1e-05,0.000179
2540,18.0,19.5,0.007249,0.000385,4.6e-05,0.00015,0.007646,0.000408,5.8e-05,0.000183
2540,19.5,21.1,0.005931,0.000321,3.4e-05,0.000123,0.007685,0.000417,5.5e-05,0.000184
2540,21.1,22.8,0.004861,0.00027,2.8e-05,0.000101,0.007772,0.000433,5.5e-05,0.000186
2540,22.8,24.7,0.003754,0.000216,2.2e-05,7.8e-05,0.007416,0.000427,5.4e-05,0.000178
2540,24.7,26.7,0.003135,0.000187,1.8e-05,6.5e-05,0.007602,0.000455,5.5e-05,0.000183
2540,26.7,28.8,0.002194,0.00015,1.3e-05,4.5e-05,0.006615,0.000455,4.7e-05,0.000159
2540,28.8,31.1,0.002104,0.000139,1.2e-05,4.3e-05,0.00772,0.000512,5.5e-05,0.000186
2540,31.1,33.5,0.001592,0.000118,9e-06,3.3e-05,0.007141,0.000531,5.1e-05,0.000172
2540,33.5,36.1,0.001192,9.8e-05,7e-06,2.5e-05,0.006525,0.000538,4.7e-05,0.000158
2540,36.1,38.9,0.0009019,8.21e-05,5.4e-06,1.86e-05,0.0061,0.000557,4.5e-05,0.000148
2540,38.9,41.9,0.0007001,6.99e-05,4.2e-06,1.44e-05,0.005691,0.00057,4.2e-05,0.000138
2540,41.9,45.1,0.0005892,6.2e-05,3.6e-06,1.22e-05,0.006076,0.000642,4.5e-05,0.000148
2540,45.1,48.5,0.0005222,5.66e-05,3.2e-06,1.08e-05,0.006431,0.0007,4.8e-05,0.000157
2540,48.5,52.2,0.0005393,5.51e-05,3.4e-06,1.12e-05,0.008153,0.000837,6.2e-05,0.000201
2540,52.2,56.1,0.000373,4.46e-05,2.4e-06,7.8e-06,0.006865,0.000824,5.3e-05,0.00017
2540,56.1,60.3,0.0002527,3.54e-05,1.6e-06,5.3e-06,0.005585,0.000784,4.3e-05,0.000139
2543,1.92,2.15,0.8889,0.0611,0.0291,0.0195,0.007826,0.000538,0.000267,0.000209
2543,2.15,2.4,0.6453,0.0433,0.0204,0.0144,0.006613,0.000445,0.000215,0.00017
2543,2.4,2.67,0.5635,0.034,0.0137,0.0117,0.00682,0.000413,0.000172,0.000163
2543,2.67,2.97,0.4849,0.0276,0.0039,0.0099,0.006825,0.00039,6.8e-05,0.000159
2543,2.97,3.29,0.4848,0.0242,0.004,0.0099,0.008037,0.000403,8e-05,0.000186
2543,3.29,3.64,0.3948,0.0196,0.0014,0.008,0.007816,0.00039,5.1e-05,0.00018
2543,3.64,4.02,0.3012,0.0155,0.001,0.0062,0.007189,0.000371,4.4e-05,0.000166
2543,4.02,4.43,0.2738,0.013,0.0009,0.0056,0.007957,0.00038,4.8e-05,0.000184
2543,4.43,4.88,0.2336,0.0103,0.0008,0.0048,0.008266,0.000366,5e-05,0.000192
2543,4.88,5.37,0.1882,0.0083,0.0009,0.0039,0.008154,0.000359,5.3e-05,0.000191
2543,5.37,5.9,0.1458,0.0066,0.0007,0.003,0.007778,0.000353,5e-05,0.000183
2543,5.9,6.47,0.1207,0.0054,0.0005,0.0025,0.007899,0.000356,5e-05,0.000187
2543,6.47,7.09,0.09807,0.00438,0.00047,0.00207,0.008015,0.000359,5.2e-05,0.000191
2543,7.09,7.76,0.0738,0.00343,0.00033,0.00156,0.007435,0.000346,4.7e-05,0.000178
2543,7.76,8.48,0.06285,0.0029,0.00028,0.00133,0.007913,0.000367,5e-05,0.000189
2543,8.48,9.26,0.0515,0.00244,0.00024,0.00109,0.008039,0.000383,5.1e-05,0.000193
2543,9.26,10.1,0.04288,0.0021,0.0002,0.00091,0.008297,0.000408,5.3e-05,0.000199
2543,10.1,11.0,0.03272,0.00174,0.00016,0.00069,0.007856,0.000418,5e-05,0.000188
2543,11.0,12.0,0.02606,0.00144,0.00013,0.00055,0.007739,0.000429,5.2e-05,0.000185
2543,12.0,13.0,0.02113,0.00127,0.00012,0.00044,0.007753,0.000467,5.4e-05,0.000185
2543,13.0,14.1,0.01587,0.00103,9e-05,0.00033,0.007132,0.000463,5e-05,0.00017
2543,14.1,15.3,0.01405,0.0009,8e-05,0.00029,0.007799,0.000501,5.4e-05,0.000186
2543,15.3,16.6,0.01168,0.00076,6e-05,0.00024,0.007994,0.000524,5.6e-05,0.000191
2543,16.6,18.0,0.00812,0.000591,4.6e-05,0.000168,0.006916,0.000504,4.9e-05,0.000165
2543,18.0,19.5,0.0062,0.000474,3.4e-05,0.000128,0.006524,0.0005,4.6e-05,0.000156
2543,19.5,21.1,0.005558,0.000413,3e-05,0.000115,0.007197,0.000536,4.9e-05,0.000172
2543,21.1,22.8,0.004225,0.000335,2.3e-05,8.7e-05,0.00679,0.00054,4.7e-05,0.000163
2543,22.8,24.7,0.004105,0.0003,2.2e-05,8.5e-05,0.008198,0.000602,5.7e-05,0.000197
2543,24.7,26.7,0.002964,0.000241,1.6e-05,6.1e-05,0.007253,0.000592,5e-05,0.000174
2543,26.7,28.8,0.002724,0.000222,1.5e-05,5.6e-05,0.00815,0.000666,5.7e-05,0.000196
2543,28.8,31.1,0.002057,0.000182,1.2e-05,4.2e-05,0.007473,0.000663,5.3e-05,0.00018
2543,31.1,33.5,0.001692,0.000161,1e-05,3.5e-05,0.007632,0.000727,5.4e-05,0.000184
2543,33.5,36.1,0.001291,0.000135,7e-06,2.7e-05,0.007042,0.000737,5.1e-05,0.00017
2543,36.1,38.9,0.001143,0.000122,7e-06,2.4e-05,0.007864,0.000843,5.7e-05,0.00019
2543,38.9,41.9,0.0007246,9.38e-05,4.4e-06,1.49e-05,0.005964,0.000774,4.4e-05,0.000145
2543,41.9,45.1,0.0006767,8.77e-05,4.1e-06,1.4e-05,0.006819,0.000887,5.1e-05,0.000166
2543,45.1,48.5,0.0005606,7.74e-05,3.5e-06,1.16e-05,0.006881,0.000954,5.2e-05,0.000168
2543,48.5,52.2,0.0004552,6.69e-05,2.9e-06,9.4e-06,0.006769,0.000998,5.1e-05,0.000167
2543,52.2,56.1,0.0003752,5.91e-05,2.4e-06,7.8e-06,0.006932,0.001096,5.3e-05,0.000172
2543,56.1,60.3,0.0002963,5.06e-05,1.9e-06,6.2e-06,0.006486,0.001111,5e-05,0.000162
2544,1.92,2.15,0.6998,0.0257,0.0095,0.0154,0.006073,0.000223,0.000101,0.000162
2544,2.15,2.4,0.6511,0.0216,0.0045,0.0145,0.006584,0.000219,6.4e-05,0.000169
2544,2.4,2.67,0.592,0.0177,0.0018,0.0123,0.006969,0.000209,4.9e-05,0.000166
2544,2.67,2.97,0.5174,0.0145,0.0015,0.0106,0.007133,0.000201,4.4e-05,0.000166
2544,2.97,3.29,0.4606,0.012,0.0015,0.0094,0.007506,0.000196,4.5e-05,0.000174
2544,3.29,3.64,0.4037,0.01,0.0011,0.0082,0.00788,0.000195,4.4e-05,0.000181
2544,3.64,4.02,0.3177,0.008,0.0008,0.0065,0.007531,0.000189,3.9e-05,0.000174
2544,4.02,4.43,0.273,0.0065,0.0008,0.0056,0.007855,0.000188,4e-05,0.000182
2544,4.43,4.88,0.2252,0.0051,0.0007,0.0046,0.007903,0.000178,4e-05,0.000184
2544,4.88,5.37,0.1841,0.0041,0.0006,0.0038,0.007922,0.000176,4.1e-05,0.000185
2544,5.37,5.9,0.1481,0.0033,0.0005,0.0031,0.007821,0.000175,4e-05,0.000184
2544,5.9,6.47,0.1214,0.0027,0.0005,0.0025,0.007912,0.000177,4.1e-05,0.000187
2544,6.47,7.09,0.09448,0.00214,0.00036,0.00199,0.007638,0.000174,3.9e-05,0.000182
2544,7.09,7.76,0.07811,0.00176,0.00031,0.00165,0.007827,0.000176,4.1e-05,0.000187
2544,7.76,8.48,0.0616,0.00143,0.00025,0.0013,0.007711,0.000179,4.1e-05,0.000185
2544,8.48,9.26,0.05173,0.00122,0.00022,0.0011,0.008003,0.000189,4.3e-05,0.000192
2544,9.26,10.1,0.03978,0.00101,0.00018,0.00084,0.007588,0.000192,4.2e-05,0.000182
2544,10.1,11.0,0.03341,0.00087,0.00016,0.0007,0.007902,0.000207,4.5e-05,0.000189
2544,11.0,12.0,0.0253,0.00071,0.00012,0.00053,0.007486,0.00021,4.4e-05,0.000179
2544,12.0,13.0,0.02213,0.00065,0.00011,0.00046,0.00809,0.000237,4.8e-05,0.000193
2544,13.0,14.1,0.01671,0.00052,8e-05,0.00035,0.007451,0.000235,4.4e-05,0.000178
2544,14.1,15.3,0.0128,0.00043,7e-05,0.00027,0.007123,0.000239,4.3e-05,0.00017
2544,15.3,16.6,0.01104,0.00037,6e-05,0.00023,0.0076,0.000256,4.8e-05,0.000181
2544,16.6,18.0,0.008811,0.000307,4.9e-05,0.000183,0.00749,0.000262,4.8e-05,0.000179
2544,18.0,19.5,0.007586,0.000262,4.1e-05,0.000157,0.007967,0.000276,5e-05,0.00019
2544,19.5,21.1,0.005816,0.000211,3.1e-05,0.00012,0.007552,0.000275,4.7e-05,0.000181
2544,21.1,22.8,0.004381,0.00017,2.3e-05,9.1e-05,0.006996,0.000272,4.3e-05,0.000168
2544,22.8,24.7,0.003677,0.000141,2e-05,7.6e-05,0.007235,0.000279,4.5e-05,0.000174
2544,24.7,26.7,0.002915,0.000119,1.6e-05,6e-05,0.007039,0.000288,4.4e-05,0.000169
2544,26.7,28.8,0.002344,0.000102,1.3e-05,4.8e-05,0.007005,0.000306,4.4e-05,0.000168
2544,28.8,31.1,0.001863,8.6e-05,1e-05,3.8e-05,0.006789,0.000314,4.3e-05,0.000163
2544,31.1,33.5,0.001581,7.7e-05,9e-06,3.3e-05,0.007091,0.000347,4.6e-05,0.000171
2544,33.5,36.1,0.001317,6.8e-05,8e-06,2.7e-05,0.00721,0.000371,4.8e-05,0.000174
2544,36.1,38.9,0.001078,5.9e-05,6e-06,2.2e-05,0.007162,0.000392,4.8e-05,0.000173
2544,38.9,41.9,0.0008421,5.02e-05,5e-06,1.74e-05,0.006898,0.000413,4.7e-05,0.000167
2544,41.9,45.1,0.0006976,4.42e-05,4.2e-06,1.44e-05,0.007056,0.000449,4.8e-05,0.000172
2544,45.1,48.5,0.0005551,3.83e-05,3.4e-06,1.15e-05,0.006713,0.000464,4.6e-05,0.000164
2544,48.5,52.2,0.0004845,3.42e-05,3e-06,1e-05,0.007177,0.000509,5e-05,0.000177
2544,52.2,56.1,0.0003473,2.82e-05,2.2e-06,7.2e-06,0.006306,0.000514,4.5e-05,0.000156
2544,56.1,60.3,0.00029,2.48e-05,1.9e-06,6e-06,0.006433,0.000553,4.6e-05,0.000161
2545,1.92,2.15,0.6288,0.025,0.0205,0.0138,0.005473,0.000218,0.000188,0.000146
2545,2.15,2.4,0.6656,0.0231,0.0088,0.0149,0.006685,0.000233,0.000104,0.000172
2545,2.4,2.67,0.5874,0.0188,0.0082,0.0122,0.006899,0.000221,0.000111,0.000165
2545,2.67,2.97,0.5254,0.0157,0.0044,0.0107,0.007198,0.000215,7.9e-05,0.000167
2545,2.97,3.29,0.4697,0.0129,0.0025,0.0096,0.007631,0.000211,6.6e-05,0.000177
2545,3.29,3.64,0.4035,0.0106,0.0021,0.0082,0.007867,0.000208,6.5e-05,0.000181
2545,3.64,4.02,0.3314,0.0086,0.0016,0.0068,0.007847,0.000205,6.2e-05,0.000181
2545,4.02,4.43,0.2794,0.007,0.0011,0.0057,0.008044,0.000201,5.9e-05,0.000186
2545,4.43,4.88,0.2166,0.0052,0.0008,0.0045,0.007603,0.000184,5.4e-05,0.000177
2545,4.88,5.37,0.1771,0.0042,0.0008,0.0037,0.007608,0.000181,5.5e-05,0.000178
2545,5.37,5.9,0.1452,0.0034,0.0006,0.003,0.007681,0.000183,5.4e-05,0.000181
2545,5.9,6.47,0.12,0.0028,0.0005,0.0025,0.007828,0.000186,5.4e-05,0.000185
2545,6.47,7.09,0.09575,0.00227,0.00037,0.00202,0.007752,0.000184,5.3e-05,0.000185
2545,7.09,7.76,0.07933,0.00186,0.00032,0.00168,0.007989,0.000188,5.5e-05,0.000191
2545,7.76,8.48,0.06241,0.00151,0.00026,0.00132,0.007782,0.000189,5.4e-05,0.000186
2545,8.48,9.26,0.05402,0.00131,0.00023,0.00114,0.008344,0.000203,5.8e-05,0.0002
2545,9.26,10.1,0.03856,0.00104,0.00017,0.00082,0.007381,0.0002,5.2e-05,0.000177
2545,10.1,11.0,0.03258,0.00091,0.00015,0.00069,0.007773,0.000217,5.6e-05,0.000186
2545,11.0,12.0,0.02482,0.00074,0.00012,0.00052,0.007347,0.000218,5.3e-05,0.000176
2545,12.0,13.0,0.02152,0.00067,0.00011,0.00045,0.007852,0.000245,5.7e-05,0.000187
2545,13.0,14.1,0.01698,0.00056,9e-05,0.00035,0.007672,0.000252,5.7e-05,0.000183
2545,14.1,15.3,0.01438,0.00048,8e-05,0.0003,0.007995,0.000266,6e-05,0.000191
2545,15.3,16.6,0.009919,0.000369,5.4e-05,0.000206,0.006818,0.000254,5.3e-05,0.000163
2545,16.6,18.0,0.009337,0.000333,5.2e-05,0.000193,0.00797,0.000285,6.2e-05,0.00019
2545,18.0,19.5,0.007785,0.000279,4.2e-05,0.000161,0.008189,0.000295,6.3e-05,0.000196
2545,19.5,21.1,0.005925,0.000224,3.2e-05,0.000123,0.00768,0.000292,5.9e-05,0.000184
2545,21.1,22.8,0.004587,0.000183,2.5e-05,9.5e-05,0.007277,0.000291,5.6e-05,0.000174
