begin date YYYY-MM-DD,end date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,6Li_flux m^-2sr^-1s^-1GV^-1,6Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,6Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,6Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_flux m^-2sr^-1s^-1GV^-1,7Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,7Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,7Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_to_6Li_ratio,7Li_to_6Li_ratio_error_statistical,7Li_to_6Li_ratio_error_total_systematic
2011-05-20,2011-08-30,1.92,2.15,0.1422,0.0088,0.0018,0.005,0.1256,0.0102,0.0016,0.0048,0.883,0.09,0.023
2011-05-20,2011-08-30,2.15,2.4,0.1371,0.0077,0.0017,0.0046,0.1404,0.0087,0.0018,0.0049,1.024,0.086,0.023
2011-05-20,2011-08-30,2.4,2.67,0.1374,0.0068,0.0017,0.0044,0.148,0.0077,0.0018,0.0049,1.077,0.077,0.023
2011-05-20,2011-08-30,2.67,2.97,0.1288,0.0059,0.0016,0.0041,0.1315,0.0065,0.0016,0.0043,1.021,0.069,0.022
2011-05-20,2011-08-30,2.97,3.29,0.1246,0.0052,0.0015,0.004,0.1302,0.0059,0.0016,0.0042,1.046,0.064,0.022
2011-05-20,2011-08-30,3.29,3.64,0.1092,0.0044,0.0013,0.0036,0.1205,0.0051,0.0014,0.0039,1.103,0.064,0.025
2011-05-20,2011-08-30,3.64,4.02,0.09111,0.00372,0.00106,0.00315,0.09474,0.00421,0.00111,0.00307,1.04,0.063,0.027
2011-05-20,2011-08-30,4.02,4.43,0.08213,0.0095,0.00103,0.00264,0.08725,0.01157,0.0011,0.00281,1.062,0.187,0.022
2011-05-20,2011-08-30,4.43,4.88,0.06691,0.00754,0.00083,0.00215,0.05826,0.00987,0.00073,0.00187,0.871,0.177,0.018
2011-05-20,2011-08-30,4.88,5.37,0.05298,0.00627,0.00065,0.0017,0.05864,0.00757,0.00073,0.00189,1.107,0.194,0.023
2011-05-20,2011-08-30,5.37,5.9,0.04678,0.00514,0.00058,0.0015,0.06161,0.00615,0.00076,0.00198,1.317,0.196,0.028
2011-05-20,2011-08-30,5.9,6.47,0.03724,0.00424,0.00046,0.0012,0.05508,0.00545,0.00068,0.00177,1.479,0.223,0.031
2011-05-20,2011-08-30,6.47,7.09,0.02905,0.0032,0.00035,0.00093,0.03415,0.00428,0.00042,0.0011,1.175,0.196,0.025
2011-05-20,2011-08-30,7.09,7.76,0.02591,0.0028,0.00032,0.00083,0.0309,0.00344,0.00038,0.00099,1.192,0.185,0.026
2011-05-20,2011-08-30,7.76,8.48,0.02193,0.00098,0.00024,0.00069,0.02523,0.00131,0.00028,0.0008,1.15,0.079,0.024
2011-05-20,2011-08-30,8.48,9.26,0.0156,0.00076,0.00017,0.00049,0.01974,0.00099,0.00022,0.00062,1.266,0.088,0.027
2011-05-20,2011-08-30,9.26,10.1,0.0132,0.00066,0.00015,0.00042,0.01518,0.0008,0.00017,0.00048,1.15,0.084,0.024
2011-05-20,2011-08-30,10.1,11.0,0.01183,0.00059,0.00013,0.00037,0.01334,0.00066,0.00015,0.00042,1.128,0.079,0.024
2011-05-20,2011-08-30,11.0,12.0,0.008641,0.000468,9.7e-05,0.000272,0.0111,0.00055,0.00012,0.00035,1.285,0.095,0.027
2011-05-20,2011-08-30,12.0,13.0,0.006107,0.000393,6.9e-05,0.000192,0.008395,0.000489,9.5e-05,0.000264,1.375,0.119,0.029
2011-05-20,2011-08-30,13.0,14.1,0.005724,0.000348,6.5e-05,0.00018,0.006762,0.000403,7.7e-05,0.000213,1.181,0.101,0.025
2011-05-20,2011-08-30,14.1,15.3,0.004253,0.000288,4.9e-05,0.000134,0.00535,0.000336,6.2e-05,0.000168,1.258,0.116,0.026
2011-05-20,2011-08-30,15.3,16.6,0.00334,0.000242,3.9e-05,0.000105,0.004406,0.00029,5.2e-05,0.000139,1.319,0.129,0.028
2011-05-20,2011-08-30,16.6,18.0,0.002709,0.000208,3.2e-05,8.5e-05,0.003442,0.000246,4.1e-05,0.000108,1.271,0.133,0.027
2011-05-20,2011-08-30,18.0,19.5,0.002125,0.000167,2.6e-05,6.7e-05,0.002839,0.00021,3.4e-05,8.9e-05,1.336,0.144,0.028
2011-05-20,2011-08-30,19.5,21.1,0.001923,0.000153,2.4e-05,6.1e-05,0.002234,0.00018,2.8e-05,7e-05,1.162,0.131,0.025
2011-05-20,2011-08-30,21.1,22.8,0.001366,0.000123,1.7e-05,4.4e-05,0.001588,0.000144,2e-05,5e-05,1.163,0.149,0.026
2011-05-20,2011-08-30,22.8,24.7,0.0009946,0.000104,1.28e-05,3.22e-05,0.001401,0.000127,1.8e-05,4.4e-05,1.408,0.195,0.032
2011-08-31,2011-12-16,1.92,2.15,0.1545,0.0082,0.002,0.0055,0.1318,0.009,0.0017,0.0051,0.853,0.074,0.022
2011-08-31,2011-12-16,2.15,2.4,0.1606,0.0075,0.002,0.0053,0.136,0.0079,0.0017,0.0047,0.846,0.063,0.019
2011-08-31,2011-12-16,2.4,2.67,0.1608,0.0065,0.002,0.0052,0.137,0.0071,0.0017,0.0046,0.852,0.056,0.018
2011-08-31,2011-12-16,2.67,2.97,0.1408,0.0056,0.0017,0.0045,0.1296,0.0061,0.0016,0.0042,0.92,0.056,0.019
2011-08-31,2011-12-16,2.97,3.29,0.1342,0.0048,0.0016,0.0043,0.1227,0.0053,0.0015,0.004,0.915,0.051,0.02
2011-08-31,2011-12-16,3.29,3.64,0.1107,0.004,0.0013,0.0036,0.1062,0.0046,0.0013,0.0034,0.959,0.054,0.022
2011-08-31,2011-12-16,3.64,4.02,0.09644,0.00344,0.00112,0.00333,0.09528,0.00382,0.00111,0.00309,0.988,0.053,0.025
2011-08-31,2011-12-16,4.02,4.43,0.06994,0.00787,0.00088,0.00225,0.08676,0.01022,0.00109,0.0028,1.241,0.202,0.026
2011-08-31,2011-12-16,4.43,4.88,0.06783,0.00679,0.00084,0.00218,0.06988,0.00805,0.00087,0.00225,1.03,0.157,0.022
2011-08-31,2011-12-16,4.88,5.37,0.05522,0.00547,0.00068,0.00177,0.06639,0.00692,0.00083,0.00213,1.202,0.173,0.025
2011-08-31,2011-12-16,5.37,5.9,0.05338,0.0049,0.00066,0.00171,0.05293,0.00533,0.00065,0.0017,0.992,0.135,0.021
2011-08-31,2011-12-16,5.9,6.47,0.03961,0.00378,0.00049,0.00127,0.04397,0.00468,0.00054,0.00141,1.11,0.159,0.024
2011-08-31,2011-12-16,6.47,7.09,0.03167,0.00309,0.00039,0.00102,0.03203,0.00374,0.00039,0.00103,1.011,0.154,0.022
2011-08-31,2011-12-16,7.09,7.76,0.02615,0.00251,0.00032,0.00084,0.02823,0.00312,0.00035,0.00091,1.079,0.158,0.023
2011-08-31,2011-12-16,7.76,8.48,0.02197,0.00088,0.00024,0.00069,0.02462,0.00121,0.00027,0.00078,1.12,0.071,0.024
2011-08-31,2011-12-16,8.48,9.26,0.01685,0.00071,0.00019,0.00053,0.01841,0.00091,0.0002,0.00058,1.093,0.071,0.023
2011-08-31,2011-12-16,9.26,10.1,0.01245,0.00057,0.00014,0.00039,0.01545,0.00072,0.00017,0.00049,1.241,0.081,0.026
2011-08-31,2011-12-16,10.1,11.0,0.01055,0.00049,0.00012,0.00033,0.01243,0.00058,0.00014,0.00039,1.179,0.078,0.025
2011-08-31,2011-12-16,11.0,12.0,0.008885,0.000421,0.0001,0.00028,0.01045,0.00048,0.00012,0.00033,1.176,0.077,0.025
2011-08-31,2011-12-16,12.0,13.0,0.007199,0.000377,8.1e-05,0.000227,0.008409,0.000426,9.5e-05,0.000265,1.168,0.085,0.024
2011-08-31,2011-12-16,13.0,14.1,0.005427,0.000307,6.2e-05,0.000171,0.006729,0.000358,7.7e-05,0.000212,1.24,0.096,0.026
2011-08-31,2011-12-16,14.1,15.3,0.004388,0.000259,5.1e-05,0.000138,0.005328,0.000309,6.1e-05,0.000168,1.214,0.1,0.025
2011-08-31,2011-12-16,15.3,16.6,0.003432,0.000216,4e-05,0.000108,0.004475,0.00026,5.2e-05,0.000141,1.304,0.112,0.027
2011-08-31,2011-12-16,16.6,18.0,0.002661,0.000184,3.2e-05,8.4e-05,0.003421,0.000215,4.1e-05,0.000108,1.286,0.12,0.027
2011-08-31,2011-12-16,18.0,19.5,0.00231,0.000159,2.8e-05,7.3e-05,0.002647,0.000182,3.2e-05,8.3e-05,1.146,0.112,0.024
2011-08-31,2011-12-16,19.5,21.1,0.001943,0.00014,2.4e-05,6.2e-05,0.002361,0.000162,2.9e-05,7.4e-05,1.215,0.121,0.026
2011-08-31,2011-12-16,21.1,22.8,0.001483,0.000117,1.9e-05,4.7e-05,0.001769,0.000138,2.2e-05,5.6e-05,1.193,0.132,0.026
2011-08-31,2011-12-16,22.8,24.7,0.001334,0.000102,1.7e-05,4.3e-05,0.001158,0.000113,1.5e-05,3.7e-05,0.868,0.107,0.02
2011-12-17,2012-04-02,1.92,2.15,0.1309,0.0078,0.0017,0.0046,0.1207,0.0088,0.0016,0.0046,0.922,0.087,0.024
2011-12-17,2012-04-02,2.15,2.4,0.1565,0.0075,0.002,0.0052,0.1394,0.0079,0.0018,0.0048,0.891,0.066,0.02
2011-12-17,2012-04-02,2.4,2.67,0.1442,0.0063,0.0018,0.0047,0.1311,0.007,0.0016,0.0044,0.909,0.063,0.02
2011-12-17,2012-04-02,2.67,2.97,0.1381,0.0055,0.0017,0.0044,0.1219,0.006,0.0015,0.004,0.883,0.056,0.019
2011-12-17,2012-04-02,2.97,3.29,0.1211,0.0046,0.0014,0.0039,0.1206,0.0052,0.0014,0.0039,0.996,0.058,0.021
2011-12-17,2012-04-02,3.29,3.64,0.1186,0.0041,0.0014,0.0039,0.1079,0.0046,0.0013,0.0035,0.91,0.05,0.02
2011-12-17,2012-04-02,3.64,4.02,0.09182,0.00338,0.00106,0.00317,0.09288,0.00379,0.00108,0.00301,1.011,0.056,0.026
2011-12-17,2012-04-02,4.02,4.43,0.06997,0.008,0.00088,0.00225,0.08046,0.01017,0.00101,0.00259,1.15,0.196,0.024
2011-12-17,2012-04-02,4.43,4.88,0.07829,0.0071,0.00097,0.00251,0.06642,0.00816,0.00083,0.00214,0.848,0.129,0.018
2011-12-17,2012-04-02,4.88,5.37,0.05636,0.00558,0.0007,0.00181,0.06202,0.00669,0.00077,0.00199,1.1,0.161,0.023
2011-12-17,2012-04-02,5.37,5.9,0.04713,0.00457,0.00058,0.00151,0.0554,0.00572,0.00068,0.00178,1.175,0.166,0.025
2011-12-17,2012-04-02,5.9,6.47,0.04281,0.00392,0.00052,0.00137,0.04473,0.00451,0.00055,0.00144,1.045,0.142,0.022
2011-12-17,2012-04-02,6.47,7.09,0.02873,0.00299,0.00035,0.00092,0.03178,0.00369,0.00039,0.00102,1.106,0.173,0.024
2011-12-17,2012-04-02,7.09,7.76,0.02523,0.00246,0.00031,0.00081,0.02627,0.00313,0.00032,0.00084,1.041,0.16,0.022
2011-12-17,2012-04-02,7.76,8.48,0.02099,0.00086,0.00023,0.00066,0.02357,0.00118,0.00026,0.00075,1.123,0.072,0.024
2011-12-17,2012-04-02,8.48,9.26,0.01657,0.0007,0.00018,0.00052,0.01859,0.00088,0.00021,0.00059,1.122,0.071,0.024
2011-12-17,2012-04-02,9.26,10.1,0.01417,0.00061,0.00016,0.00045,0.01572,0.00072,0.00018,0.0005,1.11,0.07,0.023
2011-12-17,2012-04-02,10.1,11.0,0.01141,0.00052,0.00013,0.00036,0.01211,0.00058,0.00014,0.00038,1.062,0.07,0.022
2011-12-17,2012-04-02,11.0,12.0,0.008987,0.000423,0.000101,0.000283,0.009811,0.000492,0.00011,0.000309,1.092,0.075,0.023
2011-12-17,2012-04-02,12.0,13.0,0.006929,0.000368,7.8e-05,0.000218,0.007719,0.000426,8.7e-05,0.000243,1.114,0.085,0.023
2011-12-17,2012-04-02,13.0,14.1,0.005893,0.000316,6.7e-05,0.000185,0.006526,0.000359,7.5e-05,0.000205,1.107,0.085,0.023
2011-12-17,2012-04-02,14.1,15.3,0.00426,0.000257,4.9e-05,0.000134,0.004907,0.000297,5.7e-05,0.000154,1.152,0.099,0.024
2011-12-17,2012-04-02,15.3,16.6,0.003878,0.000231,4.5e-05,0.000122,0.004098,0.000258,4.8e-05,0.000129,1.057,0.092,0.022
2011-12-17,2012-04-02,16.6,18.0,0.002564,0.000178,3e-05,8.1e-05,0.003406,0.000218,4e-05,0.000107,1.328,0.125,0.028
2011-12-17,2012-04-02,18.0,19.5,0.002355,0.000159,2.8e-05,7.4e-05,0.002557,0.000191,3.1e-05,8e-05,1.086,0.109,0.023
2011-12-17,2012-04-02,19.5,21.1,0.001836,0.000134,2.3e-05,5.8e-05,0.002295,0.000155,2.8e-05,7.2e-05,1.25,0.124,0.027
2011-12-17,2012-04-02,21.1,22.8,0.001296,0.000109,1.6e-05,4.1e-05,0.001726,0.000136,2.2e-05,5.5e-05,1.332,0.153,0.029
2011-12-17,2012-04-02,22.8,24.7,0.001168,9.8e-05,1.5e-05,3.8e-05,0.001203,0.000111,1.6e-05,3.8e-05,1.03,0.129,0.023
2012-04-03,2012-07-19,1.92,2.15,0.1323,0.0077,0.0017,0.0047,0.1419,0.0088,0.0018,0.0055,1.073,0.092,0.028
2012-04-03,2012-07-19,2.15,2.4,0.1501,0.0072,0.0019,0.005,0.1445,0.0077,0.0018,0.005,0.963,0.069,0.022
2012-04-03,2012-07-19,2.4,2.67,0.1296,0.006,0.0016,0.0042,0.1312,0.0069,0.0016,0.0044,1.012,0.071,0.022
2012-04-03,2012-07-19,2.67,2.97,0.1278,0.0053,0.0015,0.0041,0.1244,0.0058,0.0015,0.0041,0.973,0.061,0.021
2012-04-03,2012-07-19,2.97,3.29,0.1202,0.0046,0.0014,0.0039,0.121,0.0051,0.0014,0.0039,1.007,0.057,0.022
2012-04-03,2012-07-19,3.29,3.64,0.104,0.0038,0.0012,0.0034,0.1081,0.0044,0.0013,0.0035,1.04,0.057,0.023
2012-04-03,2012-07-19,3.64,4.02,0.08741,0.00328,0.00101,0.00302,0.09878,0.00375,0.00115,0.0032,1.13,0.06,0.029
2012-04-03,2012-07-19,4.02,4.43,0.09113,0.00892,0.00114,0.00293,0.0827,0.01003,0.00104,0.00267,0.908,0.141,0.019
2012-04-03,2012-07-19,4.43,4.88,0.06801,0.00674,0.00085,0.00218,0.06528,0.00816,0.00082,0.0021,0.96,0.153,0.02
2012-04-03,2012-07-19,4.88,5.37,0.06384,0.00578,0.00079,0.00205,0.06716,0.00701,0.00083,0.00216,1.052,0.145,0.022
2012-04-03,2012-07-19,5.37,5.9,0.04252,0.00441,0.00052,0.00136,0.05017,0.00541,0.00062,0.00161,1.18,0.177,0.025
2012-04-03,2012-07-19,5.9,6.47,0.03346,0.00352,0.00041,0.00107,0.04567,0.00462,0.00056,0.00147,1.365,0.199,0.029
2012-04-03,2012-07-19,6.47,7.09,0.03515,0.00319,0.00043,0.00113,0.03564,0.00373,0.00044,0.00114,1.014,0.14,0.022
2012-04-03,2012-07-19,7.09,7.76,0.02404,0.00239,0.00029,0.00077,0.03694,0.00311,0.00045,0.00119,1.537,0.2,0.033
2012-04-03,2012-07-19,7.76,8.48,0.02152,0.00087,0.00024,0.00068,0.02269,0.00115,0.00025,0.00072,1.054,0.069,0.022
2012-04-03,2012-07-19,8.48,9.26,0.0161,0.00069,0.00018,0.00051,0.01904,0.00088,0.00021,0.0006,1.182,0.075,0.025
2012-04-03,2012-07-19,9.26,10.1,0.01379,0.0006,0.00015,0.00043,0.01527,0.00071,0.00017,0.00048,1.107,0.071,0.023
2012-04-03,2012-07-19,10.1,11.0,0.01076,0.0005,0.00012,0.00034,0.01294,0.00059,0.00014,0.00041,1.203,0.078,0.025
2012-04-03,2012-07-19,11.0,12.0,0.008995,0.000428,0.000101,0.000283,0.01043,0.00049,0.00012,0.00033,1.16,0.078,0.024
2012-04-03,2012-07-19,12.0,13.0,0.006737,0.000362,7.6e-05,0.000212,0.007583,0.000414,8.6e-05,0.000239,1.126,0.086,0.023
2012-04-03,2012-07-19,13.0,14.1,0.005582,0.000309,6.4e-05,0.000176,0.006385,0.00037,7.3e-05,0.000201,1.144,0.092,0.024
2012-04-03,2012-07-19,14.1,15.3,0.004515,0.000258,5.2e-05,0.000142,0.005265,0.000302,6.1e-05,0.000166,1.166,0.094,0.024
2012-04-03,2012-07-19,15.3,16.6,0.003521,0.000218,4.1e-05,0.000111,0.004189,0.000255,4.9e-05,0.000132,1.19,0.103,0.025
2012-04-03,2012-07-19,16.6,18.0,0.002847,0.000185,3.4e-05,9e-05,0.003222,0.000213,3.8e-05,0.000101,1.132,0.105,0.024
2012-04-03,2012-07-19,18.0,19.5,0.002517,0.000162,3e-05,8e-05,0.002676,0.000184,3.2e-05,8.4e-05,1.063,0.1,0.022
2012-04-03,2012-07-19,19.5,21.1,0.001916,0.000137,2.4e-05,6.1e-05,0.002086,0.000157,2.6e-05,6.6e-05,1.089,0.113,0.023
2012-04-03,2012-07-19,21.1,22.8,0.001523,0.000118,1.9e-05,4.9e-05,0.001439,0.000135,1.8e-05,4.5e-05,0.945,0.115,0.021
2012-04-03,2012-07-19,22.8,24.7,0.001271,0.0001,1.6e-05,4.1e-05,0.001394,0.000115,1.8e-05,4.4e-05,1.097,0.125,0.025
2012-07-20,2012-11-04,1.92,2.15,0.1237,0.0071,0.0016,0.0044,0.1115,0.0077,0.0014,0.0043,0.901,0.081,0.024
2012-07-20,2012-11-04,2.15,2.4,0.1178,0.0062,0.0015,0.0039,0.1144,0.007,0.0014,0.004,0.971,0.079,0.022
2012-07-20,2012-11-04,2.4,2.67,0.124,0.0056,0.0015,0.004,0.1074,0.006,0.0013,0.0036,0.866,0.062,0.019
2012-07-20,2012-11-04,2.67,2.97,0.1173,0.0049,0.0014,0.0038,0.1114,0.0053,0.0014,0.0036,0.95,0.06,0.02
2012-07-20,2012-11-04,2.97,3.29,0.1018,0.0042,0.0012,0.0033,0.1071,0.0047,0.0013,0.0035,1.052,0.063,0.022
2012-07-20,2012-11-04,3.29,3.64,0.09892,0.00367,0.00116,0.00324,0.1006,0.0041,0.0012,0.0032,1.017,0.056,0.023
2012-07-20,2012-11-04,3.64,4.02,0.08584,0.0032,0.001,0.00297,0.08894,0.00346,0.00104,0.00288,1.036,0.056,0.026
2012-07-20,2012-11-04,4.02,4.43,0.07603,0.00844,0.00095,0.00244,0.08808,0.00963,0.00111,0.00284,1.158,0.181,0.025
2012-07-20,2012-11-04,4.43,4.88,0.07604,0.00696,0.00095,0.00244,0.06485,0.00791,0.00081,0.00209,0.853,0.13,0.018
2012-07-20,2012-11-04,4.88,5.37,0.06223,0.00558,0.00077,0.002,0.05795,0.00674,0.00072,0.00186,0.931,0.137,0.02
2012-07-20,2012-11-04,5.37,5.9,0.05351,0.00477,0.00066,0.00172,0.04033,0.00536,0.0005,0.0013,0.754,0.121,0.016
2012-07-20,2012-11-04,5.9,6.47,0.04149,0.00376,0.00051,0.00133,0.04175,0.00442,0.00051,0.00134,1.006,0.14,0.021
2012-07-20,2012-11-04,6.47,7.09,0.03223,0.00305,0.00039,0.00104,0.03566,0.00385,0.00044,0.00115,1.106,0.159,0.024
2012-07-20,2012-11-04,7.09,7.76,0.02343,0.00234,0.00029,0.00076,0.02519,0.00297,0.00031,0.00081,1.075,0.166,0.023
2012-07-20,2012-11-04,7.76,8.48,0.01971,0.00082,0.00022,0.00062,0.02234,0.00113,0.00025,0.00071,1.133,0.074,0.024
2012-07-20,2012-11-04,8.48,9.26,0.01605,0.00068,0.00018,0.00051,0.01904,0.00086,0.00021,0.0006,1.187,0.074,0.025
2012-07-20,2012-11-04,9.26,10.1,0.01307,0.00058,0.00015,0.00041,0.01558,0.00069,0.00017,0.00049,1.192,0.074,0.025
2012-07-20,2012-11-04,10.1,11.0,0.01072,0.00049,0.00012,0.00034,0.01266,0.00057,0.00014,0.0004,1.182,0.076,0.025
2012-07-20,2012-11-04,11.0,12.0,0.007957,0.000396,8.9e-05,0.000251,0.01001,0.00048,0.00011,0.00032,1.258,0.087,0.026
2012-07-20,2012-11-04,12.0,13.0,0.006738,0.00036,7.6e-05,0.000212,0.008163,0.000417,9.2e-05,0.000257,1.211,0.09,0.025
2012-07-20,2012-11-04,13.0,14.1,0.005715,0.000311,6.5e-05,0.00018,0.006102,0.00034,7e-05,0.000192,1.068,0.083,0.022
2012-07-20,2012-11-04,14.1,15.3,0.003753,0.000241,4.3e-05,0.000118,0.00539,0.000299,6.2e-05,0.00017,1.436,0.122,0.03
2012-07-20,2012-11-04,15.3,16.6,0.003602,0.00022,4.2e-05,0.000113,0.003879,0.000252,4.5e-05,0.000122,1.077,0.096,0.023
2012-07-20,2012-11-04,16.6,18.0,0.002804,0.000182,3.3e-05,8.8e-05,0.003313,0.000209,3.9e-05,0.000104,1.182,0.107,0.025
2012-07-20,2012-11-04,18.0,19.5,0.002084,0.000151,2.5e-05,6.6e-05,0.002493,0.000184,3e-05,7.8e-05,1.196,0.124,0.025
2012-07-20,2012-11-04,19.5,21.1,0.001774,0.00013,2.2e-05,5.6e-05,0.002245,0.000158,2.8e-05,7.1e-05,1.265,0.128,0.027
2012-07-20,2012-11-04,21.1,22.8,0.001403,0.000114,1.8e-05,4.5e-05,0.001743,0.00013,2.2e-05,5.5e-05,1.242,0.137,0.027
2012-07-20,2012-11-04,22.8,24.7,0.001063,9.4e-05,1.4e-05,3.4e-05,0.001249,0.000108,1.6e-05,4e-05,1.175,0.146,0.026
2012-11-05,2013-02-20,1.92,2.15,0.1332,0.0073,0.0017,0.0047,0.1144,0.0078,0.0015,0.0044,0.859,0.075,0.023
2012-11-05,2013-02-20,2.15,2.4,0.1285,0.0064,0.0016,0.0043,0.1092,0.0069,0.0014,0.0038,0.85,0.069,0.019
2012-11-05,2013-02-20,2.4,2.67,0.1317,0.0058,0.0016,0.0043,0.1196,0.0062,0.0015,0.004,0.908,0.062,0.02
2012-11-05,2013-02-20,2.67,2.97,0.1221,0.005,0.0015,0.0039,0.1139,0.0054,0.0014,0.0037,0.933,0.058,0.02
2012-11-05,2013-02-20,2.97,3.29,0.117,0.0044,0.0014,0.0038,0.1164,0.0049,0.0014,0.0038,0.994,0.056,0.021
2012-11-05,2013-02-20,3.29,3.64,0.1082,0.0038,0.0013,0.0035,0.1125,0.0043,0.0013,0.0036,1.04,0.054,0.023
2012-11-05,2013-02-20,3.64,4.02,0.09424,0.0033,0.00109,0.00326,0.09046,0.00361,0.00106,0.00293,0.96,0.051,0.025
2012-11-05,2013-02-20,4.02,4.43,0.07856,0.0082,0.00098,0.00252,0.07591,0.00978,0.00096,0.00245,0.966,0.16,0.02
2012-11-05,2013-02-20,4.43,4.88,0.05292,0.00581,0.00066,0.0017,0.07678,0.00825,0.00096,0.00247,1.451,0.223,0.031
2012-11-05,2013-02-20,4.88,5.37,0.05346,0.0053,0.00066,0.00172,0.0584,0.00633,0.00073,0.00188,1.092,0.16,0.023
2012-11-05,2013-02-20,5.37,5.9,0.04853,0.00454,0.0006,0.00156,0.05034,0.00511,0.00062,0.00162,1.037,0.143,0.022
2012-11-05,2013-02-20,5.9,6.47,0.03542,0.00357,0.00043,0.00114,0.05223,0.00458,0.00064,0.00168,1.475,0.197,0.031
2012-11-05,2013-02-20,6.47,7.09,0.03215,0.003,0.00039,0.00103,0.03514,0.00373,0.00043,0.00113,1.093,0.154,0.023
2012-11-05,2013-02-20,7.09,7.76,0.02153,0.00225,0.00026,0.00069,0.02811,0.00291,0.00034,0.0009,1.306,0.192,0.028
2012-11-05,2013-02-20,7.76,8.48,0.02198,0.00086,0.00024,0.00069,0.02523,0.00117,0.00028,0.0008,1.148,0.07,0.024
2012-11-05,2013-02-20,8.48,9.26,0.0166,0.00069,0.00018,0.00052,0.01995,0.00089,0.00022,0.00063,1.202,0.073,0.025
2012-11-05,2013-02-20,9.26,10.1,0.01386,0.00059,0.00015,0.00044,0.01539,0.00071,0.00017,0.00049,1.11,0.07,0.023
2012-11-05,2013-02-20,10.1,11.0,0.01132,0.00051,0.00013,0.00036,0.01209,0.00057,0.00014,0.00038,1.068,0.07,0.022
2012-11-05,2013-02-20,11.0,12.0,0.008388,0.000409,9.4e-05,0.000264,0.009459,0.000475,0.000106,0.000298,1.128,0.079,0.024
2012-11-05,2013-02-20,12.0,13.0,0.006622,0.000355,7.5e-05,0.000208,0.00765,0.000426,8.7e-05,0.000241,1.155,0.089,0.024
2012-11-05,2013-02-20,13.0,14.1,0.005863,0.000312,6.7e-05,0.000184,0.00718,0.000359,8.2e-05,0.000226,1.225,0.089,0.026
2012-11-05,2013-02-20,14.1,15.3,0.004419,0.000256,5.1e-05,0.000139,0.005323,0.000295,6.1e-05,0.000167,1.205,0.097,0.025
2012-11-05,2013-02-20,15.3,16.6,0.003939,0.000229,4.6e-05,0.000124,0.004482,0.000257,5.2e-05,0.000141,1.138,0.093,0.024
2012-11-05,2013-02-20,16.6,18.0,0.002618,0.000179,3.1e-05,8.3e-05,0.003208,0.000215,3.8e-05,0.000101,1.225,0.117,0.026
2012-11-05,2013-02-20,18.0,19.5,0.002359,0.000157,2.8e-05,7.5e-05,0.002256,0.000186,2.7e-05,7.1e-05,0.956,0.101,0.02
2012-11-05,2013-02-20,19.5,21.1,0.001955,0.000139,2.4e-05,6.2e-05,0.002315,0.000154,2.9e-05,7.3e-05,1.185,0.115,0.025
2012-11-05,2013-02-20,21.1,22.8,0.001495,0.000113,1.9e-05,4.8e-05,0.00173,0.000135,2.2e-05,5.5e-05,1.157,0.126,0.025
2012-11-05,2013-02-20,22.8,24.7,0.001275,9.8e-05,1.6e-05,4.1e-05,0.001419,0.000115,1.8e-05,4.5e-05,1.113,0.125,0.025
2013-02-21,2013-06-08,1.92,2.15,0.1239,0.0072,0.0016,0.0044,0.1139,0.0078,0.0015,0.0044,0.919,0.082,0.024
2013-02-21,2013-06-08,2.15,2.4,0.1234,0.0064,0.0015,0.0041,0.1094,0.007,0.0014,0.0038,0.886,0.073,0.02
2013-02-21,2013-06-08,2.4,2.67,0.1135,0.0054,0.0014,0.0037,0.1184,0.0063,0.0015,0.0039,1.043,0.075,0.022
2013-02-21,2013-06-08,2.67,2.97,0.1117,0.0049,0.0013,0.0036,0.1232,0.0054,0.0015,0.004,1.103,0.068,0.023
2013-02-21,2013-06-08,2.97,3.29,0.1013,0.0042,0.0012,0.0033,0.1133,0.0048,0.0014,0.0037,1.119,0.066,0.024
2013-02-21,2013-06-08,3.29,3.64,0.09823,0.00369,0.00115,0.00322,0.1075,0.0042,0.0013,0.0035,1.094,0.059,0.025
2013-02-21,2013-06-08,3.64,4.02,0.08178,0.00314,0.00095,0.00283,0.09343,0.00352,0.00109,0.00303,1.142,0.062,0.029
2013-02-21,2013-06-08,4.02,4.43,0.0738,0.00795,0.00093,0.00237,0.07626,0.00943,0.00096,0.00246,1.033,0.169,0.022
2013-02-21,2013-06-08,4.43,4.88,0.06983,0.00669,0.00087,0.00224,0.06646,0.0081,0.00083,0.00214,0.952,0.148,0.02
2013-02-21,2013-06-08,4.88,5.37,0.05679,0.00548,0.0007,0.00182,0.06098,0.00663,0.00076,0.00196,1.074,0.156,0.023
2013-02-21,2013-06-08,5.37,5.9,0.04446,0.00444,0.00055,0.00143,0.04597,0.00523,0.00057,0.00148,1.034,0.157,0.022
2013-02-21,2013-06-08,5.9,6.47,0.03977,0.00371,0.00049,0.00128,0.04237,0.00447,0.00052,0.00136,1.065,0.15,0.023
