begin date YYYY-MM-DD,end date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,6Li_flux m^-2sr^-1s^-1GV^-1,6Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,6Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,6Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_flux m^-2sr^-1s^-1GV^-1,7Li_flux_error_statistical m^-2sr^-1s^-1GV^-1,7Li_flux_error_timedependent m^-2sr^-1s^-1GV^-1,7Li_flux_error_total_systematic m^-2sr^-1s^-1GV^-1,7Li_to_6Li_ratio,7Li_to_6Li_ratio_error_statistical,7Li_to_6Li_ratio_error_total_systematic
2019-12-11,2020-03-27,2.97,3.29,0.1609,0.0078,0.0019,0.0052,0.1586,0.0089,0.0019,0.0051,0.986,0.073,0.021
2019-12-11,2020-03-27,3.29,3.64,0.1397,0.0065,0.0016,0.0046,0.1418,0.0077,0.0017,0.0046,1.015,0.073,0.023
2019-12-11,2020-03-27,3.64,4.02,0.1205,0.0055,0.0014,0.0042,0.1359,0.0064,0.0016,0.0044,1.128,0.074,0.029
2019-12-11,2020-03-27,4.02,4.43,0.08922,0.01242,0.00112,0.00287,0.1155,0.0162,0.0015,0.0037,1.295,0.256,0.027
2019-12-11,2020-03-27,4.43,4.88,0.09304,0.01158,0.00116,0.00299,0.09002,0.01303,0.00113,0.0029,0.968,0.185,0.02
2019-12-11,2020-03-27,4.88,5.37,0.06072,0.00781,0.00075,0.00195,0.0904,0.01088,0.00112,0.00291,1.489,0.262,0.032
2019-12-11,2020-03-27,5.37,5.9,0.0588,0.00707,0.00072,0.00189,0.05449,0.00856,0.00067,0.00175,0.927,0.183,0.02
2019-12-11,2020-03-27,5.9,6.47,0.05058,0.00588,0.00062,0.00162,0.05518,0.00678,0.00068,0.00177,1.091,0.184,0.023
2019-12-11,2020-03-27,6.47,7.09,0.03199,0.00435,0.00039,0.00103,0.03529,0.006,0.00043,0.00113,1.103,0.24,0.023
2019-12-11,2020-03-27,7.09,7.76,0.02818,0.0037,0.00034,0.00091,0.02521,0.00427,0.00031,0.00081,0.894,0.192,0.019
2019-12-11,2020-03-27,7.76,8.48,0.02343,0.00126,0.00026,0.00074,0.02545,0.00171,0.00028,0.00081,1.086,0.093,0.023
2019-12-11,2020-03-27,8.48,9.26,0.01629,0.00096,0.00018,0.00051,0.02045,0.00128,0.00023,0.00065,1.255,0.108,0.026
2019-12-11,2020-03-27,9.26,10.1,0.01298,0.00082,0.00014,0.00041,0.01678,0.00103,0.00019,0.00053,1.293,0.114,0.027
2019-12-11,2020-03-27,10.1,11.0,0.01138,0.00071,0.00013,0.00036,0.01499,0.00084,0.00017,0.00047,1.317,0.111,0.028
2019-12-11,2020-03-27,11.0,12.0,0.009939,0.000625,0.000111,0.000313,0.01123,0.00068,0.00013,0.00035,1.13,0.099,0.024
2019-12-11,2020-03-27,12.0,13.0,0.007725,0.00053,8.7e-05,0.000243,0.009446,0.000627,0.000107,0.000297,1.223,0.117,0.025
2019-12-11,2020-03-27,13.0,14.1,0.005802,0.000431,6.6e-05,0.000183,0.006748,0.000525,7.7e-05,0.000212,1.163,0.125,0.024
2019-12-11,2020-03-27,14.1,15.3,0.004745,0.00037,5.5e-05,0.000149,0.005456,0.000426,6.3e-05,0.000172,1.15,0.127,0.024
2019-12-11,2020-03-27,15.3,16.6,0.00421,0.000321,4.9e-05,0.000133,0.004269,0.000354,5e-05,0.000134,1.014,0.114,0.021
2019-12-11,2020-03-27,16.6,18.0,0.002865,0.000254,3.4e-05,9e-05,0.00355,0.00031,4.2e-05,0.000112,1.239,0.154,0.026
2019-12-11,2020-03-27,18.0,19.5,0.00211,0.000203,2.5e-05,6.7e-05,0.002463,0.000257,3e-05,7.8e-05,1.167,0.165,0.025
2019-12-11,2020-03-27,19.5,21.1,0.001748,0.000175,2.2e-05,5.5e-05,0.002084,0.000214,2.6e-05,6.6e-05,1.192,0.171,0.026
2019-12-11,2020-03-27,21.1,22.8,0.00169,0.000169,2.1e-05,5.4e-05,0.001558,0.000174,2e-05,4.9e-05,0.922,0.138,0.02
2019-12-11,2020-03-27,22.8,24.7,0.001108,0.000129,1.4e-05,3.6e-05,0.001376,0.00015,1.8e-05,4.4e-05,1.242,0.198,0.028
2020-03-28,2020-07-13,1.92,2.15,0.228,0.0142,0.0029,0.0081,0.2161,0.0157,0.0028,0.0083,0.948,0.091,0.025
2020-03-28,2020-07-13,2.15,2.4,0.2187,0.0123,0.0027,0.0073,0.1876,0.0135,0.0024,0.0065,0.858,0.078,0.02
2020-03-28,2020-07-13,2.4,2.67,0.2209,0.0107,0.0027,0.0072,0.1968,0.0122,0.0024,0.0065,0.891,0.07,0.019
2020-03-28,2020-07-13,2.67,2.97,0.1852,0.0087,0.0022,0.0059,0.1797,0.01,0.0022,0.0059,0.97,0.07,0.02
2020-03-28,2020-07-13,2.97,3.29,0.175,0.0073,0.0021,0.0056,0.156,0.0084,0.0019,0.0051,0.891,0.061,0.019
2020-03-28,2020-07-13,3.29,3.64,0.1428,0.0061,0.0017,0.0047,0.1395,0.007,0.0016,0.0045,0.977,0.065,0.022
2020-03-28,2020-07-13,3.64,4.02,0.1277,0.0052,0.0015,0.0044,0.1219,0.0059,0.0014,0.004,0.955,0.06,0.024
2020-03-28,2020-07-13,4.02,4.43,0.1045,0.0124,0.0013,0.0034,0.1301,0.0161,0.0016,0.0042,1.246,0.213,0.026
2020-03-28,2020-07-13,4.43,4.88,0.09668,0.01037,0.0012,0.0031,0.1011,0.0125,0.0013,0.0033,1.045,0.171,0.022
2020-03-28,2020-07-13,4.88,5.37,0.05882,0.00708,0.00073,0.00189,0.06228,0.00967,0.00077,0.002,1.059,0.208,0.022
2020-03-28,2020-07-13,5.37,5.9,0.05584,0.00645,0.00069,0.00179,0.058,0.00759,0.00072,0.00186,1.039,0.181,0.022
2020-03-28,2020-07-13,5.9,6.47,0.04467,0.00519,0.00055,0.00143,0.04305,0.00606,0.00053,0.00138,0.964,0.176,0.02
2020-03-28,2020-07-13,6.47,7.09,0.04083,0.00436,0.0005,0.00131,0.03788,0.00512,0.00046,0.00122,0.928,0.16,0.02
2020-03-28,2020-07-13,7.09,7.76,0.02923,0.00337,0.00036,0.00094,0.03284,0.00424,0.0004,0.00106,1.123,0.195,0.024
2020-03-28,2020-07-13,7.76,8.48,0.02156,0.00111,0.00024,0.00068,0.02762,0.00157,0.00031,0.00088,1.281,0.098,0.027
2020-03-28,2020-07-13,8.48,9.26,0.01848,0.00095,0.0002,0.00058,0.02171,0.00119,0.00024,0.00069,1.175,0.088,0.025
2020-03-28,2020-07-13,9.26,10.1,0.01484,0.00078,0.00016,0.00047,0.0185,0.00095,0.00021,0.00058,1.246,0.092,0.026
2020-03-28,2020-07-13,10.1,11.0,0.01163,0.00066,0.00013,0.00037,0.01342,0.00078,0.00015,0.00042,1.154,0.094,0.024
2020-03-28,2020-07-13,11.0,12.0,0.01005,0.00057,0.00011,0.00032,0.01075,0.00064,0.00012,0.00034,1.07,0.088,0.022
2020-03-28,2020-07-13,12.0,13.0,0.007459,0.000478,8.4e-05,0.000235,0.009024,0.000558,0.000102,0.000284,1.21,0.108,0.025
2020-03-28,2020-07-13,13.0,14.1,0.005227,0.000385,6e-05,0.000164,0.006625,0.000473,7.6e-05,0.000209,1.268,0.13,0.026
2020-03-28,2020-07-13,14.1,15.3,0.005184,0.000347,6e-05,0.000163,0.004962,0.000384,5.7e-05,0.000156,0.957,0.098,0.02
2020-03-28,2020-07-13,15.3,16.6,0.004017,0.000297,4.7e-05,0.000126,0.004268,0.000328,5e-05,0.000134,1.062,0.113,0.022
2020-03-28,2020-07-13,16.6,18.0,0.003063,0.000241,3.6e-05,9.7e-05,0.003012,0.000277,3.6e-05,9.5e-05,0.983,0.119,0.021
2020-03-28,2020-07-13,18.0,19.5,0.002113,0.000192,2.6e-05,6.7e-05,0.002389,0.00024,2.9e-05,7.5e-05,1.13,0.153,0.024
2020-03-28,2020-07-13,19.5,21.1,0.001765,0.00016,2.2e-05,5.6e-05,0.002314,0.000205,2.9e-05,7.3e-05,1.311,0.166,0.028
2020-03-28,2020-07-13,21.1,22.8,0.001321,0.000138,1.7e-05,4.2e-05,0.002051,0.000172,2.6e-05,6.5e-05,1.553,0.208,0.034
2020-03-28,2020-07-13,22.8,24.7,0.001244,0.000123,1.6e-05,4e-05,0.001294,0.000132,1.7e-05,4.1e-05,1.04,0.148,0.023
2020-07-14,2020-10-29,1.92,2.15,0.208,0.0149,0.0027,0.0074,0.1754,0.0234,0.0023,0.0067,0.844,0.128,0.022
2020-07-14,2020-10-29,2.15,2.4,0.2363,0.0179,0.003,0.0079,0.2068,0.019,0.0026,0.0072,0.875,0.104,0.02
2020-07-14,2020-10-29,2.4,2.67,0.2227,0.0151,0.0027,0.0072,0.1557,0.0166,0.0019,0.0052,0.699,0.088,0.015
2020-07-14,2020-10-29,2.67,2.97,0.1713,0.0124,0.0021,0.0055,0.1825,0.0144,0.0022,0.006,1.066,0.114,0.022
2020-07-14,2020-10-29,2.97,3.29,0.1452,0.0098,0.0017,0.0047,0.1633,0.0119,0.002,0.0053,1.124,0.111,0.024
2020-07-14,2020-10-29,3.29,3.64,0.1408,0.0086,0.0016,0.0046,0.1322,0.0099,0.0016,0.0043,0.939,0.091,0.021
2020-07-14,2020-10-29,3.64,4.02,0.1226,0.0073,0.0014,0.0042,0.1241,0.0082,0.0014,0.004,1.012,0.09,0.026
2020-07-14,2020-10-29,4.02,4.43,0.1046,0.0178,0.0013,0.0034,0.06679,0.01921,0.00084,0.00215,0.638,0.213,0.014
2020-07-14,2020-10-29,4.43,4.88,0.08303,0.01423,0.00103,0.00267,0.08909,0.01731,0.00111,0.00287,1.073,0.278,0.023
2020-07-14,2020-10-29,4.88,5.37,0.08077,0.01222,0.001,0.00259,0.09037,0.01466,0.00112,0.00291,1.119,0.248,0.024
2020-07-14,2020-10-29,5.37,5.9,0.05252,0.009,0.00065,0.00169,0.0622,0.01166,0.00077,0.002,1.184,0.301,0.025
2020-07-14,2020-10-29,5.9,6.47,0.03478,0.00672,0.00043,0.00112,0.0435,0.00887,0.00054,0.0014,1.251,0.351,0.027
2020-07-14,2020-10-29,6.47,7.09,0.03944,0.00614,0.00048,0.00127,0.03594,0.00747,0.00044,0.00115,0.911,0.237,0.019
2020-07-14,2020-10-29,7.09,7.76,0.02143,0.00447,0.00026,0.00069,0.0318,0.00554,0.00039,0.00102,1.484,0.404,0.032
2020-07-14,2020-10-29,7.76,8.48,0.02263,0.00165,0.00025,0.00071,0.0318,0.00238,0.00035,0.00101,1.405,0.147,0.03
2020-07-14,2020-10-29,8.48,9.26,0.01794,0.00137,0.0002,0.00057,0.02381,0.00182,0.00026,0.00075,1.327,0.144,0.028
2020-07-14,2020-10-29,9.26,10.1,0.01458,0.00113,0.00016,0.00046,0.0178,0.00137,0.0002,0.00056,1.221,0.134,0.026
2020-07-14,2020-10-29,10.1,11.0,0.01216,0.00098,0.00014,0.00038,0.01591,0.00115,0.00018,0.0005,1.308,0.142,0.027
2020-07-14,2020-10-29,11.0,12.0,0.009229,0.000786,0.000103,0.000291,0.01021,0.0009,0.00011,0.00032,1.106,0.136,0.023
2020-07-14,2020-10-29,12.0,13.0,0.007569,0.000719,8.5e-05,0.000238,0.008485,0.000822,9.6e-05,0.000267,1.121,0.152,0.023
2020-07-14,2020-10-29,13.0,14.1,0.006399,0.000597,7.3e-05,0.000201,0.00581,0.000651,6.6e-05,0.000183,0.908,0.132,0.019
2020-07-14,2020-10-29,14.1,15.3,0.005074,0.000506,5.8e-05,0.00016,0.00585,0.000592,6.8e-05,0.000184,1.153,0.164,0.024
2020-07-14,2020-10-29,15.3,16.6,0.003108,0.000386,3.6e-05,9.8e-05,0.003927,0.000478,4.6e-05,0.000124,1.264,0.22,0.026
2020-07-14,2020-10-29,16.6,18.0,0.002971,0.000346,3.5e-05,9.4e-05,0.003474,0.000415,4.1e-05,0.000109,1.169,0.195,0.025
2020-07-14,2020-10-29,18.0,19.5,0.00212,0.000276,2.6e-05,6.7e-05,0.002944,0.000336,3.6e-05,9.3e-05,1.388,0.24,0.029
2020-07-14,2020-10-29,19.5,21.1,0.001783,0.000229,2.2e-05,5.7e-05,0.002315,0.00029,2.9e-05,7.3e-05,1.298,0.233,0.028
2020-07-14,2020-10-29,21.1,22.8,0.001499,0.000209,1.9e-05,4.8e-05,0.002065,0.000252,2.6e-05,6.5e-05,1.378,0.255,0.03
2020-07-14,2020-10-29,22.8,24.7,0.001049,0.00017,1.4e-05,3.4e-05,0.001115,0.000185,1.4e-05,3.5e-05,1.063,0.247,0.024
2020-10-30,2021-02-14,1.92,2.15,0.2002,0.0115,0.0026,0.0071,0.2041,0.0132,0.0026,0.0079,1.019,0.088,0.027
2020-10-30,2021-02-14,2.15,2.4,0.2009,0.01,0.0025,0.0067,0.1759,0.0111,0.0022,0.0061,0.876,0.07,0.02
2020-10-30,2021-02-14,2.4,2.67,0.1959,0.0087,0.0024,0.0063,0.203,0.01,0.0025,0.0067,1.036,0.069,0.022
2020-10-30,2021-02-14,2.67,2.97,0.177,0.0073,0.0021,0.0057,0.1765,0.0083,0.0021,0.0058,0.998,0.062,0.021
2020-10-30,2021-02-14,2.97,3.29,0.1599,0.0062,0.0019,0.0051,0.1557,0.0071,0.0019,0.0051,0.973,0.058,0.021
2020-10-30,2021-02-14,3.29,3.64,0.136,0.0051,0.0016,0.0045,0.1463,0.006,0.0017,0.0047,1.076,0.06,0.024
2020-10-30,2021-02-14,3.64,4.02,0.1167,0.0043,0.0014,0.004,0.1167,0.0049,0.0014,0.0038,1.0,0.056,0.026
2020-10-30,2021-02-14,4.02,4.43,0.1027,0.0109,0.0013,0.0033,0.09762,0.01292,0.00123,0.00315,0.95,0.161,0.02
2020-10-30,2021-02-14,4.43,4.88,0.08926,0.0086,0.00111,0.00287,0.08366,0.01096,0.00105,0.00269,0.937,0.152,0.02
2020-10-30,2021-02-14,4.88,5.37,0.07024,0.00689,0.00087,0.00225,0.07295,0.00834,0.00091,0.00235,1.039,0.156,0.022
2020-10-30,2021-02-14,5.37,5.9,0.04714,0.00512,0.00058,0.00151,0.05829,0.00694,0.00072,0.00187,1.237,0.199,0.026
2020-10-30,2021-02-14,5.9,6.47,0.04645,0.00452,0.00057,0.00149,0.0586,0.00553,0.00072,0.00188,1.262,0.171,0.027
2020-10-30,2021-02-14,6.47,7.09,0.03022,0.00337,0.00037,0.00097,0.04406,0.00445,0.00054,0.00142,1.458,0.22,0.031
2020-10-30,2021-02-14,7.09,7.76,0.02842,0.00292,0.00035,0.00092,0.02954,0.00366,0.00036,0.00095,1.039,0.167,0.022
2020-10-30,2021-02-14,7.76,8.48,0.02226,0.00098,0.00025,0.0007,0.02444,0.00137,0.00027,0.00078,1.098,0.078,0.023
2020-10-30,2021-02-14,8.48,9.26,0.01724,0.00079,0.00019,0.00054,0.02166,0.00101,0.00024,0.00068,1.257,0.082,0.026
2020-10-30,2021-02-14,9.26,10.1,0.01485,0.00069,0.00016,0.00047,0.0167,0.00082,0.00019,0.00053,1.125,0.076,0.024
2020-10-30,2021-02-14,10.1,11.0,0.01128,0.00057,0.00013,0.00036,0.01501,0.00068,0.00017,0.00047,1.33,0.09,0.028
2020-10-30,2021-02-14,11.0,12.0,0.009181,0.000475,0.000103,0.000289,0.01048,0.00055,0.00012,0.00033,1.141,0.084,0.024
2020-10-30,2021-02-14,12.0,13.0,0.007509,0.000421,8.5e-05,0.000236,0.008391,0.000483,9.5e-05,0.000264,1.117,0.09,0.023
2020-10-30,2021-02-14,13.0,14.1,0.005767,0.00035,6.6e-05,0.000181,0.006754,0.000402,7.7e-05,0.000213,1.171,0.1,0.024
2020-10-30,2021-02-14,14.1,15.3,0.005167,0.00031,6e-05,0.000163,0.005419,0.000348,6.3e-05,0.00017,1.049,0.092,0.022
2020-10-30,2021-02-14,15.3,16.6,0.003429,0.000237,4e-05,0.000108,0.004415,0.000292,5.2e-05,0.000139,1.288,0.123,0.027
2020-10-30,2021-02-14,16.6,18.0,0.003254,0.000219,3.9e-05,0.000103,0.003354,0.000249,4e-05,0.000106,1.031,0.103,0.022
2020-10-30,2021-02-14,18.0,19.5,0.002656,0.000186,3.2e-05,8.4e-05,0.002827,0.000204,3.4e-05,8.9e-05,1.064,0.107,0.023
2020-10-30,2021-02-14,19.5,21.1,0.001745,0.000149,2.1e-05,5.5e-05,0.002034,0.00018,2.5e-05,6.4e-05,1.166,0.143,0.025
2020-10-30,2021-02-14,21.1,22.8,0.001408,0.000122,1.8e-05,4.5e-05,0.001767,0.000156,2.2e-05,5.6e-05,1.255,0.156,0.028
2020-10-30,2021-02-14,22.8,24.7,0.001189,0.000109,1.5e-05,3.8e-05,0.001563,0.000129,2e-05,5e-05,1.315,0.162,0.03
2021-02-15,2021-06-02,1.92,2.15,0.2215,0.0132,0.0028,0.0079,0.1901,0.0148,0.0025,0.0073,0.858,0.084,0.023
2021-02-15,2021-06-02,2.15,2.4,0.1901,0.0109,0.0024,0.0063,0.1631,0.0124,0.0021,0.0056,0.858,0.082,0.02
2021-02-15,2021-06-02,2.4,2.67,0.2123,0.01,0.0026,0.0069,0.1923,0.0108,0.0024,0.0064,0.906,0.066,0.02
2021-02-15,2021-06-02,2.67,2.97,0.1766,0.008,0.0021,0.0057,0.1618,0.0091,0.002,0.0053,0.916,0.066,0.019
2021-02-15,2021-06-02,2.97,3.29,0.1537,0.0066,0.0018,0.0049,0.1434,0.0078,0.0017,0.0047,0.933,0.065,0.02
2021-02-15,2021-06-02,3.29,3.64,0.1336,0.0056,0.0016,0.0044,0.1469,0.0065,0.0017,0.0047,1.099,0.067,0.025
2021-02-15,2021-06-02,3.64,4.02,0.119,0.0048,0.0014,0.0041,0.12,0.0054,0.0014,0.0039,1.008,0.061,0.026
2021-02-15,2021-06-02,4.02,4.43,0.1089,0.0123,0.0014,0.0035,0.0885,0.01355,0.00112,0.00285,0.813,0.155,0.017
2021-02-15,2021-06-02,4.43,4.88,0.07231,0.009,0.0009,0.00232,0.08703,0.01186,0.00109,0.0028,1.204,0.222,0.025
2021-02-15,2021-06-02,4.88,5.37,0.06258,0.00712,0.00077,0.00201,0.07671,0.00936,0.00095,0.00247,1.226,0.205,0.026
2021-02-15,2021-06-02,5.37,5.9,0.05288,0.00592,0.00065,0.0017,0.07918,0.00749,0.00098,0.00254,1.497,0.219,0.032
2021-02-15,2021-06-02,5.9,6.47,0.04666,0.00492,0.00057,0.0015,0.04955,0.00609,0.00061,0.00159,1.062,0.172,0.023
2021-02-15,2021-06-02,6.47,7.09,0.02732,0.00353,0.00033,0.00088,0.04298,0.00491,0.00053,0.00138,1.573,0.272,0.034
2021-02-15,2021-06-02,7.09,7.76,0.02771,0.00314,0.00034,0.00089,0.03661,0.00413,0.00045,0.00118,1.321,0.211,0.028
2021-02-15,2021-06-02,7.76,8.48,0.02361,0.00109,0.00026,0.00075,0.02802,0.00154,0.00031,0.00089,1.187,0.085,0.025
2021-02-15,2021-06-02,8.48,9.26,0.01689,0.00086,0.00019,0.00053,0.02173,0.00112,0.00024,0.00069,1.287,0.093,0.027
2021-02-15,2021-06-02,9.26,10.1,0.01396,0.00073,0.00016,0.00044,0.01716,0.0009,0.00019,0.00054,1.229,0.091,0.026
2021-02-15,2021-06-02,10.1,11.0,0.0108,0.0006,0.00012,0.00034,0.01483,0.00073,0.00017,0.00047,1.373,0.102,0.029
2021-02-15,2021-06-02,11.0,12.0,0.008749,0.000508,9.8e-05,0.000275,0.01178,0.00061,0.00013,0.00037,1.347,0.105,0.028
2021-02-15,2021-06-02,12.0,13.0,0.007298,0.000454,8.2e-05,0.00023,0.009252,0.000523,0.000105,0.000291,1.268,0.107,0.026
2021-02-15,2021-06-02,13.0,14.1,0.006404,0.000396,7.3e-05,0.000202,0.006331,0.000429,7.2e-05,0.000199,0.988,0.091,0.021
2021-02-15,2021-06-02,14.1,15.3,0.004691,0.000315,5.4e-05,0.000148,0.005608,0.000377,6.5e-05,0.000176,1.196,0.114,0.025
2021-02-15,2021-06-02,15.3,16.6,0.003768,0.000271,4.4e-05,0.000119,0.003875,0.000315,4.5e-05,0.000122,1.028,0.112,0.021
2021-02-15,2021-06-02,16.6,18.0,0.002738,0.000214,3.2e-05,8.6e-05,0.003118,0.000258,3.7e-05,9.8e-05,1.139,0.13,0.024
2021-02-15,2021-06-02,18.0,19.5,0.002551,0.00019,3.1e-05,8.1e-05,0.002681,0.000226,3.2e-05,8.4e-05,1.051,0.118,0.022
2021-02-15,2021-06-02,19.5,21.1,0.001714,0.000154,2.1e-05,5.4e-05,0.002141,0.000186,2.6e-05,6.8e-05,1.249,0.156,0.027
2021-02-15,2021-06-02,21.1,22.8,0.001466,0.000133,1.8e-05,4.7e-05,0.00157,0.000156,2e-05,5e-05,1.071,0.144,0.023
2021-02-15,2021-06-02,22.8,24.7,0.001384,0.000124,1.8e-05,4.5e-05,0.001319,0.000131,1.7e-05,4.2e-05,0.953,0.127,0.021
2021-06-03,2021-09-18,1.92,2.15,0.2189,0.0145,0.0028,0.0078,0.1862,0.0154,0.0024,0.0072,0.85,0.09,0.022
2021-06-03,2021-09-18,2.15,2.4,0.2094,0.0124,0.0026,0.007,0.2058,0.0138,0.0026,0.0071,0.983,0.088,0.022
2021-06-03,2021-09-18,2.4,2.67,0.2034,0.0106,0.0025,0.0066,0.2031,0.0122,0.0025,0.0067,0.998,0.079,0.021
2021-06-03,2021-09-18,2.67,2.97,0.1795,0.0088,0.0022,0.0058,0.1915,0.0103,0.0023,0.0063,1.067,0.078,0.023
2021-06-03,2021-09-18,2.97,3.29,0.1606,0.0073,0.0019,0.0052,0.1495,0.0086,0.0018,0.0048,0.931,0.068,0.02
2021-06-03,2021-09-18,3.29,3.64,0.1441,0.0061,0.0017,0.0047,0.1413,0.0072,0.0017,0.0046,0.981,0.065,0.022
2021-06-03,2021-09-18,3.64,4.02,0.1096,0.0049,0.0013,0.0038,0.1214,0.0059,0.0014,0.0039,1.108,0.073,0.028
2021-06-03,2021-09-18,4.02,4.43,0.09697,0.01244,0.00122,0.00312,0.1184,0.0156,0.0015,0.0038,1.221,0.224,0.026
2021-06-03,2021-09-18,4.43,4.88,0.0797,0.00959,0.00099,0.00256,0.08925,0.0127,0.00112,0.00287,1.12,0.209,0.024
2021-06-03,2021-09-18,4.88,5.37,0.06257,0.0074,0.00077,0.00201,0.07843,0.00993,0.00097,0.00252,1.253,0.217,0.027
2021-06-03,2021-09-18,5.37,5.9,0.06106,0.00679,0.00075,0.00196,0.06787,0.00749,0.00084,0.00218,1.112,0.174,0.024
2021-06-03,2021-09-18,5.9,6.47,0.04001,0.00503,0.00049,0.00128,0.05286,0.0064,0.00065,0.0017,1.321,0.231,0.028
2021-06-03,2021-09-18,6.47,7.09,0.03609,0.00422,0.00044,0.00116,0.04532,0.00546,0.00056,0.00146,1.256,0.211,0.027
2021-06-03,2021-09-18,7.09,7.76,0.02561,0.00333,0.00031,0.00083,0.0338,0.0043,0.00041,0.00109,1.32,0.24,0.028
2021-06-03,2021-09-18,7.76,8.48,0.02165,0.00114,0.00024,0.00068,0.0281,0.0017,0.00031,0.00089,1.298,0.104,0.028
2021-06-03,2021-09-18,8.48,9.26,0.01785,0.00095,0.0002,0.00056,0.0223,0.00123,0.00025,0.0007,1.249,0.096,0.026
2021-06-03,2021-09-18,9.26,10.1,0.0153,0.00083,0.00017,0.00048,0.01695,0.00095,0.00019,0.00054,1.108,0.086,0.023
2021-06-03,2021-09-18,10.1,11.0,0.01161,0.00068,0.00013,0.00037,0.01383,0.0008,0.00015,0.00044,1.191,0.098,0.025
2021-06-03,2021-09-18,11.0,12.0,0.008975,0.000557,0.000101,0.000283,0.01108,0.00067,0.00012,0.00035,1.234,0.107,0.026
2021-06-03,2021-09-18,12.0,13.0,0.006536,0.000462,7.4e-05,0.000206,0.008274,0.00057,9.4e-05,0.000261,1.266,0.125,0.026
2021-06-03,2021-09-18,13.0,14.1,0.005948,0.000417,6.8e-05,0.000187,0.007424,0.00048,8.5e-05,0.000234,1.248,0.119,0.026
2021-06-03,2021-09-18,14.1,15.3,0.004711,0.000339,5.4e-05,0.000148,0.00587,0.000398,6.8e-05,0.000185,1.246,0.123,0.026
2021-06-03,2021-09-18,15.3,16.6,0.003411,0.000278,4e-05,0.000107,0.004409,0.000342,5.2e-05,0.000139,1.292,0.145,0.027
2021-06-03,2021-09-18,16.6,18.0,0.003278,0.000253,3.9e-05,0.000103,0.003259,0.00028,3.9e-05,0.000103,0.994,0.115,0.021
2021-06-03,2021-09-18,18.0,19.5,0.002212,0.000197,2.7e-05,7e-05,0.002767,0.000237,3.3e-05,8.7e-05,1.251,0.155,0.026
2021-06-03,2021-09-18,19.5,21.1,0.001907,0.000169,2.3e-05,6e-05,0.002126,0.000209,2.6e-05,6.7e-05,1.115,0.147,0.024
2021-06-03,2021-09-18,21.1,22.8,0.001694,0.00015,2.1e-05,5.4e-05,0.001659,0.00017,2.1e-05,5.2e-05,0.98,0.133,0.021
2021-06-03,2021-09-18,22.8,24.7,0.001075,0.000119,1.4e-05,3.5e-05,0.001303,0.000141,1.7e-05,4.1e-05,1.211,0.187,0.027
2021-09-19,2022-01-04,1.92,2.15,0.1794,0.0121,0.0023,0.0064,0.153,0.0141,0.002,0.0059,0.853,0.098,0.022
2021-09-19,2022-01-04,2.15,2.4,0.1942,0.0112,0.0024,0.0065,0.206,0.0124,0.0026,0.0071,1.061,0.088,0.024
2021-09-19,2022-01-04,2.4,2.67,0.1879,0.0095,0.0023,0.0061,0.1795,0.0107,0.0022,0.006,0.956,0.075,0.021
2021-09-19,2022-01-04,2.67,2.97,0.1597,0.0077,0.0019,0.0051,0.1719,0.0092,0.0021,0.0056,1.076,0.078,0.023
2021-09-19,2022-01-04,2.97,3.29,0.1593,0.0068,0.0019,0.0051,0.1557,0.0077,0.0019,0.0051,0.978,0.064,0.021
2021-09-19,2022-01-04,3.29,3.64,0.1338,0.0056,0.0016,0.0044,0.1346,0.0065,0.0016,0.0043,1.006,0.065,0.023
2021-09-19,2022-01-04,3.64,4.02,0.1128,0.0047,0.0013,0.0039,0.1099,0.0053,0.0013,0.0036,0.974,0.062,0.025
2021-09-19,2022-01-04,4.02,4.43,0.1041,0.0123,0.0013,0.0033,0.1046,0.0143,0.0013,0.0034,1.004,0.181,0.021
2021-09-19,2022-01-04,4.43,4.88,0.07702,0.00883,0.00096,0.00247,0.09826,0.01215,0.00123,0.00316,1.276,0.215,0.027
2021-09-19,2022-01-04,4.88,5.37,0.07514,0.00778,0.00093,0.00241,0.06923,0.00938,0.00086,0.00223,0.921,0.157,0.02
2021-09-19,2022-01-04,5.37,5.9,0.05191,0.00597,0.00064,0.00167,0.05086,0.00705,0.00063,0.00163,0.98,0.177,0.021
2021-09-19,2022-01-04,5.9,6.47,0.05038,0.00537,0.00062,0.00162,0.04809,0.00613,0.00059,0.00155,0.955,0.159,0.02
2021-09-19,2022-01-04,6.47,7.09,0.03984,0.00424,0.00049,0.00128,0.04062,0.0051,0.0005,0.0013,1.02,0.168,0.022
2021-09-19,2022-01-04,7.09,7.76,0.03186,0.00339,0.00039,0.00103,0.0332,0.00411,0.00041,0.00107,1.042,0.17,0.022
2021-09-19,2022-01-04,7.76,8.48,0.0211,0.00107,0.00023,0.00067,0.02817,0.00153,0.00031,0.0009,1.335,0.099,0.028
2021-09-19,2022-01-04,8.48,9.26,0.01748,0.0009,0.00019,0.00055,0.02092,0.00116,0.00023,0.00066,1.197,0.09,0.025
2021-09-19,2022-01-04,9.26,10.1,0.01265,0.00073,0.00014,0.0004,0.01771,0.00092,0.0002,0.00056,1.4,0.108,0.029
