date,rigidity_min_GV,rigidity_max_GV,flux,err_stat,err_time,err_sys
2017-08-03,8.48,9.26,33.73,0.14,0.08,0.36
2017-08-03,9.26,10.1,27.18,0.12,0.06,0.29
2017-08-03,10.1,11.0,21.76,0.1,0.05,0.24
2017-08-03,11.0,13.0,15.72,0.05,0.04,0.17
2017-08-03,13.0,16.6,9.143,0.028,0.02,0.104
2017-08-03,16.6,22.8,4.281,0.013,0.01,0.05
2017-08-03,22.8,33.5,1.65,0.006,0.004,0.02
2017-08-03,33.5,48.5,0.5818,0.0028,0.0015,0.007
2017-08-03,48.5,69.7,0.2091,0.0014,0.0006,0.0025
2017-08-03,69.7,100.0,0.07533,0.00069,0.00023,0.0009
2017-08-04,1.0,1.16,1202.0,6.0,5.0,33.0
2017-08-04,1.16,1.33,1137.0,5.0,4.0,25.0
2017-08-04,1.33,1.51,1052.0,5.0,3.0,19.0
2017-08-04,1.51,1.71,939.6,3.9,2.6,14.7
2017-08-04,1.71,1.92,815.9,3.2,2.0,11.5
2017-08-04,1.92,2.15,701.4,2.7,1.7,9.1
2017-08-04,2.15,2.4,601.0,2.3,1.4,7.4
2017-08-04,2.4,2.67,505.0,1.9,1.1,5.9
2017-08-04,2.67,2.97,418.3,1.5,0.9,4.7
2017-08-04,2.97,3.29,347.5,1.2,0.8,3.8
2017-08-04,3.29,3.64,284.2,1.0,0.6,3.0
2017-08-04,3.64,4.02,233.6,0.8,0.5,2.5
2017-08-04,4.02,4.43,191.1,0.7,0.4,2.0
2017-08-04,4.43,4.88,154.1,0.5,0.3,1.6
2017-08-04,4.88,5.37,125.2,0.4,0.3,1.3
2017-08-04,5.37,5.9,101.0,0.4,0.2,1.1
2017-08-04,5.9,6.47,81.55,0.29,0.18,0.86
2017-08-04,6.47,7.09,65.64,0.24,0.14,0.69
2017-08-04,7.09,7.76,52.71,0.2,0.12,0.56
2017-08-04,7.76,8.48,42.15,0.17,0.09,0.45
2017-08-04,8.48,9.26,33.77,0.14,0.07,0.37
2017-08-04,9.26,10.1,26.9,0.12,0.06,0.29
2017-08-04,10.1,11.0,21.73,0.1,0.05,0.24
2017-08-04,11.0,13.0,15.47,0.05,0.03,0.17
2017-08-04,13.0,16.6,9.071,0.028,0.02,0.103
2017-08-04,16.6,22.8,4.298,0.013,0.01,0.05
2017-08-04,22.8,33.5,1.661,0.006,0.004,0.02
2017-08-04,33.5,48.5,0.5838,0.0028,0.0015,0.0071
2017-08-04,48.5,69.7,0.2065,0.0014,0.0006,0.0025
2017-08-04,69.7,100.0,0.07409,0.00069,0.00022,0.00089
2017-08-05,1.0,1.16,1218.0,6.0,5.0,34.0
2017-08-05,1.16,1.33,1147.0,5.0,4.0,25.0
2017-08-05,1.33,1.51,1049.0,4.0,3.0,19.0
2017-08-05,1.51,1.71,944.0,3.8,2.6,14.8
2017-08-05,1.71,1.92,824.8,3.2,2.1,11.6
2017-08-05,1.92,2.15,709.1,2.6,1.7,9.2
2017-08-05,2.15,2.4,607.4,2.3,1.4,7.4
2017-08-05,2.4,2.67,507.5,1.8,1.1,5.9
2017-08-05,2.67,2.97,424.6,1.5,0.9,4.8
2017-08-05,2.97,3.29,348.5,1.3,0.8,3.8
2017-08-05,3.29,3.64,288.5,1.0,0.6,3.1
2017-08-05,3.64,4.02,236.5,0.8,0.5,2.5
2017-08-05,4.02,4.43,192.8,0.7,0.4,2.0
2017-08-05,4.43,4.88,156.8,0.5,0.3,1.6
2017-08-05,4.88,5.37,126.8,0.4,0.3,1.3
2017-08-05,5.37,5.9,102.1,0.4,0.2,1.1
2017-08-05,5.9,6.47,81.69,0.29,0.18,0.86
2017-08-05,6.47,7.09,65.77,0.24,0.14,0.69
2017-08-05,7.09,7.76,52.81,0.2,0.11,0.56
2017-08-05,7.76,8.48,42.24,0.17,0.09,0.45
2017-08-05,8.48,9.26,33.8,0.14,0.07,0.37
2017-08-05,9.26,10.1,27.05,0.12,0.06,0.29
2017-08-05,10.1,11.0,21.75,0.1,0.05,0.24
2017-08-05,11.0,13.0,15.65,0.05,0.03,0.17
2017-08-05,13.0,16.6,9.127,0.028,0.02,0.103
2017-08-05,16.6,22.8,4.316,0.013,0.009,0.05
2017-08-05,22.8,33.5,1.653,0.006,0.004,0.02
2017-08-05,33.5,48.5,0.5813,0.0028,0.0014,0.007
2017-08-05,48.5,69.7,0.2059,0.0014,0.0006,0.0025
2017-08-05,69.7,100.0,0.07663,0.0007,0.00022,0.00092
2017-08-06,1.0,1.16,1210.0,7.0,5.0,34.0
2017-08-06,1.16,1.33,1148.0,5.0,4.0,25.0
2017-08-06,1.33,1.51,1068.0,5.0,3.0,19.0
2017-08-06,1.51,1.71,960.5,4.0,2.6,15.1
2017-08-06,1.71,1.92,838.3,3.3,2.0,11.8
2017-08-06,1.92,2.15,719.4,2.8,1.6,9.3
2017-08-06,2.15,2.4,610.3,2.3,1.3,7.5
2017-08-06,2.4,2.67,512.4,1.8,1.1,6.0
2017-08-06,2.67,2.97,424.3,1.5,0.9,4.8
2017-08-06,2.97,3.29,353.0,1.3,0.7,3.9
2017-08-06,3.29,3.64,289.7,1.0,0.6,3.1
2017-08-06,3.64,4.02,237.9,0.8,0.5,2.5
2017-08-06,4.02,4.43,192.3,0.7,0.4,2.0
2017-08-06,4.43,4.88,157.2,0.5,0.3,1.6
2017-08-06,4.88,5.37,126.9,0.4,0.3,1.3
2017-08-06,5.37,5.9,102.8,0.4,0.2,1.1
2017-08-06,5.9,6.47,82.35,0.3,0.17,0.87
2017-08-06,6.47,7.09,66.14,0.24,0.14,0.7
2017-08-06,7.09,7.76,53.12,0.2,0.11,0.56
2017-08-06,7.76,8.48,42.36,0.17,0.09,0.45
2017-08-06,8.48,9.26,34.18,0.14,0.07,0.37
2017-08-06,9.26,10.1,27.24,0.12,0.06,0.29
2017-08-06,10.1,11.0,21.68,0.1,0.05,0.23
2017-08-06,11.0,13.0,15.69,0.05,0.03,0.17
2017-08-06,13.0,16.6,9.129,0.028,0.019,0.103
2017-08-06,16.6,22.8,4.326,0.013,0.009,0.05
2017-08-06,22.8,33.5,1.672,0.006,0.004,0.02
2017-08-06,33.5,48.5,0.5795,0.0028,0.0014,0.007
2017-08-06,48.5,69.7,0.2048,0.0014,0.0005,0.0025
2017-08-06,69.7,100.0,0.0742,0.00069,0.00021,0.00089
2017-08-07,1.0,1.16,1240.0,6.0,5.0,35.0
2017-08-07,1.16,1.33,1181.0,5.0,4.0,26.0
2017-08-07,1.33,1.51,1090.0,5.0,3.0,20.0
2017-08-07,1.51,1.71,970.6,3.9,2.5,15.2
2017-08-07,1.71,1.92,849.7,3.2,2.0,12.0
2017-08-07,1.92,2.15,730.6,2.7,1.6,9.5
2017-08-07,2.15,2.4,616.8,2.3,1.3,7.5
2017-08-07,2.4,2.67,514.0,1.8,1.0,6.0
2017-08-07,2.67,2.97,428.7,1.5,0.9,4.8
2017-08-07,2.97,3.29,354.3,1.3,0.7,3.9
2017-08-07,3.29,3.64,291.6,1.0,0.6,3.1
2017-08-07,3.64,4.02,240.0,0.8,0.5,2.5
2017-08-07,4.02,4.43,194.3,0.7,0.4,2.0
2017-08-07,4.43,4.88,158.6,0.5,0.3,1.7
2017-08-07,4.88,5.37,127.8,0.4,0.3,1.3
2017-08-07,5.37,5.9,103.0,0.4,0.2,1.1
2017-08-07,5.9,6.47,83.51,0.3,0.17,0.88
2017-08-07,6.47,7.09,66.29,0.24,0.13,0.7
2017-08-07,7.09,7.76,53.39,0.2,0.11,0.56
2017-08-07,7.76,8.48,42.88,0.17,0.09,0.46
2017-08-07,8.48,9.26,34.21,0.14,0.07,0.37
2017-08-07,9.26,10.1,27.61,0.12,0.05,0.3
2017-08-07,10.1,11.0,21.95,0.1,0.04,0.24
2017-08-07,11.0,13.0,15.65,0.05,0.03,0.17
2017-08-07,13.0,16.6,9.197,0.028,0.018,0.104
2017-08-07,16.6,22.8,4.309,0.013,0.009,0.05
2017-08-07,22.8,33.5,1.664,0.006,0.004,0.02
2017-08-07,33.5,48.5,0.5794,0.0028,0.0013,0.007
2017-08-07,48.5,69.7,0.2084,0.0014,0.0005,0.0025
2017-08-07,69.7,100.0,0.07719,0.0007,0.00021,0.00092
2017-08-08,1.0,1.16,1265.0,6.0,5.0,35.0
2017-08-08,1.16,1.33,1201.0,6.0,4.0,26.0
2017-08-08,1.33,1.51,1102.0,5.0,3.0,20.0
2017-08-08,1.51,1.71,982.6,4.0,2.4,15.4
2017-08-08,1.71,1.92,858.7,3.3,1.9,12.1
2017-08-08,1.92,2.15,741.8,2.7,1.5,9.6
2017-08-08,2.15,2.4,625.2,2.3,1.2,7.6
2017-08-08,2.4,2.67,528.2,1.9,1.0,6.1
2017-08-08,2.67,2.97,439.8,1.5,0.8,4.9
2017-08-08,2.97,3.29,360.7,1.3,0.7,3.9
2017-08-08,3.29,3.64,296.8,1.0,0.6,3.2
2017-08-08,3.64,4.02,242.2,0.8,0.5,2.6
2017-08-08,4.02,4.43,197.6,0.7,0.4,2.1
2017-08-08,4.43,4.88,160.2,0.5,0.3,1.7
2017-08-08,4.88,5.37,129.1,0.4,0.2,1.3
2017-08-08,5.37,5.9,104.0,0.4,0.2,1.1
2017-08-08,5.9,6.47,83.4,0.3,0.15,0.87
2017-08-08,6.47,7.09,67.06,0.24,0.12,0.7
2017-08-08,7.09,7.76,53.66,0.2,0.1,0.56
2017-08-08,7.76,8.48,43.02,0.17,0.08,0.46
2017-08-08,8.48,9.26,34.49,0.14,0.06,0.37
2017-08-08,9.26,10.1,27.63,0.12,0.05,0.3
2017-08-08,10.1,11.0,22.13,0.1,0.04,0.24
2017-08-08,11.0,13.0,15.95,0.05,0.03,0.18
2017-08-08,13.0,16.6,9.234,0.029,0.017,0.104
2017-08-08,16.6,22.8,4.341,0.013,0.008,0.05
2017-08-08,22.8,33.5,1.662,0.006,0.003,0.02
2017-08-08,33.5,48.5,0.5816,0.0028,0.0012,0.007
2017-08-08,48.5,69.7,0.2092,0.0014,0.0005,0.0025
2017-08-08,69.7,100.0,0.07388,0.00069,0.00019,0.00088
2017-08-09,1.0,1.16,1301.0,7.0,5.0,36.0
2017-08-09,1.16,1.33,1214.0,5.0,4.0,26.0
2017-08-09,1.33,1.51,1114.0,5.0,3.0,20.0
2017-08-09,1.51,1.71,995.5,3.9,2.3,15.5
2017-08-09,1.71,1.92,870.2,3.3,1.8,12.2
2017-08-09,1.92,2.15,747.5,2.7,1.4,9.7
2017-08-09,2.15,2.4,634.0,2.3,1.1,7.7
2017-08-09,2.4,2.67,530.5,1.8,0.9,6.1
2017-08-09,2.67,2.97,441.7,1.5,0.8,4.9
2017-08-09,2.97,3.29,363.8,1.3,0.6,3.9
2017-08-09,3.29,3.64,299.0,1.0,0.5,3.2
2017-08-09,3.64,4.02,244.8,0.8,0.4,2.6
2017-08-09,4.02,4.43,199.2,0.7,0.3,2.1
2017-08-09,4.43,4.88,161.3,0.5,0.3,1.7
2017-08-09,4.88,5.37,130.1,0.4,0.2,1.3
2017-08-09,5.37,5.9,104.8,0.4,0.2,1.1
2017-08-09,5.9,6.47,84.17,0.3,0.14,0.88
2017-08-09,6.47,7.09,67.68,0.24,0.12,0.71
2017-08-09,7.09,7.76,53.87,0.2,0.09,0.56
2017-08-09,7.76,8.48,43.19,0.17,0.07,0.46
2017-08-09,8.48,9.26,34.69,0.14,0.06,0.37
2017-08-09,9.26,10.1,27.54,0.12,0.05,0.29
2017-08-09,10.1,11.0,22.2,0.1,0.04,0.24
2017-08-09,11.0,13.0,16.01,0.05,0.03,0.18
2017-08-09,13.0,16.6,9.251,0.028,0.016,0.104
2017-08-09,16.6,22.8,4.323,0.013,0.007,0.05
2017-08-09,22.8,33.5,1.681,0.006,0.003,0.02
2017-08-09,33.5,48.5,0.579,0.0028,0.0011,0.0069
2017-08-09,48.5,69.7,0.2045,0.0014,0.0004,0.0024
2017-08-09,69.7,100.0,0.07391,0.00069,0.00018,0.00088
2017-08-10,1.0,1.16,1298.0,6.0,5.0,36.0
2017-08-10,1.16,1.33,1233.0,5.0,4.0,27.0
2017-08-10,1.33,1.51,1151.0,5.0,3.0,21.0
2017-08-10,1.51,1.71,1020.0,4.0,2.0,16.0
2017-08-10,1.71,1.92,894.3,3.3,1.8,12.5
2017-08-10,1.92,2.15,764.0,2.8,1.4,9.9
2017-08-10,2.15,2.4,641.9,2.4,1.2,7.8
2017-08-10,2.4,2.67,538.8,1.9,0.9,6.2
2017-08-10,2.67,2.97,447.9,1.5,0.8,5.0
2017-08-10,2.97,3.29,369.4,1.3,0.6,4.0
2017-08-10,3.29,3.64,305.2,1.0,0.5,3.2
2017-08-10,3.64,4.02,246.4,0.8,0.4,2.6
2017-08-10,4.02,4.43,202.7,0.7,0.3,2.1
2017-08-10,4.43,4.88,163.0,0.5,0.3,1.7
2017-08-10,4.88,5.37,131.6,0.4,0.2,1.4
2017-08-10,5.37,5.9,105.4,0.4,0.2,1.1
2017-08-10,5.9,6.47,84.91,0.3,0.14,0.89
2017-08-10,6.47,7.09,67.85,0.24,0.11,0.71
2017-08-10,7.09,7.76,54.33,0.2,0.09,0.57
2017-08-10,7.76,8.48,43.61,0.17,0.07,0.46
2017-08-10,8.48,9.26,34.93,0.14,0.06,0.37
2017-08-10,9.26,10.1,27.85,0.12,0.05,0.3
2017-08-10,10.1,11.0,22.41,0.1,0.04,0.24
2017-08-10,11.0,13.0,16.13,0.05,0.03,0.18
2017-08-10,13.0,16.6,9.269,0.029,0.016,0.104
2017-08-10,16.6,22.8,4.385,0.013,0.007,0.051
2017-08-10,22.8,33.5,1.676,0.006,0.003,0.02
2017-08-10,33.5,48.5,0.5913,0.0028,0.0012,0.0071
2017-08-10,48.5,69.7,0.2073,0.0014,0.0004,0.0025
2017-08-10,69.7,100.0,0.07409,0.00069,0.00017,0.00088
2017-08-11,1.0,1.16,1334.0,7.0,5.0,37.0
2017-08-11,1.16,1.33,1264.0,6.0,4.0,28.0
2017-08-11,1.33,1.51,1150.0,5.0,3.0,21.0
2017-08-11,1.51,1.71,1035.0,4.0,2.0,16.0
2017-08-11,1.71,1.92,903.3,3.3,1.9,12.7
2017-08-11,1.92,2.15,773.0,2.8,1.5,10.0
2017-08-11,2.15,2.4,658.3,2.4,1.2,8.0
2017-08-11,2.4,2.67,546.1,1.9,1.0,6.3
2017-08-11,2.67,2.97,451.3,1.5,0.8,5.0
2017-08-11,2.97,3.29,372.0,1.3,0.6,4.0
2017-08-11,3.29,3.64,305.5,1.1,0.5,3.2
2017-08-11,3.64,4.02,249.5,0.8,0.4,2.6
2017-08-11,4.02,4.43,202.2,0.7,0.3,2.1
2017-08-11,4.43,4.88,163.6,0.5,0.3,1.7
2017-08-11,4.88,5.37,132.7,0.4,0.2,1.4
2017-08-11,5.37,5.9,106.5,0.4,0.2,1.1
2017-08-11,5.9,6.47,85.38,0.3,0.14,0.89
2017-08-11,6.47,7.09,68.25,0.24,0.12,0.71
2017-08-11,7.09,7.76,54.63,0.2,0.09,0.57
2017-08-11,7.76,8.48,43.94,0.17,0.07,0.47
2017-08-11,8.48,9.26,35.25,0.14,0.06,0.38
2017-08-11,9.26,10.1,28.19,0.12,0.05,0.3
2017-08-11,10.1,11.0,22.15,0.1,0.04,0.24
2017-08-11,11.0,13.0,16.1,0.05,0.03,0.18
2017-08-11,13.0,16.6,9.289,0.029,0.016,0.104
2017-08-11,16.6,22.8,4.368,0.013,0.007,0.05
2017-08-11,22.8,33.5,1.683,0.006,0.003,0.02
2017-08-11,33.5,48.5,0.5875,0.0028,0.0012,0.007
2017-08-11,48.5,69.7,0.2056,0.0014,0.0004,0.0024
2017-08-11,69.7,100.0,0.07709,0.0007,0.00018,0.00091
2017-08-12,1.0,1.16,1330.0,7.0,5.0,37.0
2017-08-12,1.16,1.33,1241.0,6.0,4.0,27.0
2017-08-12,1.33,1.51,1140.0,5.0,3.0,21.0
2017-08-12,1.51,1.71,1017.0,4.0,2.0,16.0
2017-08-12,1.71,1.92,889.6,3.4,1.8,12.5
2017-08-12,1.92,2.15,758.8,2.8,1.4,9.8
2017-08-12,2.15,2.4,644.2,2.3,1.2,7.8
2017-08-12,2.4,2.67,536.9,1.9,0.9,6.2
2017-08-12,2.67,2.97,446.9,1.5,0.8,5.0
2017-08-12,2.97,3.29,367.8,1.3,0.6,4.0
2017-08-12,3.29,3.64,302.7,1.1,0.5,3.2
2017-08-12,3.64,4.02,246.4,0.8,0.4,2.6
2017-08-12,4.02,4.43,199.1,0.7,0.3,2.1
2017-08-12,4.43,4.88,162.1,0.5,0.3,1.7
2017-08-12,4.88,5.37,131.0,0.4,0.2,1.4
2017-08-12,5.37,5.9,105.3,0.4,0.2,1.1
2017-08-12,5.9,6.47,84.64,0.3,0.14,0.88
2017-08-12,6.47,7.09,67.78,0.24,0.11,0.71
2017-08-12,7.09,7.76,54.29,0.2,0.09,0.57
2017-08-12,7.76,8.48,43.17,0.17,0.07,0.46
2017-08-12,8.48,9.26,34.54,0.14,0.06,0.37
2017-08-12,9.26,10.1,27.69,0.12,0.05,0.3
2017-08-12,10.1,11.0,22.07,0.1,0.04,0.24
2017-08-12,11.0,13.0,15.92,0.05,0.03,0.17
2017-08-12,13.0,16.6,9.228,0.028,0.016,0.104
2017-08-12,16.6,22.8,4.346,0.013,0.007,0.05
2017-08-12,22.8,33.5,1.65,0.006,0.003,0.02
2017-08-12,33.5,48.5,0.5811,0.0028,0.0011,0.007
2017-08-12,48.5,69.7,0.209,0.0014,0.0004,0.0025
2017-08-12,69.7,100.0,0.07483,0.00069,0.00018,0.00089
2017-08-13,1.0,1.16,1322.0,7.0,5.0,37.0
2017-08-13,1.16,1.33,1234.0,6.0,4.0,27.0
2017-08-13,1.33,1.51,1124.0,5.0,3.0,20.0
2017-08-13,1.51,1.71,1004.0,4.0,2.0,16.0
2017-08-13,1.71,1.92,886.0,3.4,1.8,12.4
2017-08-13,1.92,2.15,760.9,2.8,1.4,9.8
2017-08-13,2.15,2.4,640.0,2.4,1.1,7.8
2017-08-13,2.4,2.67,537.0,1.9,0.9,6.2
2017-08-13,2.67,2.97,444.7,1.5,0.8,5.0
2017-08-13,2.97,3.29,365.8,1.3,0.6,4.0
2017-08-13,3.29,3.64,301.2,1.1,0.5,3.2
2017-08-13,3.64,4.02,244.4,0.8,0.4,2.6
2017-08-13,4.02,4.43,200.1,0.7,0.3,2.1
2017-08-13,4.43,4.88,162.5,0.5,0.3,1.7
2017-08-13,4.88,5.37,131.0,0.4,0.2,1.4
2017-08-13,5.37,5.9,104.8,0.4,0.2,1.1
2017-08-13,5.9,6.47,84.2,0.3,0.14,0.88
2017-08-13,6.47,7.09,67.81,0.25,0.11,0.71
2017-08-13,7.09,7.76,54.41,0.2,0.09,0.57
2017-08-13,7.76,8.48,43.55,0.17,0.07,0.46
2017-08-13,8.48,9.26,34.58,0.14,0.06,0.37
2017-08-13,9.26,10.1,27.64,0.12,0.05,0.3
2017-08-13,10.1,11.0,22.11,0.1,0.04,0.24
2017-08-13,11.0,13.0,15.87,0.05,0.03,0.17
2017-08-13,13.0,16.6,9.245,0.028,0.016,0.104
2017-08-13,16.6,22.8,4.322,0.013,0.007,0.05
2017-08-13,22.8,33.5,1.669,0.006,0.003,0.02
2017-08-13,33.5,48.5,0.5765,0.0028,0.0011,0.0069
2017-08-13,48.5,69.7,0.2052,0.0014,0.0004,0.0024
2017-08-13,69.7,100.0,0.07552,0.0007,0.00018,0.0009
2017-08-14,1.0,1.16,1336.0,7.0,5.0,37.0
2017-08-14,1.16,1.33,1254.0,6.0,4.0,27.0
2017-08-14,1.33,1.51,1149.0,5.0,3.0,21.0
2017-08-14,1.51,1.71,1025.0,4.0,2.0,16.0
2017-08-14,1.71,1.92,892.3,3.3,1.8,12.5
2017-08-14,1.92,2.15,765.9,2.8,1.5,9.9
2017-08-14,2.15,2.4,644.4,2.4,1.2,7.8
2017-08-14,2.4,2.67,539.6,1.9,0.9,6.2
2017-08-14,2.67,2.97,448.1,1.5,0.8,5.0
2017-08-14,2.97,3.29,370.8,1.3,0.6,4.0
2017-08-14,3.29,3.64,301.7,1.0,0.5,3.2
2017-08-14,3.64,4.02,246.2,0.8,0.4,2.6
2017-08-14,4.02,4.43,200.2,0.7,0.3,2.1
2017-08-14,4.43,4.88,163.0,0.5,0.3,1.7
2017-08-14,4.88,5.37,131.0,0.4,0.2,1.4
2017-08-14,5.37,5.9,105.3,0.4,0.2,1.1
2017-08-14,5.9,6.47,84.92,0.3,0.14,0.89
2017-08-14,6.47,7.09,67.75,0.24,0.11,0.71
2017-08-14,7.09,7.76,54.06,0.2,0.09,0.57
2017-08-14,7.76,8.48,43.06,0.17,0.07,0.46
2017-08-14,8.48,9.26,34.51,0.14,0.06,0.37
2017-08-14,9.26,10.1,27.67,0.12,0.05,0.3
2017-08-14,10.1,11.0,22.05,0.1,0.04,0.24
2017-08-14,11.0,13.0,15.95,0.05,0.03,0.18
2017-08-14,13.0,16.6,9.206,0.029,0.015,0.103
2017-08-14,16.6,22.8,4.334,0.013,0.007,0.05
2017-08-14,22.8,33.5,1.658,0.006,0.003,0.02
2017-08-14,33.5,48.5,0.5746,0.0028,0.0011,0.0069
2017-08-14,48.5,69.7,0.2047,0.0014,0.0004,0.0024
2017-08-14,69.7,100.0,0.07445,0.00069,0.00018,0.00088
2017-08-15,1.0,1.16,1329.0,7.0,5.0,37.0
2017-08-15,1.16,1.33,1258.0,6.0,4.0,27.0
2017-08-15,1.33,1.51,1148.0,5.0,3.0,21.0
2017-08-15,1.51,1.71,1023.0,4.0,2.0,16.0
2017-08-15,1.71,1.92,892.0,3.4,1.8,12.5
2017-08-15,1.92,2.15,761.8,2.8,1.4,9.8
2017-08-15,2.15,2.4,643.2,2.4,1.2,7.8
2017-08-15,2.4,2.67,535.0,1.9,0.9,6.2
2017-08-15,2.67,2.97,445.7,1.5,0.8,5.0
2017-08-15,2.97,3.29,368.7,1.3,0.6,4.0
2017-08-15,3.29,3.64,302.9,1.1,0.5,3.2
2017-08-15,3.64,4.02,247.2,0.8,0.4,2.6
2017-08-15,4.02,4.43,200.4,0.7,0.3,2.1
2017-08-15,4.43,4.88,162.6,0.5,0.3,1.7
2017-08-15,4.88,5.37,130.8,0.4,0.2,1.4
2017-08-15,5.37,5.9,105.4,0.4,0.2,1.1
2017-08-15,5.9,6.47,84.31,0.3,0.14,0.88
2017-08-15,6.47,7.09,67.49,0.24,0.11,0.71
2017-08-15,7.09,7.76,53.6,0.2,0.09,0.56
2017-08-15,7.76,8.48,43.63,0.17,0.07,0.46
2017-08-15,8.48,9.26,34.42,0.14,0.06,0.37
2017-08-15,9.26,10.1,27.58,0.12,0.05,0.3
2017-08-15,10.1,11.0,22.06,0.1,0.04,0.24
2017-08-15,11.0,13.0,15.8,0.05,0.03,0.17
2017-08-15,13.0,16.6,9.194,0.028,0.015,0.103
2017-08-15,16.6,22.8,4.336,0.013,0.007,0.05
2017-08-15,22.8,33.5,1.653,0.006,0.003,0.02
2017-08-15,33.5,48.5,0.5761,0.0028,0.0011,0.0069
2017-08-15,48.5,69.7,0.2057,0.0014,0.0004,0.0024
2017-08-15,69.7,100.0,0.07513,0.00069,0.00018,0.00089
2017-08-16,1.0,1.16,1342.0,7.0,5.0,37.0
2017-08-16,1.16,1.33,1260.0,6.0,4.0,27.0
2017-08-16,1.33,1.51,1151.0,5.0,3.0,21.0
2017-08-16,1.51,1.71,1021.0,4.0,2.0,16.0
2017-08-16,1.71,1.92,887.7,3.4,1.8,12.5
2017-08-16,1.92,2.15,763.5,2.8,1.4,9.9
2017-08-16,2.15,2.4,642.6,2.4,1.2,7.8
2017-08-16,2.4,2.67,535.7,1.9,0.9,6.2
2017-08-16,2.67,2.97,445.9,1.5,0.8,5.0
2017-08-16,2.97,3.29,368.6,1.3,0.6,4.0
2017-08-16,3.29,3.64,299.8,1.0,0.5,3.2
2017-08-16,3.64,4.02,246.3,0.8,0.4,2.6
2017-08-16,4.02,4.43,201.5,0.7,0.3,2.1
2017-08-16,4.43,4.88,161.9,0.5,0.3,1.7
2017-08-16,4.88,5.37,130.5,0.4,0.2,1.4
2017-08-16,5.37,5.9,104.5,0.4,0.2,1.1
2017-08-16,5.9,6.47,84.68,0.3,0.14,0.88
2017-08-16,6.47,7.09,67.47,0.24,0.11,0.71
2017-08-16,7.09,7.76,54.16,0.2,0.09,0.57
2017-08-16,7.76,8.48,43.4,0.17,0.07,0.46
2017-08-16,8.48,9.26,34.37,0.14,0.06,0.37
2017-08-16,9.26,10.1,27.74,0.12,0.05,0.3
2017-08-16,10.1,11.0,22.17,0.1,0.04,0.24
2017-08-16,11.0,13.0,15.92,0.05,0.03,0.17
2017-08-16,13.0,16.6,9.225,0.029,0.016,0.104
2017-08-16,16.6,22.8,4.328,0.013,0.007,0.05
2017-08-16,22.8,33.5,1.67,0.006,0.003,0.02
2017-08-16,33.5,48.5,0.5861,0.0028,0.0012,0.007
2017-08-16,48.5,69.7,0.2067,0.0014,0.0004,0.0025
2017-08-16,69.7,100.0,0.07492,0.00069,0.00018,0.00089
2017-08-17,1.0,1.16,1331.0,7.0,5.0,37.0
2017-08-17,1.16,1.33,1255.0,6.0,4.0,27.0
2017-08-17,1.33,1.51,1130.0,5.0,3.0,20.0
2017-08-17,1.51,1.71,1014.0,4.0,2.0,16.0
2017-08-17,1.71,1.92,880.8,3.4,1.8,12.4
2017-08-17,1.92,2.15,754.0,2.8,1.4,9.7
2017-08-17,2.15,2.4,636.2,2.4,1.2,7.7
2017-08-17,2.4,2.67,533.4,1.9,0.9,6.2
2017-08-17,2.67,2.97,438.3,1.5,0.8,4.9
2017-08-17,2.97,3.29,364.3,1.3,0.6,3.9
2017-08-17,3.29,3.64,298.5,1.1,0.5,3.2
2017-08-17,3.64,4.02,243.4,0.8,0.4,2.6
2017-08-17,4.02,4.43,199.7,0.7,0.3,2.1
2017-08-17,4.43,4.88,160.3,0.5,0.3,1.7
2017-08-17,4.88,5.37,129.8,0.4,0.2,1.3
2017-08-17,5.37,5.9,104.6,0.4,0.2,1.1
2017-08-17,5.9,6.47,83.51,0.3,0.14,0.87
2017-08-17,6.47,7.09,67.31,0.24,0.11,0.7
2017-08-17,7.09,7.76,53.54,0.2,0.09,0.56
2017-08-17,7.76,8.48,43.17,0.17,0.07,0.46
2017-08-17,8.48,9.26,34.64,0.14,0.06,0.37
2017-08-17,9.26,10.1,27.74,0.12,0.05,0.3
2017-08-17,10.1,11.0,22.05,0.1,0.04,0.24
2017-08-17,11.0,13.0,15.96,0.05,0.03,0.18
2017-08-17,13.0,16.6,9.277,0.029,0.016,0.104
2017-08-17,16.6,22.8,4.366,0.013,0.008,0.05
2017-08-17,22.8,33.5,1.663,0.006,0.003,0.02
2017-08-17,33.5,48.5,0.5805,0.0028,0.0012,0.007
2017-08-17,48.5,69.7,0.2068,0.0014,0.0004,0.0025
2017-08-17,69.7,100.0,0.07512,0.0007,0.00018,0.00089
2017-08-18,1.0,1.16,1303.0,7.0,5.0,36.0
2017-08-18,1.16,1.33,1218.0,6.0,4.0,27.0
2017-08-18,1.33,1.51,1111.0,5.0,3.0,20.0
2017-08-18,1.51,1.71,993.9,4.1,2.3,15.5
2017-08-18,1.71,1.92,860.0,3.4,1.8,12.1
2017-08-18,1.92,2.15,739.5,2.8,1.4,9.5
2017-08-18,2.15,2.4,622.4,2.4,1.1,7.6
2017-08-18,2.4,2.67,522.8,1.9,0.9,6.0
2017-08-18,2.67,2.97,431.8,1.5,0.8,4.8
2017-08-18,2.97,3.29,357.9,1.3,0.6,3.9
2017-08-18,3.29,3.64,295.5,1.1,0.5,3.1
2017-08-18,3.64,4.02,241.1,0.8,0.4,2.5
2017-08-18,4.02,4.43,195.7,0.7,0.3,2.1
