NAME,RA,DEC,TRIGGER_TIME,T90,T90_ERROR,FLUENCE,FLUENCE_ERROR,T50,T50_ERROR,TRIGGER_NAME
GRB211112607                  ,138.38,-2.54,59530.607203393,111.618,13.036,2.8394e-06,6.3364e-08,21.76,4.558,"bn211112607
"
GRB170614505                  ,310.99,-37.91,57918.504614767,5.376,1.639,4.2351e-07,4.7147e-08,2.56,1.28,"bn170614505
"
GRB150603105                  ,74.77,-37.87,57176.105410883,67.328,9.486,2.1035e-06,2.9073e-08,26.88,2.862,"bn150603105
"
GRB231222299                  ,164.71,-37.75,60300.298548767,14.592,1.379,6.7542e-06,3.6149e-08,4.608,0.724,"bn231222299
"
GRB110702187                  ,5.62,-37.66,55744.187140239,34.369,5.736,7.9885e-06,1.3348e-07,16.384,0.64,"bn110702187
"
GRB140706815                  ,49.2952,-38.0508,56844.814975276,43.776,2.721,2.4869e-06,7.803e-08,23.04,12.331,"bn140706815
"
GRB150201574                  ,11.8325,-37.6193,57054.574249448,15.616,0.362,6.3139e-05,5.2677e-08,4.864,0.362,"bn150201574
"
GRB200914534                  ,256.36,-37.59,59106.533680954,65.281,2.064,1.5381e-05,5.3207e-08,25.856,0.724,"bn200914534
"
GRB190810675                  ,193.78,-37.56,58705.675014382,0.16,0.137,2.6057e-07,2.1604e-08,0.08,0.051,"bn190810675
"
GRB220523175                  ,136.66,-37.46,59722.174651586,7.68,2.996,5.7853e-07,3.3831e-08,3.328,1.493,"bn220523175
"
GRB090608052                  ,100.19,-37.41,54990.052391175,21.504,2.29,1.2448e-06,1.7538e-08,6.144,1.448,"bn090608052
"
GRB100118100                  ,9.26,-37.37,55214.099695582,9.216,6.72,1.4369e-06,1.0832e-07,2.56,0.923,"bn100118100
"
GRB111120556                  ,344.6,-37.34,55885.555833896,98.626,2.97,6.7277e-06,8.4172e-08,17.408,1.448,"bn111120556
"
GRB210102861                  ,235.737,-37.222,59216.860583318,83.97,1.717,5.985e-06,4.9891e-08,9.216,0.724,"bn210102861
"
GRB120926426                  ,59.72,-37.2,56196.425880123,60.161,3.482,4.3826e-06,9.1741e-08,10.752,1.305,"bn120926426
"
GRB240727250                  ,97.786,-37.18,60518.250103718,18.688,1.056,2.852e-06,7.0236e-08,7.168,1.28,"bn240727250
"
GRB231116403                  ,24.59,-36.79,60264.403180108,6.912,3.692,5.9316e-07,2.9567e-08,2.048,0.923,"bn231116403
"
GRB130627372                  ,184.445,-37.086,56470.371596464,35.84,1.717,1.5766e-06,2.4121e-08,8.96,0.724,"bn130627372
"
GRB230320949                  ,253.7,-37.04,60023.948682776,0.832,1.834,1.9072e-07,2.2078e-08,0.192,0.202,"bn230320949
"
GRB101102840                  ,284.68,-37.03,55502.840363772,43.52,6.676,1.7217e-06,3.2824e-08,19.2,3.367,"bn101102840
"
GRB251215181                  ,122.653,-36.7395,61024.181499629,142.85,1.28,1.368e-05,6.4222e-08,67.841,2.415,"bn251215181
"
GRB091112737                  ,257.728,-36.715,55147.736988678,24.576,0.923,9.8981e-06,8.8617e-08,7.68,0.362,"bn091112737
"
GRB251018133                  ,282.043,-37.0265,60966.133340671,27.137,2.202,1.9774e-06,4.3154e-08,10.752,0.923,"bn251018133
"
GRB141003564                  ,321.77,-36.89,56933.564040534,8.704,1.619,1.8542e-06,4.3408e-08,2.048,0.572,"bn141003564
"
GRB250317824                  ,73.51,-35.69,60751.824339667,55.297,0.724,1.1383e-05,5.9333e-08,29.697,0.724,"bn250317824
"
GRB140430716                  ,146.38,-36.88,56777.716247803,26.368,5.615,9.1782e-06,1.5499e-07,4.096,0.724,"bn140430716
"
GRB180610377                  ,205.52,-36.87,58279.377235898,163.331,4.529,8.5794e-06,6.6992e-08,40.705,2.996,"bn180610377
"
GRB210105669                  ,70.99,-36.83,59219.668818522,5.12,1.717,3.0961e-07,1.8747e-08,1.28,0.362,"bn210105669
"
GRB201104808                  ,240.32,-36.73,59157.807930622,40.448,4.048,2.4556e-06,5.5618e-08,13.568,1.846,"bn201104808
"
GRB140911012                  ,128.39,-36.56,56911.011887242,116.736,5.4,6.7844e-06,8.6314e-08,42.24,2.56,"bn140911012
"
GRB231114388                  ,150.0,-36.55,60262.387967503,0.384,0.405,1.5715e-07,1.2953e-08,0.128,0.143,"bn231114388
"
GRB180809485                  ,297.793,-34.663,58339.48486199,236.036,10.746,7.981e-06,5.66e-08,132.607,4.672,"bn180809485
"
GRB120222119                  ,340.0,-36.41,55979.119375998,29.44,5.382,2.4509e-06,6.2101e-08,9.728,1.846,"bn120222119
"
GRB090718762                  ,274.12,-36.39,55030.762301405,23.744,0.802,2.502e-05,1.1932e-07,8.448,0.231,"bn090718762
"
GRB181224987                  ,192.99,-36.3,58476.987354785,1.088,0.487,1.5167e-07,2.1381e-08,0.192,0.326,"bn181224987
"
GRB190411407                  ,285.96,-36.27,58584.406812469,18.688,2.636,4.0735e-06,3.407e-08,6.4,1.305,"bn190411407
"
GRB140110263                  ,28.9,-36.26,56667.262939072,9.472,1.619,5.426e-06,4.5332e-08,3.584,0.724,"bn140110263
"
GRB150726877                  ,264.38,-36.2,57229.876742377,46.849,1.717,6.8193e-06,5.4915e-08,13.312,0.724,"bn150726877
"
GRB210917157                  ,75.47,-36.18,59474.15679657,7.04,3.666,3.7459e-07,3.1642e-08,2.88,1.132,"bn210917157
"
GRB231014102                  ,110.07,-36.05,60231.102074901,8.448,5.776,5.3541e-07,4.2685e-08,3.84,1.305,"bn231014102
"
GRB090531775                  ,252.06,-36.05,54982.7749594,0.768,0.231,3.1809e-07,1.8367e-08,0.384,0.231,"bn090531775
"
GRB100805845                  ,112.72,-35.93,55413.844786208,58.43,6.426,1.0611e-05,1.6919e-07,30.721,2.111,"bn100805845
"
GRB180816088                  ,126.21,-36.71,58346.088413343,34.561,0.923,1.6146e-05,4.1221e-08,13.824,0.724,"bn180816088
"
GRB210318131                  ,264.227,-35.819,59291.131093801,24.32,5.081,9.911e-07,2.6245e-08,8.96,1.639,"bn210318131
"
GRB090528173                  ,134.9,-35.8,54979.172929873,35.905,2.187,6.5647e-06,1.144e-07,17.408,0.604,"bn090528173
"
GRB081231140                  ,208.6,-35.8,54831.139604102,28.736,2.611,1.6119e-05,1.1725e-07,16.832,0.462,"bn081231140
"
GRB120908873                  ,268.67,-35.79,56178.873274935,46.849,2.611,1.2703e-05,8.5373e-08,13.824,0.724,"bn120908873
"
GRB240603423                  ,272.58,-35.78,60464.423047983,36.865,0.572,8.3135e-06,2.3423e-08,16.64,0.724,"bn240603423
"
GRB250910993                  ,47.58,-35.77,60928.99318682,12.8,2.29,1.0294e-06,3.7893e-08,5.376,1.448,"bn250910993
"
GRB180311074                  ,53.95,-35.77,58188.073533578,0.96,0.528,7.5439e-07,3.3679e-08,0.448,0.181,"bn180311074
"
GRB230724049                  ,269.02,-36.63,60149.048951983,0.416,0.273,9.2377e-08,1.0959e-08,0.064,0.072,"bn230724049
"
GRB141128962                  ,321.8,-35.76,56989.96242868,0.272,0.926,1.7603e-07,1.5132e-08,0.048,0.051,"bn141128962
"
GRB150118409                  ,240.24,-35.75,57040.40853905,40.193,0.572,0.00014114,1.0972e-07,16.896,0.724,"bn150118409
"
GRB220304228                  ,244.97,-35.7,59642.228458178,31.489,0.572,6.9942e-05,9.3838e-08,15.104,0.362,"bn220304228
"
GRB180606730                  ,261.65,-35.67,58275.730308055,6.08,0.689,1.2997e-06,4.7018e-08,3.2,0.643,"bn180606730
"
GRB250824568                  ,248.34,-35.61,60911.568216,0.576,0.781,5.5401e-08,6.5756e-09,0.064,0.143,"bn250824568
"
GRB150527662                  ,10.8,-35.6,57169.662310908,63.233,5.184,5.0398e-06,4.4666e-08,18.944,1.619,"bn150527662
"
GRB200510445                  ,155.08,-1.93,58979.445335169,9.981,1.055,5.3483e-06,5.9809e-08,2.816,0.724,"bn200510445
"
GRB230330018                  ,65.05,-35.22,60033.018112176,18.944,4.344,1.0837e-06,2.1155e-08,6.656,0.572,"bn230330018
"
GRB141121414                  ,235.89,-35.6,56982.413987059,3.84,0.572,8.7914e-07,4.1745e-08,1.536,0.724,"bn141121414
"
GRB100504806                  ,255.58,-35.6,55320.806198331,16.512,1.81,2.3263e-06,1.2585e-07,8.32,1.834,"bn100504806
"
GRB100510810                  ,355.8,-35.6,55326.810497326,31.169,4.017,3.7181e-06,5.0843e-08,10.368,0.975,"bn100510810
"
GRB240115698                  ,191.894,-35.566,60324.698352121,163.076,4.375,8.5121e-06,6.5398e-08,40.961,1.639,"bn240115698
"
GRB111025078                  ,325.62,-35.52,55859.078307201,51.712,2.202,2.9813e-06,3.1326e-08,31.488,1.28,"bn111025078
"
GRB241209308                  ,115.99,-0.99,60653.30757634,10.752,1.145,3.5718e-06,1.8291e-08,3.84,0.362,"bn241209308
"
GRB131216081                  ,91.59,-35.5,56642.080926651,19.262,3.598,6.7779e-06,3.99e-08,3.072,0.572,"bn131216081
"
GRB150711766                  ,221.627,-35.456,57214.765974051,82.177,6.192,9.4843e-06,1.1396e-07,15.616,2.187,"bn150711766
"
GRB101128322                  ,145.47,-35.2,55528.322271278,8.192,1.493,8.3558e-07,1.5248e-08,2.816,0.572,"bn101128322
"
GRB210712405                  ,97.3318,-35.3717,59407.404988213,7.168,1.81,1.1935e-06,5.552e-08,3.072,0.923,"bn210712405
"
GRB170923101                  ,120.12,-35.33,58019.100703704,46.08,14.956,2.4551e-06,5.5859e-08,20.224,4.167,"bn170923101
"
GRB200101861                  ,257.43,-35.06,58849.860722817,9.984,0.326,9.1089e-05,7.6102e-08,1.6,0.091,"bn200101861
"
GRB171227000                  ,280.69,-35.03,58114.000155115,37.633,0.572,0.00028962,8.4625e-08,10.496,0.362,"bn171227000
"
GRB170718152                  ,102.27,-35.0,57952.152432497,40.192,4.136,3.0268e-06,5.1382e-08,10.752,1.493,"bn170718152
"
GRB180910352                  ,263.68,-34.94,58371.352453788,0.256,0.842,8.6434e-07,1.5023e-07,0.064,0.143,"bn180910352
"
GRB230102015                  ,272.78,-35.14,59946.015427856,0.176,0.036,1.1508e-06,9.8569e-09,0.08,0.036,"bn230102015
"
GRB121225417                  ,310.45,-34.83,56286.417286837,58.497,0.82,6.958e-05,1.911e-07,35.585,0.181,"bn121225417
"
GRB160225809                  ,150.19,-34.71,57443.808627251,64.257,1.145,1.7677e-05,6.5721e-08,9.728,0.362,"bn160225809
"
GRB221016986                  ,38.949,-34.624,59868.985679504,12.736,1.145,5.1056e-06,3.505e-08,4.096,0.362,"bn221016986
"
GRB100910818                  ,238.1,-34.62,55449.817869945,13.824,0.724,1.3408e-05,4.7398e-08,6.656,0.572,"bn100910818
"
GRB241223506                  ,159.98,-34.61,60667.506095273,30.465,0.724,6.2659e-05,4.9236e-08,5.376,0.572,"bn241223506
"
GRB221216473                  ,326.021,-34.405,59929.473127127,184.324,4.238,6.8631e-06,5.9411e-08,53.761,8.196,"bn221216473
"
GRB090427688                  ,356.2,-34.6,54948.687775566,12.288,1.28,1.6151e-06,3.1825e-08,6.4,0.572,"bn090427688
"
GRB250521242                  ,197.75,-35.13,60816.241884445,3.584,1.639,5.1467e-07,5.0447e-08,2.304,1.305,"bn250521242
"
GRB200112395                  ,186.97,-34.31,58860.394762475,38.912,4.222,8.6972e-07,2.3431e-08,15.36,2.36,"bn200112395
"
GRB250121983                  ,225.14,-34.37,60696.983400223,5.184,0.389,5.6747e-06,1.9809e-08,1.664,0.143,"bn250121983
"
GRB180910156                  ,352.82,-0.88,58371.155741701,28.928,2.111,1.6293e-06,4.1623e-08,13.312,1.95,"bn180910156
"
GRB101219686                  ,12.2306,-34.5662,55549.686262972,51.009,1.775,3.989e-06,4.8933e-08,21.824,2.199,"bn101219686
"
GRB251118855                  ,160.004,-34.5226,60997.855209371,46.593,0.362,0.00010291,3.9106e-08,4.608,0.362,"bn251118855
"
GRB260207238                  ,160.45,-34.44,61078.237889505,15.488,1.431,2.6572e-06,4.1497e-08,6.784,0.429,"bn260207238
"
GRB120707800                  ,291.06,-34.44,56115.80020173,40.96,4.238,9.355e-05,7.0713e-07,16.64,0.724,"bn120707800
"
GRB230129246                  ,129.03,-34.23,59973.245727466,72.961,7.209,2.2208e-06,4.3617e-08,33.537,1.999,"bn230129246
"
GRB110409179                  ,238.7,-34.32,55660.17871065,0.128,0.143,3.2835e-07,1.0647e-08,0.128,0.091,"bn110409179
"
GRB240320831                  ,275.17,-34.22,60389.83072939,9.728,1.557,1.6411e-06,2.311e-08,2.56,0.572,"bn240320831
"
GRB200929204                  ,217.45,-34.27,59121.203614197,2.048,1.086,1.9463e-07,1.8765e-08,1.28,0.724,"bn200929204
"
GRB190409901                  ,229.97,-33.13,58582.901452024,1.6,2.673,4.6128e-07,4.116e-08,0.512,0.373,"bn190409901
"
GRB090310189                  ,184.9,-34.2,54900.189466462,116.93,1.056,5.5426e-06,6.2044e-08,57.089,4.783,"bn090310189
"
GRB090829672                  ,329.23,-34.19,55072.671977593,67.585,2.896,7.6637e-05,1.5833e-07,12.288,1.448,"bn090829672
"
GRB150214293                  ,342.58,-34.17,57067.292623259,0.192,0.286,2.3705e-07,1.4042e-08,0.128,0.091,"bn150214293
"
GRB191205741                  ,14.04,-34.15,58822.740514368,2.048,3.62,9.8095e-08,2.9116e-08,1.024,1.717,"bn191205741
"
GRB081222204                  ,22.7,-34.1,54822.204169626,18.88,2.318,1.1887e-05,9.5653e-08,4.672,0.231,"bn081222204
"
GRB141110232                  ,253.13,-34.09,56971.231522651,36.608,1.81,2.4307e-06,3.8613e-08,19.968,1.379,"bn141110232
"
GRB081213173                  ,12.9,-33.9,54813.173398565,0.256,0.286,1.2255e-07,1.8746e-08,0.192,0.202,"bn081213173
"
GRB220305481                  ,174.41,-34.04,59643.481487019,172.803,1.493,1.6196e-05,3.1003e-08,6.4,0.572,"bn220305481
"
GRB160310291                  ,245.59,-34.03,57457.291105905,23.613,1.864,2.5374e-06,6.1689e-08,12.288,2.611,"bn160310291
"
GRB190821716                  ,250.077,-34.022,58716.715672264,59.904,5.152,3.6154e-06,4.735e-08,34.304,2.111,"bn190821716
"
GRB161206064                  ,0.94,-34.02,57728.064213854,33.537,1.28,3.7214e-05,3.8705e-08,9.472,0.362,"bn161206064
"
GRB110616648                  ,274.45,-34.02,55728.648208734,12.544,2.611,1.2947e-06,5.0912e-08,4.864,1.493,"bn110616648
"
GRB170726249                  ,166.42,-34.0,57960.248789579,1.792,0.923,6.0235e-07,1.6762e-08,0.768,0.362,"bn170726249
"
GRB220609063                  ,225.48,-33.9,59739.063129037,11.52,2.29,8.4055e-07,5.2412e-08,7.68,3.114,"bn220609063
"
GRB130614997                  ,324.18,-33.89,56457.997335002,9.28,1.972,6.7209e-06,9.6617e-08,2.944,0.286,"bn130614997
"
GRB110509142                  ,180.81,-34.0,55690.142115662,68.864,2.757,3.7606e-06,4.3101e-08,20.992,4.104,"bn110509142
"
GRB120119354                  ,65.96,-33.92,55945.353817318,16.896,3.278,2.793e-06,7.8377e-08,5.632,0.923,"bn120119354
"
GRB230803977                  ,48.74,-33.88,60159.977294376,27.905,1.864,3.4323e-06,8.5781e-08,8.96,0.923,"bn230803977
"
GRB211109028                  ,129.05,-33.88,59527.027594533,8.96,5.425,1.1623e-06,2.4163e-08,1.024,0.572,"bn211109028
"
GRB230425230                  ,150.68,-33.87,60059.229622218,0.528,0.74,7.9281e-08,2.0009e-08,0.032,0.082,"bn230425230
"
GRB080808451                  ,107.4,-33.8,54686.451426677,4.352,0.832,7.1043e-07,3.9634e-08,2.048,0.64,"bn080808451
"
GRB091101143                  ,29.8,-33.68,55136.143431581,10.688,0.842,7.8384e-06,7.8792e-08,5.056,0.32,"bn091101143
"
GRB130819394                  ,124.72,-33.76,56523.394144669,82.689,4.536,8.6817e-06,6.9009e-08,36.608,1.639,"bn130819394
"
GRB231001015                  ,264.86,-33.75,60218.014543807,39.937,1.81,5.9303e-06,5.6393e-08,23.296,0.724,"bn231001015
"
GRB180810278                  ,32.23,-33.74,58340.278318797,15.104,1.493,2.2246e-06,5.4713e-08,9.216,0.724,"bn180810278
"
GRB240521631                  ,355.688,-33.7215,60451.631215947,33.792,4.782,2.8044e-06,4.33e-08,11.264,1.086,"bn240521631
"
GRB120506128                  ,172.22,-33.72,56053.128496699,2.304,1.379,2.8721e-07,2.5126e-08,1.28,0.724,"bn120506128
"
GRB211116586                  ,276.24,-33.6,59534.586034124,19.968,1.81,1.1156e-05,6.934e-08,5.376,0.572,"bn211116586
"
GRB141031998                  ,133.08,-33.68,56961.998158826,0.16,0.865,8.351e-08,2.0706e-08,0.064,0.115,"bn141031998
"
GRB180724807                  ,285.24,-33.66,58323.807309581,58.113,0.81,2.7823e-05,8.5006e-08,15.616,0.724,"bn180724807
"
GRB220715934                  ,254.875,-33.5979,59775.933828004,39.68,1.305,1.5233e-06,4.6245e-08,15.36,5.431,"bn220715934
"
GRB220222808                  ,191.15,-33.55,59632.808415928,10.752,1.846,1.1132e-06,4.3176e-08,3.584,1.145,"bn220222808
"
GRB180405169                  ,123.62,-33.5,58213.168669691,28.477,2.834,7.3004e-06,4.9838e-08,9.984,0.572,"bn180405169
"
GRB090626189                  ,170.01,-33.5,55008.188991668,48.897,2.828,6.3046e-05,1.0656e-07,31.233,0.362,"bn090626189
"
GRB231030050                  ,117.59,-33.49,60247.050274766,34.049,2.673,3.7821e-06,5.8126e-08,15.36,1.145,"bn231030050
"
GRB171223818                  ,115.84,-33.48,58110.81823001,0.384,0.295,1.8888e-06,2.2335e-08,0.128,0.072,"bn171223818
"
GRB080812889                  ,176.7,-33.2,54690.888586014,15.04,0.462,2.4547e-06,4.1782e-08,7.488,0.286,"bn080812889
"
GRB201012233                  ,303.67,-33.46,59134.233084518,64.001,1.639,8.5926e-06,3.6769e-08,25.857,0.572,"bn201012233
"
GRB220905478                  ,343.51,-33.46,59827.47828353,12.544,0.724,1.3025e-05,3.7978e-08,6.144,0.362,"bn220905478
"
GRB230921112                  ,239.42,-33.44,60208.112183046,108.546,1.145,1.0191e-05,5.5376e-08,43.777,1.379,"bn230921112
"
GRB150805746                  ,326.08,-33.4,57239.745978129,1.408,0.466,3.8213e-07,1.1208e-08,0.576,0.181,"bn150805746
"
GRB180411546                  ,284.13,-33.38,58219.546455942,29.696,8.452,9.7653e-06,4.6558e-07,10.752,2.064,"bn180411546
"
GRB111109453                  ,133.73,-33.35,55874.453151011,4.864,2.757,3.0487e-07,3.2271e-08,1.792,1.145,"bn111109453
"
GRB140919636                  ,221.538,-33.1759,56919.635573331,108.546,1.619,1.0749e-05,2.407e-08,60.673,1.305,"bn140919636
"
GRB241211100                  ,266.66,-33.29,60655.099558733,0.576,0.81,2.3657e-07,1.2257e-08,0.192,0.143,"bn241211100
"
GRB240727994                  ,115.48,-33.01,60518.994283209,11.773,1.305,4.0138e-06,1.4273e-08,2.56,0.362,"bn240727994
"
GRB180804554                  ,136.71,-33.24,58334.553951814,43.517,2.636,1.0306e-05,5.0832e-08,10.496,0.81,"bn180804554
"
GRB131209547                  ,136.5,-33.2,56635.547187131,13.568,1.145,1.3674e-05,8.8332e-08,6.4,0.362,"bn131209547
"
GRB111022854                  ,104.5,-33.11,55856.853746575,0.192,0.707,1.26e-07,1.2141e-08,0.128,0.091,"bn111022854
"
GRB160512199                  ,240.68,-33.09,57520.198607994,78.081,3.566,9.8679e-06,4.6208e-08,17.92,0.572,"bn160512199
"
GRB200801650                  ,70.54,-33.06,59062.649846685,63.745,1.557,1.2034e-05,6.7253e-08,23.04,2.573,"bn200801650
"
GRB160519060                  ,138.12,-33.03,57527.06017579,17.664,1.95,3.173e-06,4.3691e-08,6.656,1.145,"bn160519060
"
GRB171117515                  ,196.81,-33.0,58074.515033195,105.922,2.429,1.0845e-05,6.3029e-08,29.697,1.056,"bn171117515
"
GRB090108322                  ,0.4,-32.9,54839.321798145,0.192,0.143,5.3623e-07,1.4059e-08,0.128,0.143,"bn090108322
"
GRB210723615                  ,121.721,-32.8851,59418.615362208,42.753,2.862,1.4503e-05,2.9064e-07,13.056,0.572,"bn210723615
"
GRB211207416                  ,54.32,-32.82,59555.416077471,120.322,3.167,2.0117e-05,5.2355e-08,31.489,1.056,"bn211207416
"
GRB090129880                  ,269.0,-32.8,54860.880039648,16.64,3.328,5.5712e-06,6.2011e-08,6.144,2.29,"bn090129880
"
GRB140701833                  ,285.44,-32.59,56839.833046961,6.912,0.923,2.609e-06,5.1773e-08,2.048,0.572,"bn140701833
"
GRB160111115                  ,310.24,-32.78,57398.114621426,26.88,6.676,2.6274e-06,5.0292e-08,11.008,1.305,"bn160111115
"
GRB170429799                  ,259.71,-32.77,57872.799451351,220.163,1.379,3.7615e-05,1.074e-07,73.473,1.999,"bn170429799
"
GRB140901821                  ,15.82,-32.76,56901.820573784,0.176,0.036,5.123e-06,3.1497e-08,0.112,0.036,"bn140901821
"
GRB150122960                  ,151.23,-32.6,57044.960050005,53.249,13.827,3.1678e-06,5.6373e-08,16.896,2.429,"bn150122960
"
GRB240112742                  ,217.66,-32.59,60321.741753048,1.28,0.572,7.6637e-07,5.2033e-08,0.768,0.362,"bn240112742
"
GRB220627901                  ,201.2,-32.5,59757.900652667,126.978,7.672,1.0839e-05,2.3651e-07,90.625,1.81,"bn220627901
"
GRB230306673                  ,160.41,-32.55,60009.672934362,0.64,0.604,3.2852e-06,3.8048e-06,0.384,0.547,"bn230306673
"
GRB151120349                  ,157.25,-32.5237,57346.349232684,28.416,4.615,9.6457e-06,2.5431e-08,9.216,0.572,"bn151120349
"
GRB220627890                  ,201.2,-32.5,59757.889584326,136.706,1.28,4.5358e-05,5.298e-08,70.913,0.923,"bn220627890
"
GRB230207021                  ,234.27,-32.49,59982.021345769,22.528,5.327,2.6441e-06,1.1781e-07,9.472,1.639,"bn230207021
"
GRB191111347                  ,130.54,-32.47,58798.346638567,5.376,0.923,8.0049e-07,1.5918e-08,2.048,0.362,"bn191111347
"
GRB250331070                  ,101.41,-32.39,60765.070049424,20.992,1.619,1.2484e-06,3.0271e-08,9.216,1.81,"bn250331070
"
GRB241013936                  ,148.37,-32.34,60596.93590318,29.121,3.482,4.6047e-06,3.1618e-08,9.984,0.572,"bn241013936
"
GRB251211112                  ,181.95,-32.33,61020.111796128,182.531,8.002,1.2214e-05,1.1104e-07,63.745,3.416,"bn251211112
"
GRB140720158                  ,175.03,-32.31,56858.1579325,0.32,0.262,1.997e-07,1.2266e-08,0.064,0.045,"bn140720158
"
GRB110505203                  ,16.81,-32.3,55686.203430924,4.096,0.545,2.0341e-06,6.9418e-08,1.6,0.231,"bn110505203
"
GRB180710062                  ,200.66,-32.24,58309.061559138,90.112,3.208,4.335e-06,3.5984e-08,57.856,1.493,"bn180710062
"
GRB130112353                  ,196.29,-31.94,56304.352636511,2.048,1.557,1.2393e-06,2.9823e-08,0.768,0.362,"bn130112353
"
GRB120526303                  ,66.28,-32.23,56073.303249647,43.649,1.002,0.00011619,2.2796e-07,24.448,0.272,"bn120526303
"
GRB120429484                  ,133.04,-32.23,56046.484071018,15.36,1.619,2.3678e-06,1.7472e-08,10.24,1.145,"bn120429484
"
GRB140329295                  ,145.698,-32.229,56745.294888075,21.248,1.056,6.7004e-05,3.3216e-08,2.816,0.362,"bn140329295
"
GRB210807525                  ,256.22,-32.18,59433.525495882,8.704,0.81,2.2806e-06,3.2429e-08,2.304,0.724,"bn210807525
"
GRB230812395                  ,294.2,-32.16,60168.394819925,25.6,2.111,2.3004e-06,2.6662e-08,6.656,1.619,"bn230812395
"
GRB191111364                  ,189.29,-32.12,58798.364235506,88.066,0.923,1.4549e-05,5.967e-08,26.625,1.28,"bn191111364
"
GRB081206604                  ,353.3,-31.9,54806.603827464,7.936,4.382,4.9971e-07,3.6592e-08,3.072,1.619,"bn081206604
"
GRB190129515                  ,11.459,-31.887,58512.515067972,8.704,1.379,1.1022e-06,3.5662e-08,3.584,0.81,"bn190129515
"
GRB240607459                  ,17.81,-32.08,60468.459193408,20.224,0.572,9.2723e-05,4.3267e-08,7.424,0.362,"bn240607459
"
GRB141105358                  ,202.6,-32.0,56966.358204577,19.2,4.261,1.8375e-06,3.0209e-08,6.912,0.923,"bn141105358
"
GRB120711446                  ,127.88,-31.83,56119.446464941,87.552,3.874,1.8621e-06,2.0411e-08,45.312,1.379,"bn120711446
"
GRB201016136                  ,7.98,-31.82,59138.136355822,165.123,9.148,4.5372e-06,8.3223e-08,8.448,2.36,"bn201016136
"
GRB180923931                  ,310.61,-0.7,58384.930908965,8.192,0.724,1.8808e-05,3.1532e-08,3.328,0.724,"bn180923931
"
GRB200325138                  ,31.7203,-31.816,58933.137867389,0.96,0.143,1.4803e-06,4.6226e-08,0.448,0.143,"bn200325138
"
GRB170826819                  ,327.7,-31.8,57991.818709242,11.008,0.724,3.2272e-05,7.4419e-08,5.888,0.572,"bn170826819
"
GRB190808498                  ,282.22,-31.77,58703.497543872,47.36,4.83,1.131e-06,6.2901e-08,25.856,13.845,"bn190808498
"
GRB230225618                  ,46.01,-31.18,60000.617586816,51.2,3.338,3.4959e-06,4.5688e-08,16.128,1.28,"bn230225618
"
GRB111010660                  ,183.54,-31.7,55844.659974503,8.704,2.111,8.7058e-07,3.3439e-08,4.864,0.724,"bn111010660
"
GRB120811014                  ,43.658,-31.675,56150.014239442,0.448,0.091,2.2744e-06,1.9404e-08,0.32,0.091,"bn120811014
"
GRB090101758                  ,77.8,-31.6,54832.758124045,108.802,1.619,1.2288e-05,1.1393e-07,6.144,0.724,"bn090101758
"
GRB090513916                  ,269.8,-31.6,54964.915832413,25.28,7.146,4.9405e-06,1.7733e-07,11.008,1.691,"bn090513916
"
GRB210401970                  ,263.07,-31.58,59305.970185523,301.061,4.404,7.4899e-05,3.1777e-07,198.659,1.28,"bn210401970
"
GRB180413118                  ,168.18,-31.56,58221.117861491,57.857,2.36,7.552e-06,2.3618e-08,15.872,0.724,"bn180413118
"
GRB230430368                  ,113.85,-31.18,60064.368429744,57.6,3.482,5.4429e-06,4.1685e-08,24.064,0.923,"bn230430368
"
GRB180718763                  ,44.677,-31.503,58317.762783143,98.306,4.891,1.49e-05,4.9558e-08,35.329,0.923,"bn180718763
"
GRB190608009                  ,225.74,-31.42,58642.008546229,85.25,6.026,8.2514e-06,7.1342e-08,33.025,2.064,"bn190608009
"
GRB211121434                  ,97.4,-31.22,59539.433948286,333.064,3.482,2.5829e-05,1.6022e-07,92.674,1.448,"bn211121434
"
GRB120710100                  ,120.39,-31.14,56118.099502902,131.84,1.056,5.3384e-06,2.12e-08,94.72,5.382,"bn120710100
"
GRB190817953                  ,275.17,-31.14,58712.95307294,8.448,4.636,8.8033e-07,5.4597e-08,2.816,1.864,"bn190817953
"
GRB091122163                  ,120.51,-31.13,55157.162735822,2.944,1.28,1.6406e-07,1.3922e-08,1.6,1.159,"bn091122163
"
GRB220715368                  ,171.25,-31.13,59775.367828034,13.312,1.28,1.7985e-06,4.0598e-08,7.168,0.724,"bn220715368
"
GRB191022341                  ,169.29,-31.18,58778.341044597,77.824,5.03,4.6118e-06,5.9814e-08,37.376,1.493,"bn191022341
"
GRB120219563                  ,274.85,-31.11,55976.563461921,8.128,0.429,5.5777e-07,1.4019e-08,4.544,0.41,"bn120219563
"
GRB101214993                  ,181.13,-31.06,55544.99306679,11.52,3.665,1.0917e-06,3.7604e-08,5.373,2.36,"bn101214993
"
GRB130715906                  ,287.37,-31.05,56488.905667149,47.873,1.145,4.1079e-05,1.7042e-07,19.456,0.81,"bn130715906
"
GRB091006360                  ,243.11,-31.04,55110.360265376,0.192,0.091,1.1432e-07,1.653e-08,0.064,0.181,"bn091006360
"
GRB220326173                  ,185.6,-31.01,59664.173292612,23.552,3.999,1.6826e-06,2.9917e-08,7.68,1.379,"bn220326173
"
