NAME,RA,DEC,TRIGGER_TIME,T90,T90_ERROR,FLUENCE,FLUENCE_ERROR,T50,T50_ERROR,TRIGGER_NAME
GRB190420981                  ,319.29,-66.41,58593.980844515,1.472,0.551,6.538e-07,3.3113e-08,0.768,0.231,"bn190420981
"
GRB151003729                  ,60.34,-66.37,57298.729165886,44.032,5.043,1.3475e-06,5.7227e-08,29.952,2.187,"bn151003729
"
GRB090926181                  ,353.401,-66.3239,55100.1808679,13.76,0.286,0.00014657,3.4076e-07,6.528,0.143,"bn090926181
"
GRB220518717                  ,293.32,-66.21,59717.716577308,3.84,0.923,3.61e-07,1.188e-08,1.792,0.572,"bn220518717
"
GRB200617679                  ,359.11,-59.83,59017.679233742,1.216,0.487,2.0464e-07,3.2273e-08,0.384,0.32,"bn200617679
"
GRB150628767                  ,347.02,-66.18,57201.766634151,0.64,0.634,2.6488e-07,1.1506e-08,0.32,0.231,"bn150628767
"
GRB220124074                  ,274.51,-66.17,59603.074305925,53.76,11.406,2.7243e-06,6.6932e-08,23.552,1.846,"bn220124074
"
GRB180723757                  ,7.84,-66.11,58322.756807414,19.712,0.572,4.3311e-05,5.9251e-08,6.144,0.362,"bn180723757
"
GRB120919816                  ,303.53,-66.16,56189.816455977,20.48,1.305,1.1356e-06,2.2108e-08,6.656,0.81,"bn120919816
"
GRB101011707                  ,48.3,-65.9,55480.707367286,36.352,2.318,2.7101e-06,9.0957e-08,22.528,1.717,"bn101011707
"
GRB240112541                  ,8.21,-65.87,60321.541266386,15.616,1.086,3.0525e-06,4.4126e-08,12.288,0.572,"bn240112541
"
GRB090625560                  ,2.2618,-65.7803,55007.559982803,13.056,1.145,2.3679e-06,6.817e-08,3.584,0.923,"bn090625560
"
GRB160303971                  ,302.2,-65.68,57450.971210186,27.136,6.987,1.3771e-06,3.5572e-08,11.264,1.379,"bn160303971
"
GRB120426090                  ,111.537,-65.631,56043.089749196,2.688,0.091,2.1049e-05,2.2645e-08,1.088,0.091,"bn120426090
"
GRB200130248                  ,329.29,-65.93,58878.248102767,56.577,3.114,5.9173e-06,3.302e-08,16.128,0.923,"bn200130248
"
GRB200629535                  ,338.46,-65.59,59029.534598282,28.16,1.056,9.6925e-06,5.7286e-08,8.96,0.572,"bn200629535
"
GRB130727698                  ,330.799,-65.5384,56500.698158691,12.992,0.871,8.1625e-06,6.3628e-08,5.952,0.231,"bn130727698
"
GRB240905443                  ,215.15,-65.53,60558.442709427,16.896,1.493,2.6592e-06,6.1756e-08,9.728,0.572,"bn240905443
"
GRB101023951                  ,317.97,-65.3859,55492.951443599,76.801,8.256,6.3694e-05,5.0999e-07,9.216,1.448,"bn101023951
"
GRB170827818                  ,48.79,-65.38,57992.818107231,0.832,0.405,4.7114e-07,1.4638e-08,0.192,0.143,"bn170827818
"
GRB110411629                  ,210.3,-64.99,55662.628649887,23.552,1.95,3.5843e-06,6.8805e-08,12.8,0.81,"bn110411629
"
GRB210317381                  ,154.22,-64.94,59290.380891726,46.337,1.864,2.0325e-05,2.2196e-07,23.552,0.572,"bn210317381
"
GRB161105417                  ,249.25,-65.2167,57697.417233291,41.473,1.086,9.5415e-06,3.5973e-08,17.152,6.405,"bn161105417
"
GRB230715190                  ,35.57,-65.18,60140.189905754,135.938,9.273,3.4306e-05,1.3385e-07,50.177,1.145,"bn230715190
"
GRB201217108                  ,273.28,-65.13,59200.107679525,37.121,2.673,5.7309e-06,4.0107e-08,10.752,0.572,"bn201217108
"
GRB170210116                  ,226.055,-65.101,57794.116395554,76.545,1.379,9.6107e-05,4.7655e-08,22.016,0.572,"bn170210116
"
GRB250206827                  ,222.06,-65.03,60712.827452877,64.257,0.362,2.4119e-05,5.2747e-08,45.569,0.724,"bn250206827
"
GRB090924625                  ,69.73,-65.02,55098.624930686,0.352,0.101,5.5461e-07,2.9959e-08,0.096,0.072,"bn090924625
"
GRB090602564                  ,248.94,-65.02,54984.564153406,20.736,7.209,2.7923e-06,5.687e-08,7.168,1.086,"bn090602564
"
GRB150826557                  ,317.97,-64.94,57260.557125914,33.024,1.846,3.7751e-06,3.8468e-08,15.36,0.724,"bn150826557
"
GRB180528371                  ,284.67,-65.02,58266.370629122,16.896,2.919,7.1911e-07,3.635e-08,3.584,1.086,"bn180528371
"
GRB230316546                  ,273.07,-64.93,60019.546184216,30.913,1.28,9.17e-06,3.768e-08,12.032,0.572,"bn230316546
"
GRB190903722                  ,62.43,-64.86,58729.721947401,0.272,0.322,4.4683e-07,7.7354e-09,0.064,0.023,"bn190903722
"
GRB190804058                  ,108.02,-64.86,58699.057955493,4.224,0.516,4.4761e-07,1.5452e-08,3.584,0.264,"bn190804058
"
GRB120921877                  ,96.42,-64.77,56191.877127014,5.632,1.145,2.4783e-06,3.1034e-08,1.28,0.572,"bn120921877
"
GRB170126480                  ,263.633,-64.7605,57779.479647417,13.824,3.083,8.5363e-06,6.6325e-08,3.84,0.362,"bn170126480
"
GRB220830319                  ,239.77,-64.35,59821.319065938,61.441,0.572,8.9214e-06,2.566e-08,26.625,0.362,"bn220830319
"
GRB090711850                  ,139.61,-64.74,55023.849570824,51.969,2.56,5.7921e-06,1.3083e-07,23.552,2.29,"bn090711850
"
GRB180113418                  ,174.63,-64.74,58131.418118131,24.576,0.362,0.00016311,5.7629e-08,11.776,0.362,"bn180113418
"
GRB091017985                  ,214.4,-64.74,55121.985387392,44.8,3.367,2.1468e-06,3.2845e-08,16.64,2.36,"bn091017985
"
GRB081225257                  ,234.1,-64.6,54825.256497028,41.217,5.667,6.7467e-06,8.9544e-08,14.592,0.923,"bn081225257
"
GRB101213849                  ,260.99,-64.51,55543.848915123,5.12,1.639,1.2894e-06,1.8375e-08,1.792,0.572,"bn101213849
"
GRB230803061                  ,158.41,-64.38,60159.060511046,87.554,27.141,6.8251e-05,2.6963e-08,15.36,0.572,"bn230803061
"
GRB150805445                  ,95.76,-64.33,57239.444854798,45.825,5.146,6.1044e-06,6.892e-08,14.848,0.724,"bn150805445
"
GRB211216282                  ,44.36,-64.35,59564.281852503,20.224,0.81,9.3273e-06,3.7185e-08,7.168,0.362,"bn211216282
"
GRB190407575                  ,90.53,-64.14,58580.575425758,58.88,1.864,2.1343e-06,4.3104e-08,50.688,1.28,"bn190407575
"
GRB140612294                  ,267.38,-64.11,56820.29413557,38.913,8.483,4.1045e-06,8.9186e-08,11.008,1.864,"bn140612294
"
GRB151117442                  ,19.64,-64.1,57343.442358542,58.561,4.672,8.7776e-06,6.8321e-08,16.896,2.064,"bn151117442
"
GRB150204272                  ,160.241,-64.043,57057.271618972,11.008,1.056,1.9351e-06,3.3765e-08,3.84,0.724,"bn150204272
"
GRB110818860                  ,317.337,-63.981,55791.859655336,67.073,3.916,5.1538e-06,3.3148e-08,28.928,1.379,"bn110818860
"
GRB181128129                  ,10.27,-64.3,58450.128771385,1.728,2.166,2.7689e-07,2.8168e-08,0.768,0.41,"bn181128129
"
GRB241002260                  ,333.77,-64.3,60585.259939383,64.256,4.382,4.4295e-06,4.8057e-08,33.536,4.891,"bn241002260
"
GRB170127067                  ,339.33,-63.94,57780.066525354,0.128,0.045,5.5868e-06,5.3191e-08,0.08,0.023,"bn170127067
"
GRB140508179                  ,350.53,-63.78,56785.178952072,19.456,2.29,3.3351e-06,8.3258e-08,9.216,2.896,"bn140508179
"
GRB240516150                  ,212.807,-63.4878,60446.150287479,46.337,3.566,2.5512e-06,5.8289e-08,22.529,3.806,"bn240516150
"
GRB221126547                  ,143.48,13.08,59909.546874342,7.424,0.572,9.3449e-06,2.8966e-08,2.816,0.362,"bn221126547
"
GRB190921699                  ,338.38,-63.42,58747.698554685,22.272,1.28,2.5786e-06,2.3803e-08,8.448,0.572,"bn190921699
"
GRB250722465                  ,313.45,-63.35,60878.464664383,58.624,1.999,1.8678e-06,3.7388e-08,45.568,2.673,"bn250722465
"
GRB211219910                  ,68.54,-63.18,59567.909560283,73.729,1.81,7.832e-06,1.2014e-07,42.241,2.996,"bn211219910
"
GRB250406610                  ,6.25,-63.17,60771.609856083,20.992,1.145,5.9394e-06,5.2193e-08,6.656,0.572,"bn250406610
"
GRB180806665                  ,30.49,-19.7,58336.66525813,8.448,0.923,4.0182e-07,1.2965e-08,4.352,0.923,"bn180806665
"
GRB200803149                  ,311.29,-63.08,59064.14891861,118.274,1.145,3.0893e-05,3.3585e-08,94.21,0.362,"bn200803149
"
GRB140422194                  ,164.54,-62.62,56769.19358115,361.472,9.882,4.7774e-06,1.0753e-07,311.296,3.556,"bn140422194
"
GRB081204004                  ,63.3,-62.6,54804.003752822,7.424,1.846,1.0188e-06,5.3861e-08,1.28,0.923,"bn081204004
"
GRB130523198                  ,39.49,-63.07,56435.198405961,5.376,0.923,2.7096e-06,3.0996e-08,2.56,0.572,"bn130523198
"
GRB180727594                  ,346.665,-63.0505,58326.594083492,0.896,0.286,3.9404e-07,1.6278e-08,0.448,0.181,"bn180727594
"
GRB131105087                  ,71.011,-62.981,56601.086730222,112.642,0.462,2.3777e-05,1.1076e-07,73.985,0.32,"bn131105087
"
GRB131030653                  ,61.45,-62.8,56595.65307588,53.248,3.665,1.65e-06,3.2015e-08,27.136,0.81,"bn131030653
"
GRB240127202                  ,299.93,-62.79,60336.201857923,0.096,0.653,1.1907e-07,1.6799e-08,0.032,0.072,"bn240127202
"
GRB180602938                  ,86.05,-62.78,58271.93825627,0.008,0.736,2.0878e-07,1.4845e-08,0.008,0.011,"bn180602938
"
GRB080905705                  ,301.7,-62.6,54714.705403272,105.984,6.802,2.9093e-06,3.6346e-08,78.336,1.056,"bn080905705
"
GRB150403913                  ,311.502,-62.7118,57115.912626758,22.272,0.81,5.4707e-05,5.5299e-08,6.4,0.572,"bn150403913
"
GRB200117517                  ,129.67,-62.51,58865.516742271,28.416,2.187,4.4085e-06,1.174e-07,14.08,2.673,"bn200117517
"
GRB141016897                  ,221.45,-62.49,56946.896774278,17.405,7.684,3.579e-06,4.8085e-08,3.84,0.81,"bn141016897
"
GRB090717034                  ,92.41,-62.48,55029.034399403,65.537,1.557,2.3235e-05,7.4601e-08,43.009,0.572,"bn090717034
"
GRB121217313                  ,153.71,-62.3505,56278.312518274,828.672,11.363,6.7667e-06,6.5604e-08,736.512,1.28,"bn121217313
"
GRB110521478                  ,57.54,-62.34,55702.478459294,6.141,0.809,3.6081e-06,8.0652e-08,1.792,0.572,"bn110521478
"
GRB191031780                  ,115.862,-62.335,58787.780054477,77.825,1.379,1.106e-05,2.8723e-08,16.384,0.362,"bn191031780
"
GRB111003465                  ,276.76,-62.32,55837.465280438,16.64,1.056,2.1043e-05,5.9884e-08,7.168,0.362,"bn111003465
"
GRB180625941                  ,39.13,-62.31,58294.940760522,0.704,0.68,3.2452e-07,3.9932e-08,0.256,0.181,"bn180625941
"
GRB170906485                  ,34.86,-62.28,58002.484917113,45.568,16.689,4.3647e-07,4.6289e-08,20.992,5.724,"bn170906485
"
GRB230729294                  ,0.55,-62.25,60154.29357037,0.832,1.231,1.1692e-07,2.1624e-08,0.128,0.32,"bn230729294
"
GRB190119249                  ,192.24,-59.82,58502.249346938,34.304,9.319,1.0101e-06,3.0899e-08,9.984,1.086,"bn190119249
"
GRB110929187                  ,288.19,-62.21,55833.186731304,5.12,0.572,2.1973e-06,1.9698e-08,1.792,0.362,"bn110929187
"
GRB141013803                  ,315.06,-61.89,56943.803465405,82.432,16.392,8.8092e-06,2.2047e-07,35.584,4.891,"bn141013803
"
GRB190507712                  ,86.22,-61.88,58610.7120016,0.096,0.705,1.1122e-07,4.8345e-09,0.064,0.091,"bn190507712
"
GRB220725563                  ,105.34,-56.79,59785.563374033,0.256,0.516,2.4407e-07,1.8095e-08,0.064,0.091,"bn220725563
"
GRB220401896                  ,352.49,42.87,59670.895711646,32.0,7.697,1.9542e-06,4.0617e-08,9.728,1.379,"bn220401896
"
GRB210603907                  ,145.88,-62.12,59368.907272942,7.936,1.717,6.8998e-07,2.1403e-08,2.56,0.572,"bn210603907
"
GRB171004857                  ,26.56,-62.11,58030.856659518,8.192,0.923,1.3102e-06,7.6065e-08,3.072,1.379,"bn171004857
"
GRB160528276                  ,114.5,-62.11,57536.276161161,7.168,2.611,7.4301e-07,6.9412e-08,3.072,1.145,"bn160528276
"
GRB150802127                  ,151.53,-62.08,57236.127110767,313.093,2.673,1.4592e-05,6.6361e-08,35.329,1.493,"bn150802127
"
GRB130406288                  ,157.78,-62.05,56388.28823451,7.936,1.305,2.924e-06,5.1357e-08,1.536,0.572,"bn130406288
"
GRB251011297                  ,13.2352,-62.0327,60959.297475863,35.073,2.111,2.6647e-06,4.7855e-08,12.544,1.379,"bn251011297
"
GRB251001112                  ,224.44,-56.23,60949.111770272,7.04,0.265,4.8476e-06,1.6096e-08,4.608,0.572,"bn251001112
"
GRB090514006                  ,12.3,-10.9,54965.006008761,43.521,1.739,6.4562e-06,1.073e-07,26.24,1.105,"bn090514006
"
GRB170912273                  ,215.459,-61.9967,58008.273459651,13.568,1.557,3.8202e-06,2.8362e-08,4.864,0.724,"bn170912273
"
GRB230614385                  ,110.91,-61.88,60109.3854355,14.909,0.602,5.7082e-06,2.0192e-08,10.496,0.362,"bn230614385
"
GRB220726405                  ,196.92,-61.82,59786.404710833,19.456,3.482,1.5393e-06,5.6038e-08,5.888,1.639,"bn220726405
"
GRB250924435                  ,306.44,-61.82,60942.435403977,0.512,1.214,1.2576e-07,7.2554e-08,0.128,0.462,"bn250924435
"
GRB170112970                  ,207.76,-61.77,57765.969549959,7.36,1.557,5.6152e-07,1.7537e-08,2.496,0.405,"bn170112970
"
GRB150228981                  ,7.55,-61.73,57081.981026051,36.609,1.056,1.1531e-05,2.795e-08,22.528,0.362,"bn150228981
"
GRB150206285                  ,357.94,-61.61,57059.284845929,23.296,3.338,2.983e-06,4.2724e-08,11.52,1.056,"bn150206285
"
GRB151231443                  ,65.63,-61.54,57387.442911136,71.425,0.724,8.5926e-05,2.3398e-07,62.209,0.572,"bn151231443
"
GRB170727841                  ,218.85,-61.84,57961.840946543,19.2,3.974,8.7289e-07,3.4578e-08,9.472,2.187,"bn170727841
"
GRB211107848                  ,183.42,-61.22,59525.847687691,8.384,4.332,5.1037e-07,3.4988e-08,2.752,1.261,"bn211107848
"
GRB171025913                  ,338.24,-61.52,58051.913113552,7.936,3.167,4.0953e-07,2.5548e-08,1.792,1.379,"bn171025913
"
GRB180822562                  ,185.25,-61.49,58352.561505209,152.003,1.639,8.1165e-06,3.5726e-08,123.394,0.724,"bn180822562
"
GRB211124104                  ,94.967,-61.433,59542.104092097,0.512,0.345,5.6924e-07,3.4975e-08,0.256,0.231,"bn211124104
"
GRB140115863                  ,210.03,-61.41,56672.863404828,14.909,1.072,3.9525e-06,3.7625e-08,6.144,0.572,"bn140115863
"
GRB120119229                  ,139.65,-61.33,55945.229039451,41.728,1.557,5.9423e-06,3.5344e-08,19.712,1.056,"bn120119229
"
GRB080719529                  ,153.2,-61.3,54666.528946271,16.128,17.887,7.7533e-07,2.9274e-08,8.448,1.28,"bn080719529
"
GRB210621447                  ,248.31,-61.07,59386.447265623,15.616,3.874,1.0729e-06,5.758e-08,9.984,1.81,"bn210621447
"
GRB081006872                  ,172.2,-61.0,54745.871939751,3.328,1.305,3.8718e-07,2.0198e-08,1.536,0.81,"bn081006872
"
GRB150514774                  ,74.85,-60.91,57156.774367501,10.813,1.072,4.7356e-06,4.8477e-08,2.304,0.362,"bn150514774
"
GRB200630076                  ,91.38,-60.789,59030.076100493,7.168,2.36,6.8551e-07,3.1575e-08,2.304,0.724,"bn200630076
"
GRB091231206                  ,199.36,-60.7,55196.205943144,42.561,3.664,9.7628e-06,2.1037e-07,17.984,1.002,"bn091231206
"
GRB161106786                  ,284.53,-60.65,57698.785892031,12.544,2.862,1.2292e-06,2.1933e-08,1.792,0.572,"bn161106786
"
GRB240227195                  ,69.59,-61.17,60367.194619957,1.6,0.716,4.6732e-07,1.4712e-08,0.512,0.286,"bn240227195
"
GRB120304061                  ,127.15,-61.12,55990.060980529,9.984,1.055,5.0461e-06,1.9898e-08,3.328,0.362,"bn120304061
"
GRB240606565                  ,40.234,-60.637,60467.564653779,11.008,3.114,3.8129e-06,1.3897e-07,3.328,1.145,"bn240606565
"
GRB161110179                  ,254.91,-60.62,57702.179071049,1.792,0.923,1.5922e-07,2.5566e-08,1.28,0.923,"bn161110179
"
GRB160424492                  ,319.485,-60.6148,57502.492436074,6.592,0.923,2.7276e-06,2.452e-08,1.536,0.572,"bn160424492
"
GRB081121858                  ,89.3,-60.6,54791.857960116,41.985,8.51,1.5272e-05,2.1998e-07,9.472,1.145,"bn081121858
"
GRB120511638                  ,226.93,-60.49,56058.638054585,45.249,2.94,1.14e-05,9.5141e-08,24.576,4.58,"bn120511638
"
GRB251130030                  ,176.65,-60.41,61009.029947108,19.456,2.29,1.6705e-06,3.7688e-08,8.704,1.28,"bn251130030
"
GRB130730243                  ,133.75,-60.36,56503.243284056,27.904,1.999,2.1151e-06,3.5189e-08,7.68,1.145,"bn130730243
"
GRB221107058                  ,146.15,-45.4,59890.057551588,231.428,2.573,3.7677e-05,7.4112e-08,176.387,0.572,"bn221107058
"
GRB160912350                  ,183.29,-60.04,57643.350122698,32.705,13.057,4.0972e-06,4.8019e-08,11.776,0.724,"bn160912350
"
GRB190814837                  ,60.41,-60.34,58709.837071653,9.984,3.62,1.0762e-06,5.6305e-08,4.352,0.724,"bn190814837
"
GRB130304658                  ,178.87,-60.29,56355.657521907,23.296,4.382,1.6196e-06,4.0795e-08,9.984,0.923,"bn130304658
"
GRB190422957                  ,182.124,-60.238,58595.957222263,213.252,10.746,8.6999e-06,9.7241e-08,70.913,7.03,"bn190422957
"
GRB080723557                  ,176.8,-60.2,54670.557191842,58.369,1.985,7.223e-05,2.5419e-07,40.513,0.231,"bn080723557
"
GRB080714745                  ,188.1,-60.2,54661.745069715,59.649,11.276,6.333e-06,1.4144e-07,25.088,7.94,"bn080714745
"
GRB140716436                  ,108.173,-60.1757,56854.436084074,168.253,53.762,1.1831e-05,1.0005e-07,13.056,0.724,"bn140716436
"
GRB150827785                  ,68.3,-60.0,57261.784872329,10.496,2.673,1.6786e-06,3.2794e-08,4.352,0.572,"bn150827785
"
GRB130701060                  ,97.79,-60.13,56474.060489276,20.224,1.729,7.1167e-06,9.8378e-08,3.2,0.272,"bn130701060
"
GRB130617564                  ,74.73,-60.06,56460.564465857,0.768,0.63,2.4091e-07,1.8301e-08,0.384,0.181,"bn130617564
"
GRB180505540                  ,4.51,-59.89,58243.539698003,21.76,0.923,2.0133e-05,1.063e-07,3.584,0.572,"bn180505540
"
GRB200901158                  ,61.758,-59.88,59093.157958566,10.176,2.58,4.5091e-06,1.4092e-07,3.84,0.923,"bn200901158
"
GRB210727410                  ,189.231,-59.926,59422.410263139,1.088,0.231,1.9552e-06,2.3141e-08,0.512,0.143,"bn210727410
"
GRB171112868                  ,20.467,-59.678,58069.868254058,302.789,0.923,1.4304e-05,6.1781e-08,28.864,0.923,"bn171112868
"
GRB200126466                  ,59.47,-59.62,58874.46587679,0.768,1.168,1.283e-07,1.3141e-08,0.064,0.143,"bn200126466
"
GRB191221802                  ,40.83,-43.04,58838.801722735,2.24,0.781,4.6276e-07,2.498e-08,0.448,0.453,"bn191221802
"
GRB230709902                  ,218.44,-59.61,60134.902377948,3.84,2.36,9.2858e-07,4.614e-08,1.28,0.572,"bn230709902
"
GRB120909070                  ,275.74,-59.45,56179.070398127,112.066,10.419,9.848e-06,1.5373e-07,68.865,3.661,"bn120909070
"
GRB100225115                  ,310.3,-59.4,55252.114943829,12.992,1.925,5.8548e-06,8.1813e-08,5.056,0.32,"bn100225115
"
GRB100916779                  ,151.96,-59.38,55455.778616819,12.8,2.111,1.7842e-06,1.3832e-07,10.24,0.81,"bn100916779
"
GRB170627931                  ,36.52,-58.7,57931.931255868,17.152,0.923,1.791e-06,2.7273e-08,7.424,0.572,"bn170627931
"
GRB141031304                  ,128.608,-59.1682,56961.304417461,19.456,2.896,4.9279e-06,6.077e-08,7.168,1.448,"bn141031304
"
GRB200219317                  ,342.638,-59.12,58898.317234906,1.152,1.032,1.5848e-06,4.0037e-08,0.192,0.091,"bn200219317
"
GRB140528837                  ,280.731,-59.08,56805.837068863,13.568,0.572,2.1546e-05,4.8175e-08,7.936,0.362,"bn140528837
"
GRB101208498                  ,280.94,-59.02,55538.497930532,2.048,0.951,3.8427e-06,5.3091e-08,0.384,0.181,"bn101208498
"
GRB180412425                  ,62.32,-59.01,58220.425069538,20.992,0.722,2.9571e-06,2.0817e-08,4.096,0.572,"bn180412425
"
GRB130816074                  ,197.14,-58.9452,56520.073941146,36.864,6.229,7.9647e-07,2.7277e-08,26.624,2.29,"bn130816074
"
GRB140929677                  ,177.45,-58.64,56929.676913093,37.12,4.048,1.8724e-06,4.8656e-08,18.176,3.665,"bn140929677
"
GRB230731986                  ,237.31,-58.91,60156.985606863,10.496,3.566,1.2088e-06,6.0015e-08,5.888,1.145,"bn230731986
"
GRB190828614                  ,191.23,-58.77,58723.614194996,19.968,0.923,1.5049e-05,2.4779e-08,7.168,0.362,"bn190828614
"
GRB150306993                  ,0.63,-58.55,57087.992822042,18.944,1.145,2.7014e-05,9.6784e-08,6.4,0.362,"bn150306993
"
GRB120210650                  ,54.65,-58.52,55967.649806494,1.344,0.264,6.445e-07,1.5088e-08,0.704,0.181,"bn120210650
"
GRB110207959                  ,179.0,-58.43,55599.958638957,7.68,4.944,3.4231e-07,5.4835e-08,3.328,2.611,"bn110207959
"
