CLASS,DEC_Counterpart,Energy_Flux100,Flux1000,Frac_Variability,LP_Index,PL_Index,RAJ2000,RA_Counterpart,Redshift,SED_class,Source_Name,Unc_Energy_Flux100,Unc_Flux1000,Unc_Frac_Variability,Unc_LP_Index,Unc_PL_Index,Variability_Index
b'bll',-35.1685641361,3.4165182e-12,2.9324274e-10,0.4348135,2.2297218,2.2356231,295.7173,295.777935508,0.0505,b'LSP',b'4FGL J1942.8-3512',5.502763e-13,4.36757e-11,0.25174838,0.12530369,0.11550843,17.997105
b'bcu',-5.564916610717773,2.1937814e-12,1.9210512e-10,0.0,1.8957524,1.9301136,295.9249,295.8908386230469,-inf,,b'4FGL J1943.6-0533',5.282934e-13,5.0466246e-11,10.0,0.1995842,0.1623881,5.721692
b'bcu',-27.094131469726562,2.4475482e-12,2.1087576e-10,0.22856537,2.2289298,2.2284422,295.9981,295.9837646484375,-inf,,b'4FGL J1943.9-2705',5.013591e-13,4.078828e-11,0.5481112,0.15902622,0.12971805,12.349235
b'bll',-45.3923980472,3.3166436e-12,2.3582308e-10,0.3958247,1.4843519,1.6721767,296.1006,296.093265612,-inf,,b'4FGL J1944.4-4523',4.841961e-13,3.9191483e-11,0.2038625,0.15004154,0.07976193,17.472052
b'bll',-21.7220348639,1.2093307e-11,1.0007202e-09,0.624233,1.793576,1.8302485,296.2295,296.229857129,0.41,,b'4FGL J1944.9-2143',7.558111e-13,5.948087e-11,0.14943637,0.050986726,0.040153574,90.74278
b'bcu',-40.0989594194,1.8041972e-12,3.3782205e-10,0.95426685,2.0001829,2.2821202,296.2922,296.331032692,-inf,b'LSP',b'4FGL J1945.1-4007',3.4722987e-13,4.8420615e-11,0.28433436,0.2281534,0.1051585,40.89592
b'bcu',-1.88939738889,1.5012538e-12,2.4862373e-10,0.61937386,2.2862935,2.3292243,296.3832,296.3450865,-inf,b'LSP',b'4FGL J1945.5-0153',4.08695e-13,5.65265e-11,0.32861847,0.35669893,0.14132157,19.786875
b'bll',-31.1939882,9.495671e-12,8.1783613e-10,0.22032796,2.2233467,2.2291274,296.5028,296.497372467,-inf,,b'4FGL J1946.0-3112',6.451015e-13,5.7117096e-11,0.094951086,0.06122569,0.05439689,22.943884
b'bcu',72.87860107421875,2.5196037e-12,2.9369035e-10,1.0878439,2.4611444,2.5380585,297.3178,297.39678955078125,-inf,b'LSP',b'4FGL J1949.2+7250',8.1451366e-13,4.308297e-11,0.2814762,0.1940163,0.10774414,59.881485
b'bcu',73.1753997944,4.003241e-12,1.9801384e-10,0.41933504,2.7545881,2.7287152,297.3898,297.572599575,-inf,b'LSP',b'4FGL J1949.5+7311',8.537832e-13,3.57818e-11,0.23722364,0.18549687,0.11783393,16.44218
b'bcu',-61.62731170654297,1.5902403e-12,1.2522078e-10,0.82392395,2.2533917,2.3570902,297.4908,297.3974914550781,-inf,b'LSP',b'4FGL J1949.9-6134',4.1029975e-13,2.8481266e-11,0.3588043,0.2816943,0.16684905,19.81011
b'bcu',-73.37574768066406,1.2301928e-12,1.1052844e-10,0.58297527,1.8758045,2.0970852,297.5093,297.7336730957031,-inf,b'LSP',b'4FGL J1950.0-7321',2.9749768e-13,2.6393611e-11,0.3056135,0.37716055,0.15921928,18.686865
b'bcu',-56.1063346862793,1.3393739e-12,1.11507636e-10,0.0,2.23327,2.2854702,297.6608,298.39630126953125,-inf,,b'4FGL J1950.6-5547',3.6428082e-13,2.7156055e-11,10.0,0.2607901,0.19016305,6.202391
b'bcu',-9.926286697387695,2.6748874e-12,7.3492525e-11,0.0,2.6893735,2.6581132,297.8161,297.88763427734375,-inf,b'LSP',b'4FGL J1951.2-0951',5.926e-13,3.3250597e-11,10.0,0.3979672,0.14494407,8.8074875
b'fsrq',-5.16221171667,2.878922e-12,3.5772346e-10,0.9790258,2.29875,2.3599262,297.965,297.947785242,1.083,b'LSP',b'4FGL J1951.8-0511',5.776546e-13,5.6413752e-11,0.2724294,0.17265326,0.1006951,50.8023
b'bcu',76.84718322753906,1.2589251e-12,1.0974849e-10,0.0,2.0081553,2.2041202,298.2542,298.4620056152344,-inf,b'ISP',b'4FGL J1953.0+7651',3.187557e-13,2.5542264e-11,10.0,0.33188945,0.15604122,14.028812
b'bcu',-70.41533660888672,3.7224035e-12,3.3277944e-10,0.053052947,2.142749,2.1278224,298.2682,298.2110290527344,-inf,,b'4FGL J1953.0-7025',4.2804638e-13,3.7394955e-11,0.63330513,0.07646155,0.082733855,10.77328
b'bll',-11.3896228444,1.30619855e-11,1.1285627e-09,0.7145216,2.3730087,2.4143467,298.6693,298.671482175,0.683,b'LSP',b'4FGL J1954.6-1122',8.8533597e-13,6.9491725e-11,0.16184022,0.052022368,0.04132303,200.85562
b'bll',-56.6746699889,4.459411e-12,3.858206e-10,0.0,1.9235852,1.9037814,298.7449,298.761923163,0.221,b'HSP',b'4FGL J1954.9-5640',4.3911391e-13,3.8919264e-11,10.0,0.07018824,0.071557656,10.465835
b'bll',-16.0607890639,7.127152e-12,6.402514e-10,0.3513797,2.0280302,2.025063,298.7774,298.752768033,-inf,b'HSP',b'4FGL J1955.1-1604',6.44369e-13,5.879972e-11,0.13739404,0.069518656,0.06788193,25.924463
b'fsrq',51.5301517111,7.849174e-12,7.128834e-10,0.74761087,2.4107182,2.4758635,298.8575,298.928076079,1.214,b'LSP',b'4FGL J1955.4+5132',7.955708e-13,5.1096103e-11,0.17199881,0.07328536,0.049508065,132.50438
b'bll',2.25355083333,3.8813215e-12,3.2815853e-10,0.0,1.8364365,1.8625754,298.9415,298.949481225,-inf,,b'4FGL J1955.7+0214',5.5542496e-13,5.019176e-11,10.0,0.12041473,0.08938027,7.236237
b'bcu',2.57374068611,2.3748989e-12,2.128905e-10,0.0,1.9591917,2.0100813,299.0385,299.11702265,-inf,,b'4FGL J1956.1+0234',5.0528706e-13,4.5785067e-11,10.0,0.19974896,0.12473902,12.17954
b'fsrq',-32.4294464194,5.2725042e-12,3.4866002e-10,0.43544108,2.5003264,2.5218308,299.2864,299.247730279,1.242,b'LSP',b'4FGL J1957.1-3231',6.2851834e-13,4.5353287e-11,0.16278999,0.104796655,0.08487829,25.94886
b'fsrq',-38.7517655417,2.9861485e-11,3.1320906e-09,0.36052603,2.1700852,2.3318818,299.5026,299.499247,0.63,b'LSP',b'4FGL J1958.0-3845',9.129561e-13,9.3052434e-11,0.08003966,0.032665823,0.01842608,303.4907
b'bcu',-7.229290475,2.456062e-12,2.2041963e-10,0.6409928,2.0740335,2.105928,299.5338,299.508332946,-inf,,b'4FGL J1958.1-0711',4.8398124e-13,4.2236013e-11,0.31588355,0.17043099,0.13371564,26.167902
b'bll',-30.1865682917,1.19809085e-11,1.0052345e-09,0.28835717,1.8161227,1.85054,299.5812,299.562133775,0.119,,b'4FGL J1958.3-3010',7.671645e-13,6.456e-11,0.09642286,0.05628591,0.044100493,32.41585
b'fsrq',-42.768753475,7.0082273e-12,7.1296163e-10,1.3671901,2.2408516,2.4374468,299.7963,299.805323913,2.174,b'LSP',b'4FGL J1959.1-4247',6.3985335e-13,5.367783e-11,0.29741368,0.09272572,0.049816515,452.83942
b'bll',-47.4220411833,1.1538415e-11,1.2106447e-09,0.18613932,1.6209648,1.8235347,299.9475,299.940273887,-inf,b'HSP',b'4FGL J1959.7-4725',7.757319e-13,6.178719e-11,0.07657776,0.060085107,0.032700825,20.895357
b'bll',65.1485145139,1.0993803e-10,9.5785255e-09,0.52541703,1.7645855,1.8170848,300.011,299.999383733,0.047,b'HSP',b'4FGL J2000.0+6508',1.832975e-12,1.3098062e-10,0.1127198,0.013500918,0.0088891825,1529.9316
b'fsrq',-29.5073439139,8.296708e-12,6.576034e-10,0.0,2.4250782,2.4761398,300.0815,300.070697717,0.652,,b'4FGL J2000.3-2930',7.4357637e-13,5.6022336e-11,10.0,0.06943921,0.05438499,3.78876
b'fsrq',-13.4259814083,6.974992e-12,4.5384846e-10,0.3114879,2.5201073,2.5348172,300.1578,300.175604588,0.222,b'LSP',b'4FGL J2000.6-1328',6.8020264e-13,5.0181137e-11,0.14414412,0.08152511,0.06961246,19.120012
b'fsrq',-17.8160201806,2.1525526e-11,2.1934852e-09,1.1026232,2.1681142,2.2128036,300.2346,300.237876846,0.652,b'LSP',b'4FGL J2000.9-1748',1.1329056e-12,8.74421e-11,0.23799455,0.039673492,0.02892707,560.7281
b'bcu',-8.33666706085205,2.6705793e-12,2.1718186e-10,0.36093324,2.308521,2.3177812,300.3754,300.417724609375,-inf,,b'4FGL J2001.5-0818',5.7619203e-13,4.2178372e-11,0.45719028,0.13892259,0.15906465,16.430244
b'bll',70.6738175139,5.5236037e-12,4.7578796e-10,0.2760429,2.2027173,2.228905,300.4324,300.391512025,0.254,b'ISP',b'4FGL J2001.7+7040',4.977102e-13,4.0622287e-11,0.12923038,0.07841724,0.06272327,19.455072
b'bcu',-57.61258316040039,2.7864495e-12,3.337933e-10,0.0,1.9504994,2.0727592,300.4909,300.5174255371094,-inf,,b'4FGL J2001.9-5737',4.253743e-13,3.9109677e-11,10.0,0.12696703,0.07845163,4.6436667
b'bll',-71.3280029296875,2.7096233e-12,2.075957e-10,0.49078152,1.6335653,1.7375861,300.6003,300.6130065917969,-inf,,b'4FGL J2002.4-7119',3.7733103e-13,3.1573487e-11,0.19830592,0.14191991,0.09009948,23.643085
b'bll',63.04258346557617,1.435846e-12,8.325706e-11,0.0,1.4279208,1.6286793,300.6727,300.6890869140625,-inf,b'HSP',b'4FGL J2002.6+6302',3.0157682e-13,2.4029336e-11,10.0,0.22695331,0.11485872,7.898313
b'bll',70.0776004611,4.946338e-12,4.969541e-10,0.6507206,1.612661,1.847787,301.2776,301.275058312,-inf,b'HSP',b'4FGL J2005.1+7003',5.06713e-13,5.007484e-11,0.16831891,0.11302733,0.053690154,49.574913
b'fsrq',-18.3675894,3.715947e-12,2.4338423e-10,0.5216701,2.5275903,2.5295632,301.3246,301.322054783,0.868,b'LSP',b'4FGL J2005.2-1822',6.828781e-13,4.0206803e-11,0.22338745,0.11917705,0.12179228,25.308743
b'bll',77.8786798806,2.3032536e-11,2.3285056e-09,0.5462503,2.1365495,2.2072568,301.393,301.379160413,0.342,b'LSP',b'4FGL J2005.5+7752',8.034232e-13,6.6994355e-11,0.1189751,0.029108582,0.019847652,510.61716
b'fsrq',64.4126160917,3.27205e-12,4.2994427e-10,0.8304554,2.2797956,2.3821127,301.464,301.573727304,1.574,b'LSP',b'4FGL J2005.8+6424',5.5950166e-13,4.4322216e-11,0.2107042,0.13439018,0.07406974,64.10942
b'fsrq',-23.1741692278,1.1757497e-11,9.80594e-10,0.8803009,2.3563843,2.464651,301.4762,301.485814629,0.83,b'LSP',b'4FGL J2005.9-2309',7.4837917e-13,6.242289e-11,0.19489703,0.058287527,0.039852012,287.64426
b'bcu',-14.5346393444,3.6275486e-12,2.9745723e-10,0.1854558,2.631894,2.6114845,301.8076,301.795066304,-inf,,b'4FGL J2007.2-1433',6.2003067e-13,5.8987155e-11,0.19583616,0.22232348,0.08422252,11.431414
b'fsrq',66.1229264278,5.468566e-12,4.5911208e-10,0.81815886,2.6059701,2.5704105,301.8148,301.86987955,1.325,b'LSP',b'4FGL J2007.2+6607',8.190786e-13,4.4926462e-11,0.19449513,0.103379436,0.06491696,97.060814
b'bcu',-77.5117346333,2.9708321e-12,4.152039e-10,0.7916637,2.1421099,2.3882716,301.8466,301.776903454,-inf,b'LSP',b'4FGL J2007.3-7728',4.8370634e-13,4.611458e-11,0.20195593,0.17061132,0.074935205,62.8459
b'nlsy1',-44.5789657222,1.2584689e-11,8.695868e-10,1.1705118,2.4268298,2.591181,301.983,301.979934796,0.24,b'LSP',b'4FGL J2007.9-4432',6.6263504e-13,5.2298943e-11,0.25230798,0.05685898,0.034081366,690.91034
b'BLL',-48.8315893139,3.1373147e-11,2.9002514e-09,0.37974763,1.7541323,1.8378776,302.3595,302.355794754,0.071,b'HSP',b'4FGL J2009.4-4849',1.1548595e-12,8.5715664e-11,0.08601614,0.029588882,0.0187213,160.51767
b'fsrq',7.45379643611,2.5322452e-12,2.4137312e-10,0.0,2.6341176,2.581624,302.5046,302.481280933,0.762,b'LSP',b'4FGL J2010.0+0726',7.740404e-13,4.733854e-11,10.0,0.23480761,0.13203977,8.45231
b'bll',72.488708475,1.5646052e-11,1.7232418e-09,0.26158735,2.1785393,2.2975569,302.5159,302.467932688,-inf,b'LSP',b'4FGL J2010.0+7229',7.9632937e-13,6.4281115e-11,0.06579822,0.0440934,0.026546046,71.450134
b'fsrq',-15.7778482694,5.1826646e-12,1.9016608e-10,0.23944715,3.033042,2.7945077,302.9159,302.815462204,1.178,b'LSP',b'4FGL J2011.6-1546',9.473362e-13,5.142199e-11,0.19754218,0.22860895,0.09401342,16.642933
b'bll',-16.7806855667,6.598719e-12,4.7255005e-10,0.8354526,2.600075,2.6722538,303.0719,303.125747721,-inf,b'LSP',b'4FGL J2012.2-1646',9.21501e-13,5.4695616e-11,0.19525437,0.13820864,0.05981265,99.580635
b'bcu',-37.3281994583,3.5186327e-12,2.8693883e-10,0.50829035,2.3132775,2.3141747,303.2664,303.201857192,-inf,b'LSP',b'4FGL J2013.0-3717',4.947682e-13,3.9900177e-11,0.21442506,0.107940555,0.10498881,21.890167
b'bcu',-38.45137405395508,1.0720228e-12,1.947409e-10,0.0,2.2593162,2.2257266,303.2686,303.2415466308594,-inf,b'ISP',b'4FGL J2013.0-3828',2.8950608e-13,4.3229725e-11,10.0,0.28586227,0.15042654,9.604335
b'bll',-0.789693872222,5.317047e-12,4.7456444e-10,0.42449328,1.9698794,1.988421,303.599,303.619346425,0.23,,b'4FGL J2014.3-0047',5.742896e-13,5.248122e-11,0.16843612,0.09087218,0.07774065,23.69858
b'bll',6.81453195278,5.2507343e-12,4.4422566e-10,0.0,1.8331558,1.8636174,303.6383,303.629531354,0.341,b'HSP',b'4FGL J2014.5+0648',5.75128e-13,5.3784713e-11,10.0,0.09389654,0.07986616,6.4659114
b'bcu',16.3742615111,5.0075473e-12,4.2814433e-10,0.0,2.245278,2.242645,303.7645,303.765895058,-inf,,b'4FGL J2015.0+1621',6.1363675e-13,4.9417918e-11,10.0,0.07952415,0.08290983,9.396197
b'bll',-1.62571114722,1.158054e-11,1.3187526e-09,0.09772541,2.237387,2.2485714,303.8074,303.813158171,-inf,b'LSP',b'4FGL J2015.2-0137',8.4073086e-13,7.397928e-11,0.09120324,0.054379992,0.037974086,14.741259
b'bll',-14.5344672444,1.5683857e-12,1.4116183e-10,0.7460169,2.0555544,2.0492473,303.8261,303.854298583,-inf,,b'4FGL J2015.3-1432',4.0583178e-13,3.693342e-11,0.3390136,0.18916976,0.18779118,32.03896
b'fsrq',65.9146272889,1.4256004e-12,1.9905066e-10,0.35680693,2.7962227,2.5596106,303.8626,303.980702646,2.845,b'LSP',b'4FGL J2015.4+6556',5.0626484e-13,3.968011e-11,0.30184853,0.3680668,0.13489714,17.703173
b'bcu',-23.513608932495117,2.3411054e-12,4.205347e-10,0.0,1.9730047,2.236325,304.0914,304.0199890136719,-inf,,b'4FGL J2016.3-2331',3.7259388e-13,5.1284487e-11,10.0,0.17928705,0.08448163,7.468705
b'bll',-9.05929660556,1.1058495e-11,1.2214223e-09,0.27943447,1.8659549,1.9838356,304.0982,304.100151583,0.367,b'ISP',b'4FGL J2016.3-0903',8.023671e-13,6.8007246e-11,0.08698867,0.060254592,0.037864305,34.91145
b'bcu',-41.2544037972,2.8933043e-12,2.5969465e-10,0.42886826,1.9500498,2.018507,304.3923,304.374823808,-inf,b'HSP',b'4FGL J2017.5-4113',4.0313003e-13,3.634264e-11,0.26521686,0.13151357,0.09404263,17.663832
b'bll',-37.896137425,1.6638412e-12,1.4839441e-10,0.81563485,1.897987,1.9853599,304.3957,304.369022029,0.598,b'LSP',b'4FGL J2017.5-3753',3.7020284e-13,3.397107e-11,0.37480298,0.21992958,0.14127085,24.571856
b'bcu',-20.83108901977539,2.6395201e-12,1.6700039e-10,0.4796689,2.5492413,2.5567806,305.3693,305.4017028808594,-inf,,b'4FGL J2021.4-2048',5.56237e-13,3.286863e-11,0.2626679,0.15190619,0.14002612,17.057472
b'bll',6.48712910833,4.3542865e-12,5.4338933e-10,0.31122357,1.9161628,2.0891962,305.492,305.481099013,-inf,b'ISP',b'4FGL J2021.9+0629',7.001374e-13,5.982136e-11,0.1633724,0.1486952,0.07499157,21.322756
b'bcu',-72.42736053466797,1.85692e-12,1.6194487e-10,0.0,1.7456048,1.9206771,305.5072,305.5199890136719,-inf,,b'4FGL J2022.0-7224',3.0606713e-13,2.8361124e-11,10.0,0.2315013,0.11606855,6.922637
b'bll',-45.2248751222,8.044218e-12,9.208697e-10,0.41528335,2.0657425,2.1897624,305.5911,305.610054288,-inf,b'ISP',b'4FGL J2022.3-4513',6.525072e-13,5.8990056e-11,0.10698478,0.06819971,0.042069074,64.106995
b'bll',76.1906032417,1.2538314e-11,1.2331801e-09,0.42866638,2.200755,2.269212,305.6459,305.648233283,0.594,b'LSP',b'4FGL J2022.5+7612',7.3862693e-13,5.5353166e-11,0.10020196,0.045329947,0.032222714,123.385056
b'fsrq',-11.6661919194,9.903519e-12,1.2401599e-09,0.22320075,1.9568845,2.1056006,305.9032,305.902921533,0.698,b'LSP',b'4FGL J2023.6-1139',6.8380474e-13,6.669611e-11,0.07734993,0.059719343,0.036439247,28.137163
b'bcu',-1.39504264722,3.36048e-12,5.5927485e-10,0.2996145,2.0198553,2.2367961,305.925,305.886734913,-inf,b'LSP',b'4FGL J2023.6-0123',4.8187e-13,5.7036993e-11,0.14284144,0.1536236,0.06923111,20.039982
b'bll',-48.44791030883789,1.366931e-12,1.2245069e-10,0.0,1.9697783,2.1173942,305.9727,305.91094970703125,-inf,b'ISP',b'4FGL J2023.8-4828',3.2828135e-13,2.9000854e-11,10.0,0.28076574,0.16278481,7.4283934
b'bll',-8.80122741944,7.345987e-12,6.603735e-10,0.25209692,2.0069916,2.031602,306.1147,306.122368821,-inf,b'ISP',b'4FGL J2024.4-0847',5.94763e-13,5.3767837e-11,0.11811815,0.07678343,0.06330053,19.196396
b'fsrq',-32.8933089306,9.213858e-12,7.667019e-10,0.57629925,2.3571877,2.4765527,306.1581,306.148235142,1.465,b'LSP',b'4FGL J2024.6-3252',6.4014993e-13,5.56033e-11,0.13716458,0.06867884,0.043907978,103.30381
b'bcu',-23.4746224333,1.5662457e-12,2.1804697e-10,0.50632054,1.875353,2.0867527,306.1831,306.176488462,-inf,,b'4FGL J2024.7-2328',3.8739625e-13,4.0877662e-11,0.33181983,0.24841917,0.11972213,18.233551
b'bcu',-64.97618865966797,2.602668e-12,2.0380779e-10,1.0214155,2.3502152,2.3634117,306.201,306.1932373046875,-inf,b'LSP',b'4FGL J2024.8-6459',3.7029684e-13,2.890902e-11,0.26122522,0.117701694,0.10061918,62.805355
b'fsrq',3.27902900556,9.167092e-12,1.0358353e-09,0.63377184,2.0637243,2.160684,306.3085,306.290134017,2.21,b'LSP',b'4FGL J2025.2+0317',7.307152e-13,6.525862e-11,0.14862527,0.06441043,0.042843416,107.732574
b'bcu',-22.505122625,3.0554316e-12,2.695839e-10,0.0,1.912593,1.9495671,306.3278,306.313227246,-inf,b'LSP',b'4FGL J2025.3-2231',4.2141608e-13,3.8216562e-11,10.0,0.122230895,0.096426636,7.421558
b'fsrq',-7.59796913333,9.35735e-11,9.386748e-09,0.7013914,2.1764994,2.2759845,306.422,306.419418362,1.388,b'LSP',b'4FGL J2025.6-0735',1.4260778e-12,1.4864952e-10,0.14995778,0.012165019,0.009572245,3653.9766
b'fsrq',-28.7635271667,3.3131883e-12,2.0144877e-10,0.34520262,2.501315,2.586866,306.5048,306.473386783,0.884,b'LSP',b'4FGL J2026.0-2845',5.0350306e-13,3.5863215e-11,0.20723392,0.17159386,0.113472216,21.802322
b'bcu',76.74674987792969,2.173442e-12,1.5633925e-10,0.32471895,1.5452408,1.702056,306.5382,306.6282958984375,-inf,b'ISP',b'4FGL J2026.1+7645',3.4444276e-13,3.1523704e-11,0.26945955,0.15179819,0.09398128,15.578547
b'bcu',-18.6193888611,2.7565064e-12,2.0807817e-10,0.0,2.289981,2.402692,307.2822,307.251199713,-inf,,b'4FGL J2029.1-1839',4.6572425e-13,3.5320906e-11,10.0,0.19517425,0.115757704,7.847617
b'fsrq',-6.37081476667,3.1514403e-12,2.5205268e-10,1.4283736,2.3392577,2.3386955,307.5641,307.563079217,0.667,b'LSP',b'4FGL J2030.2-0620',5.360722e-13,3.8371216e-11,0.35305628,0.12211372,0.12318905,73.886986
b'fsrq',-5.053548975,1.7025756e-12,1.49072e-10,0.20806415,2.1675096,2.1940324,307.624,307.593451637,0.543,b'LSP',b'4FGL J2030.4-0502',4.27953e-13,3.5183627e-11,0.7459025,0.20451821,0.16721694,13.87039
b'fsrq',-14.6547565278,2.3804706e-12,1.998742e-10,0.0,1.8118638,1.8516572,307.6313,307.616349413,0.234,,b'4FGL J2030.5-1439',3.9512992e-13,3.6424766e-11,10.0,0.19901147,0.12499242,11.445265
b'bcu',-69.95310974121094,1.8115033e-12,1.5833237e-10,0.29392588,2.1998062,2.198168,307.7045,307.4739990234375,-inf,,b'4FGL J2030.8-6959',3.3038142e-13,2.7595077e-11,0.30483422,0.15628392,0.13929676,12.408617
b'bcu',-16.3732499861,2.6459364e-12,2.355774e-10,0.0,2.133297,2.1450145,307.7358,307.700581862,-inf,b'ISP',b'4FGL J2030.9-1621',4.1228398e-13,3.53852e-11,10.0,0.13058609,0.11827372,10.918939
b'bll',19.6035923333,7.415496e-12,8.0362983e-10,0.2769001,1.716495,1.8894552,307.7407,307.738057888,-inf,b'HSP',b'4FGL J2030.9+1935',6.8817814e-13,5.7940347e-11,0.10643447,0.08586628,0.04699688,23.517075
b'bcu',-26.2587961667,2.4748426e-12,3.3121927e-10,0.0,1.9602169,2.1217806,307.7907,307.767859837,-inf,b'LSP',b'4FGL J2031.1-2615',4.4848337e-13,4.2970048e-11,10.0,0.14546168,0.08711553,7.9250054
b'bcu',-41.31852722167969,1.8117593e-12,2.6206207e-10,1.9807259,2.2207792,2.3922248,307.8112,307.73565673828125,-inf,,b'4FGL J2031.2-4121',4.181433e-13,4.315914e-11,0.44498783,0.21873021,0.10853316,155.78067
b'bcu',16.368701934814453,2.3123792e-12,1.6796055e-10,0.61103463,2.46297,2.4402926,307.9534,307.9254150390625,-inf,b'ISP',b'4FGL J2031.8+1619',4.953113e-13,3.540249e-11,0.31336346,0.20284759,0.13198099,18.173775
b'bll',12.3281500417,6.2319347e-12,4.4181578e-10,0.5672959,2.4273505,2.4625363,308.004,307.979142783,1.215,b'LSP',b'4FGL J2032.0+1219',7.8044147e-13,4.6581686e-11,0.16952275,0.11036334,0.08414769,40.573277
b'bcu',63.1444528667,1.6518013e-12,1.633322e-10,0.4434764,1.582357,1.8560035,308.4271,308.415627267,-inf,b'LSP',b'4FGL J2033.7+6308',3.1335066e-13,3.993695e-11,0.2257328,0.24310613,0.09880264,20.282412
b'fsrq',11.9087179028,1.1341613e-11,9.989359e-10,1.0000895,2.4404283,2.469601,308.6504,308.654623425,0.607,b'LSP',b'4FGL J2034.6+1154',1.2758378e-12,6.678218e-11,0.22249903,0.07030805,0.051800217,229.93904
b'bll',-42.0106757278,3.3374967e-12,3.7246856e-10,0.34003216,1.7833635,1.9425764,308.7079,308.712869704,-inf,b'HSP',b'4FGL J2034.8-4200',5.0168837e-13,4.316947e-11,0.17312336,0.13628983,0.07686167,18.22137
b'bcu',-4.84196806111,3.0434704e-12,2.6186925e-10,0.25708923,2.14465,2.2309961,308.7473,308.784615942,-inf,b'LSP',b'4FGL J2034.9-0450',4.626829e-13,3.8616207e-11,0.32481757,0.17055142,0.10588463,13.2886095
b'fsrq',10.9352189278,4.4552445e-11,4.1406802e-09,1.3221852,2.3227527,2.400832,308.8517,308.843055467,0.601,b'LSP',b'4FGL J2035.4+1056',1.4087417e-12,1.08689106e-10,0.2825995,0.023970565,0.016856685,3105.0142
b'bll',65.8873785778,4.9963566e-12,6.7974804e-10,0.41660285,1.8614367,2.0243149,309.1032,309.083896775,-inf,b'ISP',b'4FGL J2036.4+6553',5.0468397e-13,5.1474557e-11,0.12460849,0.089442536,0.050581213,40.068756
b'bll',-33.47519302368164,3.6109624e-12,2.9375302e-10,0.1588172,1.8492098,1.8072426,309.2329,309.2062072753906,0.23,b'ISP',b'4FGL J2036.9-3329',4.769692e-13,4.2342938e-11,0.28860465,0.10376467,0.0995337,12.307071
b'bcu',-5.13944724722,1.9536603e-12,1.7465011e-10,0.0,1.7419523,1.9955769,309.4771,309.413032242,-inf,,b'4FGL J2037.9-0504',3.81817e-13,3.4870638e-11,10.0,0.3223491,0.13683364,6.197588
b'bll',-10.77829515,1.7438039e-11,2.0140722e-09,0.26170176,1.950533,2.078451,309.7581,309.752960133,-inf,b'LSP',b'4FGL J2039.0-1046',8.616656e-13,7.9433245e-11,0.06782196,0.042120837,0.026101647,56.942257
b'bcu',21.869356155395508,2.2268977e-12,2.1792998e-10,0.5281137,2.5708487,2.5306735,309.833,309.89501953125,-inf,b'LSP',b'4FGL J2039.3+2150',5.160812e-13,4.1904404e-11,0.2155474,0.22848563,0.10991952,24.443804
b'bcu',-57.5860147556,4.07259e-12,3.0123665e-10,0.0,2.413898,2.4229388,310.0132,310.004590971,-inf,b'LSP',b'4FGL J2040.0-5737',4.8617257e-13,3.5280574e-11,10.0,0.0953651,0.086371325,3.9371972
b'bcu',12.597158432006836,1.3244036e-12,1.1919557e-10,0.0,1.5726042,2.0479064,310.0205,310.01043701171875,-inf,b'ISP',b'4FGL J2040.0+1237',3.7033232e-13,3.3591675e-11,10.0,0.6469266,0.18124521,5.736672
b'bcu',-46.33833312988281,1.9422077e-12,1.6888775e-10,0.29867482,1.5683901,1.7514813,310.0412,310.027587890625,-inf,,b'4FGL J2040.1-4621',4.1716514e-13,3.534631e-11,0.34370998,0.19232671,0.108826675,15.269397
b'bll',-71.2499885806,5.2186363e-12,4.002049e-10,0.2142995,1.6833072,1.7385999,310.0655,310.034465654,0.161769,,b'4FGL J2040.2-7115',4.744415e-13,3.6106715e-11,0.13436301,0.08324558,0.058815632,17.16706
b'fsrq',-25.1296287528,2.3544597e-12,2.8560823e-10,0.48409396,2.1563816,2.452628,310.0732,310.03655385,1.574,,b'4FGL J2040.2-2506',4.818465e-13,4.256704e-11,0.17105749,0.22285382,0.09643585,22.825628
b'bcu',-17.1175295833,6.0335634e-12,4.1463732e-10,0.6523402,2.4844468,2.4898036,310.1364,310.115556646,-inf,b'LSP',b'4FGL J2040.5-1705',5.3163555e-13,4.1625568e-11,0.16620848,0.07318101,0.07014697,64.58422
b'bll',-73.3204502,2.4075431e-12,2.0083317e-10,0.0,1.7085786,1.8418379,310.4607,310.508169937,-inf,b'HSP',b'4FGL J2041.8-7319',3.4576836e-13,3.094462e-11,10.0,0.18763128,0.100983,6.740195
b'bll',-37.5611063972,3.715773e-12,3.2504932e-10,0.27900812,1.9564393,1.9276799,310.4793,310.459349225,0.098555,b'HSP',b'4FGL J2041.9-3735',4.4703276e-13,4.0150862e-11,0.1881873,0.0859523,0.08983163,15.428049
b'bll',24.4478725917,6.7826695e-12,5.847994e-10,0.30556372,1.8642559,1.8969768,310.5361,310.525205058,0.104,b'HSP',b'4FGL J2042.1+2427',5.7542317e-13,5.045242e-11,0.12812254,0.07120961,0.057282872,24.118752
b'bcu',16.4884347861,2.6099374e-12,2.341523e-10,0.55735725,1.9408301,2.0153012,310.6679,310.677201896,-inf,,b'4FGL J2042.6+1629',4.7059557e-13,4.3576958e-11,0.27036613,0.20576487,0.12137695,23.476488
