date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,proton_flux m^-2sr^-1s^-1GV^-1,proton_flux_error_statistical m^-2sr^-1s^-1GV^-1,proton_flux_error_timedependent m^-2sr^-1s^-1GV^-1,proton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2013-08-13,10.1,11.0,2.094e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-13,11.0,13.0,1.528e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-13,13.0,16.6,9.038e+0,0.028e+0,0.022e+0,0.103e+0
2013-08-13,16.6,22.8,4.314e+0,0.013e+0,0.010e+0,0.050e+0
2013-08-13,22.8,33.5,1.676e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-13,33.5,48.5,5.838e-1,0.028e-1,0.015e-1,0.071e-1
2013-08-13,48.5,69.7,2.101e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-13,69.7,100.0,7.543e-2,0.070e-2,0.022e-2,0.090e-2
2013-08-14,1.00,1.16,4.776e+2,0.037e+2,0.074e+2,0.151e+2
2013-08-14,1.16,1.33,4.937e+2,0.032e+2,0.049e+2,0.117e+2
2013-08-14,1.33,1.51,4.909e+2,0.028e+2,0.029e+2,0.092e+2
2013-08-14,1.51,1.71,4.717e+2,0.025e+2,0.018e+2,0.075e+2
2013-08-14,1.71,1.92,4.441e+2,0.022e+2,0.013e+2,0.063e+2
2013-08-14,1.92,2.15,4.115e+2,0.019e+2,0.012e+2,0.054e+2
2013-08-14,2.15,2.40,3.702e+2,0.017e+2,0.010e+2,0.046e+2
2013-08-14,2.40,2.67,3.280e+2,0.014e+2,0.009e+2,0.038e+2
2013-08-14,2.67,2.97,2.855e+2,0.012e+2,0.007e+2,0.032e+2
2013-08-14,2.97,3.29,2.511e+2,0.010e+2,0.006e+2,0.028e+2
2013-08-14,3.29,3.64,2.151e+2,0.009e+2,0.005e+2,0.023e+2
2013-08-14,3.64,4.02,1.832e+2,0.007e+2,0.004e+2,0.020e+2
2013-08-14,4.02,4.43,1.542e+2,0.006e+2,0.004e+2,0.016e+2
2013-08-14,4.43,4.88,1.302e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-14,4.88,5.37,1.082e+2,0.004e+2,0.003e+2,0.011e+2
2013-08-14,5.37,5.90,8.917e+1,0.033e+1,0.021e+1,0.094e+1
2013-08-14,5.90,6.47,7.388e+1,0.028e+1,0.018e+1,0.078e+1
2013-08-14,6.47,7.09,6.029e+1,0.023e+1,0.014e+1,0.064e+1
2013-08-14,7.09,7.76,4.908e+1,0.019e+1,0.012e+1,0.052e+1
2013-08-14,7.76,8.48,3.991e+1,0.016e+1,0.009e+1,0.043e+1
2013-08-14,8.48,9.26,3.221e+1,0.014e+1,0.008e+1,0.035e+1
2013-08-14,9.26,10.1,2.603e+1,0.011e+1,0.006e+1,0.028e+1
2013-08-14,10.1,11.0,2.116e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-14,11.0,13.0,1.544e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-14,13.0,16.6,9.071e+0,0.028e+0,0.021e+0,0.103e+0
2013-08-14,16.6,22.8,4.300e+0,0.013e+0,0.010e+0,0.050e+0
2013-08-14,22.8,33.5,1.670e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-14,33.5,48.5,5.853e-1,0.028e-1,0.015e-1,0.071e-1
2013-08-14,48.5,69.7,2.104e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-14,69.7,100.0,7.677e-2,0.070e-2,0.022e-2,0.092e-2
2013-08-15,1.00,1.16,4.890e+2,0.035e+2,0.076e+2,0.155e+2
2013-08-15,1.16,1.33,4.960e+2,0.031e+2,0.049e+2,0.118e+2
2013-08-15,1.33,1.51,4.976e+2,0.028e+2,0.030e+2,0.094e+2
2013-08-15,1.51,1.71,4.829e+2,0.025e+2,0.019e+2,0.077e+2
2013-08-15,1.71,1.92,4.509e+2,0.022e+2,0.014e+2,0.064e+2
2013-08-15,1.92,2.15,4.111e+2,0.019e+2,0.011e+2,0.054e+2
2013-08-15,2.15,2.40,3.740e+2,0.017e+2,0.010e+2,0.046e+2
2013-08-15,2.40,2.67,3.293e+2,0.014e+2,0.008e+2,0.039e+2
2013-08-15,2.67,2.97,2.889e+2,0.012e+2,0.007e+2,0.033e+2
2013-08-15,2.97,3.29,2.523e+2,0.010e+2,0.006e+2,0.028e+2
2013-08-15,3.29,3.64,2.156e+2,0.008e+2,0.005e+2,0.023e+2
2013-08-15,3.64,4.02,1.842e+2,0.007e+2,0.004e+2,0.020e+2
2013-08-15,4.02,4.43,1.548e+2,0.006e+2,0.004e+2,0.016e+2
2013-08-15,4.43,4.88,1.313e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-15,4.88,5.37,1.083e+2,0.004e+2,0.003e+2,0.011e+2
2013-08-15,5.37,5.90,8.961e+1,0.035e+1,0.021e+1,0.094e+1
2013-08-15,5.90,6.47,7.352e+1,0.029e+1,0.017e+1,0.078e+1
2013-08-15,6.47,7.09,6.055e+1,0.025e+1,0.014e+1,0.064e+1
2013-08-15,7.09,7.76,4.920e+1,0.021e+1,0.011e+1,0.052e+1
2013-08-15,7.76,8.48,3.982e+1,0.018e+1,0.009e+1,0.043e+1
2013-08-15,8.48,9.26,3.231e+1,0.015e+1,0.008e+1,0.035e+1
2013-08-15,9.26,10.1,2.621e+1,0.013e+1,0.006e+1,0.028e+1
2013-08-15,10.1,11.0,2.110e+1,0.011e+1,0.005e+1,0.023e+1
2013-08-15,11.0,13.0,1.522e+1,0.006e+1,0.004e+1,0.017e+1
2013-08-15,13.0,16.6,9.053e+0,0.031e+0,0.021e+0,0.103e+0
2013-08-15,16.6,22.8,4.283e+0,0.014e+0,0.010e+0,0.050e+0
2013-08-15,22.8,33.5,1.667e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-15,33.5,48.5,5.811e-1,0.032e-1,0.015e-1,0.070e-1
2013-08-15,48.5,69.7,2.104e-1,0.016e-1,0.006e-1,0.025e-1
2013-08-15,69.7,100.0,7.517e-2,0.079e-2,0.022e-2,0.090e-2
2013-08-16,1.00,1.16,4.807e+2,0.037e+2,0.075e+2,0.152e+2
2013-08-16,1.16,1.33,4.865e+2,0.033e+2,0.048e+2,0.115e+2
2013-08-16,1.33,1.51,4.934e+2,0.030e+2,0.030e+2,0.093e+2
2013-08-16,1.51,1.71,4.774e+2,0.026e+2,0.018e+2,0.076e+2
2013-08-16,1.71,1.92,4.503e+2,0.023e+2,0.014e+2,0.064e+2
2013-08-16,1.92,2.15,4.124e+2,0.020e+2,0.012e+2,0.054e+2
2013-08-16,2.15,2.40,3.721e+2,0.017e+2,0.010e+2,0.046e+2
2013-08-16,2.40,2.67,3.305e+2,0.014e+2,0.008e+2,0.039e+2
2013-08-16,2.67,2.97,2.923e+2,0.012e+2,0.007e+2,0.033e+2
2013-08-16,2.97,3.29,2.537e+2,0.010e+2,0.006e+2,0.028e+2
2013-08-16,3.29,3.64,2.172e+2,0.009e+2,0.005e+2,0.023e+2
2013-08-16,3.64,4.02,1.852e+2,0.007e+2,0.004e+2,0.020e+2
2013-08-16,4.02,4.43,1.576e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-16,4.43,4.88,1.315e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-16,4.88,5.37,1.092e+2,0.004e+2,0.003e+2,0.011e+2
2013-08-16,5.37,5.90,9.022e+1,0.033e+1,0.021e+1,0.095e+1
2013-08-16,5.90,6.47,7.429e+1,0.028e+1,0.017e+1,0.078e+1
2013-08-16,6.47,7.09,6.055e+1,0.023e+1,0.014e+1,0.064e+1
2013-08-16,7.09,7.76,4.948e+1,0.019e+1,0.011e+1,0.052e+1
2013-08-16,7.76,8.48,4.007e+1,0.016e+1,0.009e+1,0.043e+1
2013-08-16,8.48,9.26,3.225e+1,0.014e+1,0.007e+1,0.035e+1
2013-08-16,9.26,10.1,2.602e+1,0.012e+1,0.006e+1,0.028e+1
2013-08-16,10.1,11.0,2.117e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-16,11.0,13.0,1.546e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-16,13.0,16.6,9.020e+0,0.028e+0,0.021e+0,0.102e+0
2013-08-16,16.6,22.8,4.326e+0,0.013e+0,0.010e+0,0.050e+0
2013-08-16,22.8,33.5,1.676e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-16,33.5,48.5,5.877e-1,0.028e-1,0.015e-1,0.071e-1
2013-08-16,48.5,69.7,2.097e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-16,69.7,100.0,7.547e-2,0.070e-2,0.022e-2,0.091e-2
2013-08-17,1.00,1.16,4.858e+2,0.036e+2,0.076e+2,0.154e+2
2013-08-17,1.16,1.33,4.917e+2,0.031e+2,0.049e+2,0.117e+2
2013-08-17,1.33,1.51,4.944e+2,0.028e+2,0.030e+2,0.093e+2
2013-08-17,1.51,1.71,4.806e+2,0.025e+2,0.019e+2,0.077e+2
2013-08-17,1.71,1.92,4.494e+2,0.022e+2,0.014e+2,0.064e+2
2013-08-17,1.92,2.15,4.150e+2,0.019e+2,0.012e+2,0.054e+2
2013-08-17,2.15,2.40,3.770e+2,0.017e+2,0.010e+2,0.046e+2
2013-08-17,2.40,2.67,3.355e+2,0.014e+2,0.009e+2,0.039e+2
2013-08-17,2.67,2.97,2.935e+2,0.012e+2,0.007e+2,0.033e+2
2013-08-17,2.97,3.29,2.552e+2,0.010e+2,0.006e+2,0.028e+2
2013-08-17,3.29,3.64,2.216e+2,0.009e+2,0.005e+2,0.024e+2
2013-08-17,3.64,4.02,1.865e+2,0.007e+2,0.004e+2,0.020e+2
2013-08-17,4.02,4.43,1.582e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-17,4.43,4.88,1.328e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-17,4.88,5.37,1.101e+2,0.004e+2,0.003e+2,0.012e+2
2013-08-17,5.37,5.90,9.052e+1,0.033e+1,0.021e+1,0.095e+1
2013-08-17,5.90,6.47,7.455e+1,0.028e+1,0.018e+1,0.079e+1
2013-08-17,6.47,7.09,6.062e+1,0.023e+1,0.014e+1,0.064e+1
2013-08-17,7.09,7.76,4.926e+1,0.019e+1,0.012e+1,0.052e+1
2013-08-17,7.76,8.48,4.030e+1,0.016e+1,0.010e+1,0.043e+1
2013-08-17,8.48,9.26,3.250e+1,0.014e+1,0.008e+1,0.035e+1
2013-08-17,9.26,10.1,2.627e+1,0.011e+1,0.006e+1,0.028e+1
2013-08-17,10.1,11.0,2.110e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-17,11.0,13.0,1.553e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-17,13.0,16.6,9.077e+0,0.028e+0,0.021e+0,0.103e+0
2013-08-17,16.6,22.8,4.288e+0,0.013e+0,0.010e+0,0.050e+0
2013-08-17,22.8,33.5,1.664e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-17,33.5,48.5,5.779e-1,0.028e-1,0.015e-1,0.070e-1
2013-08-17,48.5,69.7,2.071e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-17,69.7,100.0,7.537e-2,0.070e-2,0.023e-2,0.091e-2
2013-08-18,1.00,1.16,4.817e+2,0.037e+2,0.075e+2,0.153e+2
2013-08-18,1.16,1.33,4.910e+2,0.032e+2,0.049e+2,0.117e+2
2013-08-18,1.33,1.51,4.962e+2,0.028e+2,0.030e+2,0.094e+2
2013-08-18,1.51,1.71,4.786e+2,0.025e+2,0.019e+2,0.076e+2
2013-08-18,1.71,1.92,4.540e+2,0.022e+2,0.014e+2,0.065e+2
2013-08-18,1.92,2.15,4.156e+2,0.019e+2,0.012e+2,0.054e+2
2013-08-18,2.15,2.40,3.760e+2,0.017e+2,0.010e+2,0.046e+2
2013-08-18,2.40,2.67,3.326e+2,0.014e+2,0.009e+2,0.039e+2
2013-08-18,2.67,2.97,2.920e+2,0.012e+2,0.008e+2,0.033e+2
2013-08-18,2.97,3.29,2.545e+2,0.010e+2,0.006e+2,0.028e+2
2013-08-18,3.29,3.64,2.202e+2,0.009e+2,0.005e+2,0.024e+2
2013-08-18,3.64,4.02,1.886e+2,0.007e+2,0.005e+2,0.020e+2
2013-08-18,4.02,4.43,1.596e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-18,4.43,4.88,1.334e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-18,4.88,5.37,1.108e+2,0.004e+2,0.003e+2,0.012e+2
2013-08-18,5.37,5.90,9.072e+1,0.033e+1,0.022e+1,0.095e+1
2013-08-18,5.90,6.47,7.422e+1,0.028e+1,0.018e+1,0.079e+1
2013-08-18,6.47,7.09,6.033e+1,0.023e+1,0.015e+1,0.064e+1
2013-08-18,7.09,7.76,4.957e+1,0.019e+1,0.012e+1,0.053e+1
2013-08-18,7.76,8.48,4.020e+1,0.016e+1,0.010e+1,0.043e+1
2013-08-18,8.48,9.26,3.251e+1,0.014e+1,0.008e+1,0.035e+1
2013-08-18,9.26,10.1,2.629e+1,0.012e+1,0.006e+1,0.029e+1
2013-08-18,10.1,11.0,2.132e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-18,11.0,13.0,1.543e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-18,13.0,16.6,9.042e+0,0.028e+0,0.022e+0,0.103e+0
2013-08-18,16.6,22.8,4.312e+0,0.013e+0,0.010e+0,0.050e+0
2013-08-18,22.8,33.5,1.676e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-18,33.5,48.5,5.808e-1,0.028e-1,0.016e-1,0.070e-1
2013-08-18,48.5,69.7,2.092e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-18,69.7,100.0,7.563e-2,0.070e-2,0.023e-2,0.091e-2
2013-08-19,1.00,1.16,4.866e+2,0.035e+2,0.076e+2,0.154e+2
2013-08-19,1.16,1.33,4.969e+2,0.031e+2,0.049e+2,0.118e+2
2013-08-19,1.33,1.51,4.995e+2,0.028e+2,0.030e+2,0.094e+2
2013-08-19,1.51,1.71,4.796e+2,0.025e+2,0.019e+2,0.076e+2
2013-08-19,1.71,1.92,4.535e+2,0.022e+2,0.014e+2,0.065e+2
2013-08-19,1.92,2.15,4.206e+2,0.019e+2,0.012e+2,0.055e+2
2013-08-19,2.15,2.40,3.806e+2,0.017e+2,0.011e+2,0.047e+2
2013-08-19,2.40,2.67,3.393e+2,0.014e+2,0.009e+2,0.040e+2
2013-08-19,2.67,2.97,2.967e+2,0.012e+2,0.008e+2,0.034e+2
2013-08-19,2.97,3.29,2.559e+2,0.010e+2,0.007e+2,0.028e+2
2013-08-19,3.29,3.64,2.208e+2,0.009e+2,0.006e+2,0.024e+2
2013-08-19,3.64,4.02,1.874e+2,0.007e+2,0.005e+2,0.020e+2
2013-08-19,4.02,4.43,1.583e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-19,4.43,4.88,1.326e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-19,4.88,5.37,1.098e+2,0.004e+2,0.003e+2,0.012e+2
2013-08-19,5.37,5.90,9.089e+1,0.033e+1,0.023e+1,0.096e+1
2013-08-19,5.90,6.47,7.467e+1,0.028e+1,0.019e+1,0.079e+1
2013-08-19,6.47,7.09,6.064e+1,0.023e+1,0.015e+1,0.064e+1
2013-08-19,7.09,7.76,4.937e+1,0.019e+1,0.012e+1,0.053e+1
2013-08-19,7.76,8.48,4.009e+1,0.016e+1,0.010e+1,0.043e+1
2013-08-19,8.48,9.26,3.259e+1,0.014e+1,0.008e+1,0.035e+1
2013-08-19,9.26,10.1,2.639e+1,0.012e+1,0.007e+1,0.029e+1
2013-08-19,10.1,11.0,2.122e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-19,11.0,13.0,1.553e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-19,13.0,16.6,9.092e+0,0.028e+0,0.023e+0,0.104e+0
2013-08-19,16.6,22.8,4.323e+0,0.013e+0,0.011e+0,0.051e+0
2013-08-19,22.8,33.5,1.661e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-19,33.5,48.5,5.854e-1,0.028e-1,0.016e-1,0.071e-1
2013-08-19,48.5,69.7,2.104e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-19,69.7,100.0,7.498e-2,0.069e-2,0.024e-2,0.090e-2
2013-08-20,1.00,1.16,4.859e+2,0.036e+2,0.076e+2,0.154e+2
2013-08-20,1.16,1.33,5.042e+2,0.032e+2,0.050e+2,0.120e+2
2013-08-20,1.33,1.51,5.010e+2,0.029e+2,0.031e+2,0.095e+2
2013-08-20,1.51,1.71,4.892e+2,0.025e+2,0.019e+2,0.078e+2
2013-08-20,1.71,1.92,4.586e+2,0.022e+2,0.015e+2,0.065e+2
2013-08-20,1.92,2.15,4.247e+2,0.019e+2,0.013e+2,0.056e+2
2013-08-20,2.15,2.40,3.798e+2,0.017e+2,0.011e+2,0.047e+2
2013-08-20,2.40,2.67,3.369e+2,0.014e+2,0.009e+2,0.040e+2
2013-08-20,2.67,2.97,2.964e+2,0.012e+2,0.008e+2,0.034e+2
2013-08-20,2.97,3.29,2.554e+2,0.010e+2,0.007e+2,0.028e+2
2013-08-20,3.29,3.64,2.220e+2,0.009e+2,0.006e+2,0.024e+2
2013-08-20,3.64,4.02,1.885e+2,0.007e+2,0.005e+2,0.020e+2
2013-08-20,4.02,4.43,1.586e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-20,4.43,4.88,1.324e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-20,4.88,5.37,1.112e+2,0.004e+2,0.003e+2,0.012e+2
2013-08-20,5.37,5.90,9.099e+1,0.033e+1,0.023e+1,0.096e+1
2013-08-20,5.90,6.47,7.467e+1,0.028e+1,0.019e+1,0.079e+1
2013-08-20,6.47,7.09,6.085e+1,0.023e+1,0.015e+1,0.065e+1
2013-08-20,7.09,7.76,4.964e+1,0.019e+1,0.013e+1,0.053e+1
2013-08-20,7.76,8.48,4.013e+1,0.016e+1,0.010e+1,0.043e+1
2013-08-20,8.48,9.26,3.235e+1,0.014e+1,0.008e+1,0.035e+1
2013-08-20,9.26,10.1,2.611e+1,0.011e+1,0.007e+1,0.028e+1
2013-08-20,10.1,11.0,2.131e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-20,11.0,13.0,1.549e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-20,13.0,16.6,9.103e+0,0.028e+0,0.023e+0,0.104e+0
2013-08-20,16.6,22.8,4.302e+0,0.013e+0,0.011e+0,0.050e+0
2013-08-20,22.8,33.5,1.670e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-20,33.5,48.5,5.816e-1,0.028e-1,0.016e-1,0.071e-1
2013-08-20,48.5,69.7,2.085e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-20,69.7,100.0,7.724e-2,0.071e-2,0.025e-2,0.093e-2
2013-08-21,1.00,1.16,4.805e+2,0.036e+2,0.076e+2,0.153e+2
2013-08-21,1.16,1.33,4.899e+2,0.031e+2,0.049e+2,0.116e+2
2013-08-21,1.33,1.51,4.876e+2,0.028e+2,0.030e+2,0.092e+2
2013-08-21,1.51,1.71,4.762e+2,0.025e+2,0.019e+2,0.076e+2
2013-08-21,1.71,1.92,4.454e+2,0.022e+2,0.014e+2,0.063e+2
2013-08-21,1.92,2.15,4.111e+2,0.019e+2,0.012e+2,0.054e+2
2013-08-21,2.15,2.40,3.678e+2,0.016e+2,0.011e+2,0.045e+2
2013-08-21,2.40,2.67,3.280e+2,0.014e+2,0.009e+2,0.039e+2
2013-08-21,2.67,2.97,2.898e+2,0.012e+2,0.008e+2,0.033e+2
2013-08-21,2.97,3.29,2.503e+2,0.010e+2,0.007e+2,0.028e+2
2013-08-21,3.29,3.64,2.160e+2,0.009e+2,0.006e+2,0.023e+2
2013-08-21,3.64,4.02,1.835e+2,0.007e+2,0.005e+2,0.020e+2
2013-08-21,4.02,4.43,1.548e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-21,4.43,4.88,1.305e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-21,4.88,5.37,1.081e+2,0.004e+2,0.003e+2,0.011e+2
2013-08-21,5.37,5.90,8.925e+1,0.033e+1,0.023e+1,0.094e+1
2013-08-21,5.90,6.47,7.343e+1,0.027e+1,0.019e+1,0.078e+1
2013-08-21,6.47,7.09,6.033e+1,0.023e+1,0.015e+1,0.064e+1
2013-08-21,7.09,7.76,4.903e+1,0.019e+1,0.013e+1,0.052e+1
2013-08-21,7.76,8.48,3.971e+1,0.016e+1,0.010e+1,0.043e+1
2013-08-21,8.48,9.26,3.227e+1,0.013e+1,0.008e+1,0.035e+1
2013-08-21,9.26,10.1,2.617e+1,0.011e+1,0.007e+1,0.028e+1
2013-08-21,10.1,11.0,2.115e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-21,11.0,13.0,1.540e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-21,13.0,16.6,9.074e+0,0.028e+0,0.023e+0,0.103e+0
2013-08-21,16.6,22.8,4.310e+0,0.013e+0,0.011e+0,0.050e+0
2013-08-21,22.8,33.5,1.663e+0,0.006e+0,0.004e+0,0.020e+0
2013-08-21,33.5,48.5,5.854e-1,0.028e-1,0.017e-1,0.071e-1
2013-08-21,48.5,69.7,2.079e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-21,69.7,100.0,7.547e-2,0.070e-2,0.025e-2,0.091e-2
2013-08-22,1.00,1.16,4.718e+2,0.037e+2,0.074e+2,0.150e+2
2013-08-22,1.16,1.33,4.893e+2,0.032e+2,0.049e+2,0.116e+2
2013-08-22,1.33,1.51,4.855e+2,0.028e+2,0.030e+2,0.092e+2
2013-08-22,1.51,1.71,4.782e+2,0.025e+2,0.019e+2,0.076e+2
2013-08-22,1.71,1.92,4.456e+2,0.022e+2,0.014e+2,0.063e+2
2013-08-22,1.92,2.15,4.073e+2,0.019e+2,0.012e+2,0.053e+2
2013-08-22,2.15,2.40,3.706e+2,0.017e+2,0.011e+2,0.046e+2
2013-08-22,2.40,2.67,3.274e+2,0.014e+2,0.009e+2,0.038e+2
2013-08-22,2.67,2.97,2.866e+2,0.012e+2,0.008e+2,0.033e+2
2013-08-22,2.97,3.29,2.513e+2,0.010e+2,0.007e+2,0.028e+2
2013-08-22,3.29,3.64,2.153e+2,0.009e+2,0.006e+2,0.023e+2
2013-08-22,3.64,4.02,1.831e+2,0.007e+2,0.005e+2,0.020e+2
2013-08-22,4.02,4.43,1.561e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-22,4.43,4.88,1.306e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-22,4.88,5.37,1.078e+2,0.004e+2,0.003e+2,0.011e+2
2013-08-22,5.37,5.90,8.973e+1,0.033e+1,0.023e+1,0.095e+1
2013-08-22,5.90,6.47,7.403e+1,0.028e+1,0.019e+1,0.079e+1
2013-08-22,6.47,7.09,6.029e+1,0.023e+1,0.016e+1,0.064e+1
2013-08-22,7.09,7.76,4.906e+1,0.019e+1,0.013e+1,0.052e+1
2013-08-22,7.76,8.48,3.998e+1,0.016e+1,0.010e+1,0.043e+1
2013-08-22,8.48,9.26,3.239e+1,0.014e+1,0.008e+1,0.035e+1
2013-08-22,9.26,10.1,2.610e+1,0.011e+1,0.007e+1,0.028e+1
2013-08-22,10.1,11.0,2.110e+1,0.010e+1,0.005e+1,0.023e+1
2013-08-22,11.0,13.0,1.543e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-22,13.0,16.6,9.064e+0,0.028e+0,0.024e+0,0.103e+0
2013-08-22,16.6,22.8,4.320e+0,0.013e+0,0.011e+0,0.051e+0
2013-08-22,22.8,33.5,1.664e+0,0.006e+0,0.005e+0,0.020e+0
2013-08-22,33.5,48.5,5.795e-1,0.028e-1,0.017e-1,0.070e-1
2013-08-22,48.5,69.7,2.084e-1,0.014e-1,0.006e-1,0.025e-1
2013-08-22,69.7,100.0,7.585e-2,0.070e-2,0.025e-2,0.092e-2
2013-08-23,1.00,1.16,4.742e+2,0.035e+2,0.075e+2,0.151e+2
2013-08-23,1.16,1.33,4.875e+2,0.031e+2,0.049e+2,0.116e+2
2013-08-23,1.33,1.51,4.849e+2,0.028e+2,0.030e+2,0.092e+2
2013-08-23,1.51,1.71,4.700e+2,0.025e+2,0.019e+2,0.075e+2
2013-08-23,1.71,1.92,4.491e+2,0.022e+2,0.015e+2,0.064e+2
2013-08-23,1.92,2.15,4.069e+2,0.019e+2,0.012e+2,0.053e+2
2013-08-23,2.15,2.40,3.702e+2,0.017e+2,0.011e+2,0.046e+2
2013-08-23,2.40,2.67,3.270e+2,0.014e+2,0.009e+2,0.038e+2
2013-08-23,2.67,2.97,2.847e+2,0.011e+2,0.008e+2,0.032e+2
2013-08-23,2.97,3.29,2.499e+2,0.010e+2,0.007e+2,0.028e+2
2013-08-23,3.29,3.64,2.146e+2,0.008e+2,0.006e+2,0.023e+2
2013-08-23,3.64,4.02,1.845e+2,0.007e+2,0.005e+2,0.020e+2
2013-08-23,4.02,4.43,1.552e+2,0.006e+2,0.004e+2,0.017e+2
2013-08-23,4.43,4.88,1.304e+2,0.005e+2,0.003e+2,0.014e+2
2013-08-23,4.88,5.37,1.084e+2,0.004e+2,0.003e+2,0.011e+2
2013-08-23,5.37,5.90,8.957e+1,0.033e+1,0.024e+1,0.094e+1
2013-08-23,5.90,6.47,7.332e+1,0.027e+1,0.019e+1,0.078e+1
2013-08-23,6.47,7.09,6.019e+1,0.023e+1,0.016e+1,0.064e+1
2013-08-23,7.09,7.76,4.879e+1,0.019e+1,0.013e+1,0.052e+1
2013-08-23,7.76,8.48,3.972e+1,0.016e+1,0.010e+1,0.043e+1
2013-08-23,8.48,9.26,3.232e+1,0.014e+1,0.008e+1,0.035e+1
2013-08-23,9.26,10.1,2.622e+1,0.011e+1,0.007e+1,0.029e+1
2013-08-23,10.1,11.0,2.096e+1,0.010e+1,0.006e+1,0.023e+1
2013-08-23,11.0,13.0,1.537e+1,0.005e+1,0.004e+1,0.017e+1
2013-08-23,13.0,16.6,9.048e+0,0.028e+0,0.024e+0,0.103e+0
2013-08-23,16.6,22.8,4.322e+0,0.013e+0,0.011e+0,0.051e+0
2013-08-23,22.8,33.5,1.659e+0,0.006e+0,0.005e+0,0.020e+0
2013-08-23,33.5,48.5,5.818e-1,0.028e-1,0.017e-1,0.071e-1
2013-08-23,48.5,69.7,2.094e-1,0.014e-1,0.007e-1,0.025e-1
2013-08-23,69.7,100.0,7.575e-2,0.070e-2,0.025e-2,0.092e-2
2013-08-24,1.00,1.16,4.577e+2,0.035e+2,0.072e+2,0.145e+2
2013-08-24,1.16,1.33,4.770e+2,0.031e+2,0.048e+2,0.113e+2
2013-08-24,1.33,1.51,4.674e+2,0.028e+2,0.029e+2,0.088e+2
2013-08-24,1.51,1.71,4.551e+2,0.024e+2,0.019e+2,0.073e+2
2013-08-24,1.71,1.92,4.267e+2,0.021e+2,0.014e+2,0.061e+2
2013-08-24,1.92,2.15,3.960e+2,0.019e+2,0.012e+2,0.052e+2
2013-08-24,2.15,2.40,3.576e+2,0.016e+2,0.011e+2,0.044e+2
2013-08-24,2.40,2.67,3.171e+2,0.014e+2,0.009e+2,0.037e+2
2013-08-24,2.67,2.97,2.798e+2,0.011e+2,0.008e+2,0.032e+2
2013-08-24,2.97,3.29,2.425e+2,0.010e+2,0.007e+2,0.027e+2
2013-08-24,3.29,3.64,2.100e+2,0.008e+2,0.006e+2,0.023e+2
2013-08-24,3.64,4.02,1.780e+2,0.007e+2,0.005e+2,0.019e+2
2013-08-24,4.02,4.43,1.509e+2,0.006e+2,0.004e+2,0.016e+2
2013-08-24,4.43,4.88,1.258e+2,0.005e+2,0.003e+2,0.013e+2
