date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
8.48,11.0,0.01178,0.001867,0.0001178,0.000176725
11.0,16.6,0.004499,0.0007144,4.499e-05,6.748558e-05
16.6,22.8,0.001197,0.0002887,1.197e-05,1.795536e-05
22.8,41.9,0.0004339,9.13e-05,4.339e-06,6.508861e-06
1.0,1.33,2.526,0.2983,0.03789,0.07324874
1.33,1.71,1.08,0.1421,0.01404,0.02914991
1.71,2.15,0.8234,0.09203,0.009057,0.01976127
2.15,2.97,0.5857,0.04645,0.005857,0.01171424
2.97,4.02,0.2607,0.02198,0.002607,0.00390979
4.02,5.9,0.1022,0.008474,0.001022,0.001533589
5.9,7.09,0.04647,0.005874,0.0004647,0.0006970984
7.09,8.48,0.03078,0.004226,0.0003078,0.000461718
8.48,11.0,0.01423,0.002063,0.0001423,0.0002134571
11.0,16.6,0.006044,0.0008166,6.044e-05,9.065809e-05
16.6,22.8,0.001625,0.0003532,1.625e-05,2.436854e-05
22.8,41.9,0.000426,0.000104,4.26e-06,6.389569e-06
1.0,1.33,2.217,0.2727,0.03326,0.0642958
1.33,1.71,1.375,0.1672,0.01788,0.03713634
1.71,2.15,1.059,0.1052,0.01164,0.02540517
2.15,2.97,0.5441,0.04506,0.005441,0.01088194
2.97,4.02,0.2241,0.02066,0.002241,0.003362154
4.02,5.9,0.1016,0.008552,0.001016,0.001523614
5.9,7.09,0.04542,0.005934,0.0004542,0.0006812819
7.09,8.48,0.02486,0.00384,0.0002486,0.0003729732
8.48,11.0,0.01591,0.002175,0.0001591,0.000238658
11.0,16.6,0.004957,0.000762,4.957e-05,7.436141e-05
16.6,22.8,0.002028,0.0003739,2.028e-05,3.041665e-05
22.8,41.9,0.0004598,9.348e-05,4.598e-06,6.896735e-06
1.0,1.33,1.741,0.2641,0.02611,0.05047615
1.33,1.71,1.301,0.1513,0.01692,0.0351394
1.71,2.15,0.9411,0.09832,0.01035,0.0225854
2.15,2.97,0.5382,0.04286,0.005382,0.01076366
2.97,4.02,0.2566,0.02126,0.002566,0.003848576
4.02,5.9,0.09039,0.007765,0.0009039,0.00135588
5.9,7.09,0.04144,0.005483,0.0004144,0.0006215818
7.09,8.48,0.02198,0.003542,0.0002198,0.0003297225
8.48,11.0,0.01297,0.001934,0.0001297,0.0001945012
11.0,16.6,0.00382,0.0006454,3.82e-05,5.729774e-05
16.6,22.8,0.001409,0.0003092,1.409e-05,2.113239e-05
22.8,41.9,0.0007276,0.0001155,7.276e-06,1.091338e-05
1.0,1.33,2.109,0.2905,0.03164,0.06117328
1.33,1.71,1.539,0.1766,0.02001,0.04155544
1.71,2.15,1.038,0.1043,0.01141,0.02490154
2.15,2.97,0.5507,0.0446,0.005507,0.01101454
2.97,4.02,0.3223,0.02385,0.003223,0.004834608
4.02,5.9,0.111,0.008867,0.00111,0.001664318
5.9,7.09,0.05327,0.006385,0.0005327,0.0007990134
7.09,8.48,0.02188,0.003579,0.0002188,0.0003282314
8.48,11.0,0.01255,0.00195,0.0001255,0.0001882604
11.0,16.6,0.004546,0.0007079,4.546e-05,6.818827e-05
16.6,22.8,0.001534,0.0003177,1.534e-05,2.301496e-05
22.8,41.9,0.0004335,9.018e-05,4.335e-06,6.50291e-06
1.0,1.33,1.39,0.2285,0.02084,0.04029789
1.33,1.71,1.519,0.1708,0.01975,0.0410196
1.71,2.15,1.079,0.1021,0.01187,0.02589228
2.15,2.97,0.6793,0.04833,0.006793,0.01358616
2.97,4.02,0.2281,0.02019,0.002281,0.003421978
4.02,5.9,0.111,0.008691,0.00111,0.001665545
5.9,7.09,0.05388,0.00622,0.0005388,0.0008081973
7.09,8.48,0.02429,0.003715,0.0002429,0.0003643124
8.48,11.0,0.01471,0.002075,0.0001471,0.0002206352
11.0,16.6,0.005016,0.0007677,5.016e-05,7.523706e-05
16.6,22.8,0.001809,0.0003568,1.809e-05,2.713391e-05
22.8,41.9,0.0005814,0.0001071,5.814e-06,8.72135e-06
1.0,1.33,2.119,0.2784,0.03179,0.06146071
1.33,1.71,1.375,0.1546,0.01787,0.0371198
1.71,2.15,0.9441,0.09823,0.01039,0.02265938
2.15,2.97,0.5121,0.04247,0.005121,0.01024281
2.97,4.02,0.2716,0.02186,0.002716,0.004074604
4.02,5.9,0.1066,0.008463,0.001066,0.001599143
5.9,7.09,0.05102,0.006071,0.0005102,0.0007653004
7.09,8.48,0.02368,0.003705,0.0002368,0.0003551621
8.48,11.0,0.01011,0.001751,0.0001011,0.0001515871
11.0,16.6,0.004462,0.0006956,4.462e-05,6.692585e-05
16.6,22.8,0.002315,0.0003951,2.315e-05,3.471808e-05
22.8,41.9,0.0003868,9.993e-05,3.868e-06,5.80138e-06
1.0,1.33,1.947,0.2649,0.0292,0.05646051
1.33,1.71,1.453,0.1576,0.01889,0.0392289
1.71,2.15,1.156,0.1082,0.01272,0.02775208
2.15,2.97,0.5197,0.04234,0.005197,0.0103945
2.97,4.02,0.2159,0.01964,0.002159,0.003238054
4.02,5.9,0.1014,0.008193,0.001014,0.001521627
5.9,7.09,0.05123,0.006184,0.0005123,0.0007684518
7.09,8.48,0.03262,0.004317,0.0003262,0.0004892511
8.48,11.0,0.01166,0.001839,0.0001166,0.0001748529
11.0,16.6,0.006116,0.0008081,6.116e-05,9.174219e-05
16.6,22.8,0.001665,0.0003339,1.665e-05,2.496981e-05
22.8,41.9,0.0005458,0.0001007,5.458e-06,8.18648e-06
1.0,1.33,2.458,0.2972,0.03687,0.07128097
1.33,1.71,1.413,0.1624,0.01837,0.03814491
1.71,2.15,0.9874,0.09801,0.01086,0.02369692
2.15,2.97,0.5484,0.04333,0.005484,0.01096722
2.97,4.02,0.2787,0.022,0.002787,0.004181231
4.02,5.9,0.1211,0.009091,0.001211,0.001815872
5.9,7.09,0.03521,0.005155,0.0003521,0.0005281406
7.09,8.48,0.03111,0.004199,0.0003111,0.0004666567
8.48,11.0,0.01395,0.002001,0.0001395,0.0002092487
11.0,16.6,0.005422,0.0007763,5.422e-05,8.133317e-05
16.6,22.8,0.001396,0.0003086,1.396e-05,2.094578e-05
22.8,41.9,0.0005096,9.822e-05,5.096e-06,7.643403e-06
1.0,1.33,2.009,0.2708,0.03013,0.05824683
1.33,1.71,1.14,0.1425,0.01482,0.03078663
1.71,2.15,0.8972,0.09334,0.00987,0.02153355
2.15,2.97,0.4702,0.03991,0.004702,0.009403161
2.97,4.02,0.2827,0.0219,0.002827,0.004240842
4.02,5.9,0.1107,0.008615,0.001107,0.001660776
5.9,7.09,0.04576,0.005769,0.0004576,0.000686354
7.09,8.48,0.02223,0.003574,0.0002223,0.0003334694
8.48,11.0,0.0127,0.001912,0.000127,0.0001905616
11.0,16.6,0.004769,0.0007266,4.769e-05,7.153142e-05
16.6,22.8,0.002474,0.0004049,2.474e-05,3.710643e-05
22.8,41.9,0.0001959,6.11e-05,1.959e-06,2.938469e-06
1.0,1.33,2.258,0.2796,0.03387,0.06549155
1.33,1.71,1.282,0.1509,0.01667,0.03462201
1.71,2.15,0.9213,0.09733,0.01013,0.02211102
2.15,2.97,0.572,0.04412,0.00572,0.0114402
2.97,4.02,0.2504,0.02051,0.002504,0.00375617
4.02,5.9,0.1063,0.008298,0.001063,0.001594463
5.9,7.09,0.04346,0.00558,0.0004346,0.0006519479
7.09,8.48,0.02684,0.003874,0.0002684,0.0004025389
8.48,11.0,0.01265,0.001917,0.0001265,0.0001897219
11.0,16.6,0.005754,0.0008,5.754e-05,8.631296e-05
16.6,22.8,0.001937,0.0003726,1.937e-05,2.905459e-05
22.8,41.9,0.0004357,9.072e-05,4.357e-06,6.536163e-06
1.0,1.33,2.385,0.275,0.03578,0.06917493
1.33,1.71,1.42,0.155,0.01846,0.03833927
1.71,2.15,0.9299,0.09479,0.01023,0.02231718
2.15,2.97,0.5967,0.04708,0.005967,0.01193476
2.97,4.02,0.2625,0.02297,0.002625,0.003936946
4.02,5.9,0.11,0.009181,0.0011,0.001649751
5.9,7.09,0.04619,0.006311,0.0004619,0.0006928308
7.09,8.48,0.02883,0.004422,0.0002883,0.0004324633
8.48,11.0,0.01361,0.002164,0.0001361,0.0002040828
11.0,16.6,0.004665,0.0008094,4.665e-05,6.9979e-05
16.6,22.8,0.001245,0.0003174,1.245e-05,1.867569e-05
22.8,41.9,0.0006253,0.000119,6.253e-06,9.379575e-06
1.0,1.33,1.709,0.2311,0.02564,0.04957386
1.33,1.71,1.359,0.1505,0.01766,0.03668094
1.71,2.15,0.9339,0.09528,0.01027,0.02241411
2.15,2.97,0.5794,0.04711,0.005794,0.01158816
2.97,4.02,0.3076,0.02442,0.003076,0.00461375
4.02,5.9,0.0963,0.008555,0.000963,0.001444508
5.9,7.09,0.04673,0.006367,0.0004673,0.0007009874
7.09,8.48,0.0238,0.003976,0.000238,0.0003570249
8.48,11.0,0.0157,0.002356,0.000157,0.0002355367
11.0,16.6,0.005866,0.0008807,5.866e-05,8.798271e-05
16.6,22.8,0.001787,0.0003918,1.787e-05,2.680846e-05
22.8,41.9,0.0005775,0.0001131,5.775e-06,8.662126e-06
1.0,1.33,2.164,0.2798,0.03246,0.06274639
1.33,1.71,1.472,0.1588,0.01913,0.03973617
1.71,2.15,0.8737,0.09413,0.009611,0.02096964
2.15,2.97,0.5824,0.04486,0.005824,0.0116479
2.97,4.02,0.2481,0.02081,0.002481,0.003721312
4.02,5.9,0.09293,0.007811,0.0009293,0.001393995
5.9,7.09,0.05953,0.006566,0.0005953,0.0008930191
7.09,8.48,0.02567,0.003793,0.0002567,0.0003850248
8.48,11.0,0.0113,0.001797,0.000113,0.0001694886
11.0,16.6,0.005326,0.0007713,5.326e-05,7.98865e-05
16.6,22.8,0.001704,0.0003425,1.704e-05,2.55526e-05
22.8,41.9,0.0003788,8.394e-05,3.788e-06,5.682223e-06
1.0,1.33,1.877,0.2672,0.02815,0.05441892
1.33,1.71,1.136,0.1462,0.01477,0.0306757
1.71,2.15,0.8554,0.09215,0.009409,0.02052903
2.15,2.97,0.658,0.04763,0.00658,0.01315901
2.97,4.02,0.2662,0.02168,0.002662,0.003992579
4.02,5.9,0.096,0.007984,0.00096,0.001439957
5.9,7.09,0.05044,0.006095,0.0005044,0.0007565345
7.09,8.48,0.0277,0.003936,0.000277,0.0004155529
8.48,11.0,0.01609,0.002173,0.0001609,0.0002414247
11.0,16.6,0.005431,0.0007747,5.431e-05,8.14594e-05
16.6,22.8,0.002178,0.000385,2.178e-05,3.266728e-05
22.8,41.9,0.0004067,8.632e-05,4.067e-06,6.100158e-06
1.0,1.33,2.022,0.2537,0.03033,0.05863784
1.33,1.71,1.062,0.1368,0.01381,0.02868687
1.71,2.15,0.8152,0.08644,0.008967,0.01956467
2.15,2.97,0.5183,0.04143,0.005183,0.01036583
2.97,4.02,0.254,0.02082,0.00254,0.00380934
4.02,5.9,0.1058,0.008169,0.001058,0.001586528
5.9,7.09,0.05012,0.005932,0.0005012,0.0007517706
7.09,8.48,0.0258,0.003729,0.000258,0.000387034
8.48,11.0,0.01337,0.001941,0.0001337,0.0002005471
11.0,16.6,0.005753,0.0007841,5.753e-05,8.628896e-05
16.6,22.8,0.001931,0.0003604,1.931e-05,2.89579e-05
22.8,41.9,0.0005549,0.0001003,5.549e-06,8.323076e-06
1.0,1.33,1.937,0.257,0.02905,0.05616236
1.33,1.71,1.548,0.1627,0.02012,0.04178475
1.71,2.15,1.09,0.1009,0.01199,0.026165
2.15,2.97,0.501,0.04059,0.00501,0.01002029
2.97,4.02,0.2207,0.01934,0.002207,0.003310957
4.02,5.9,0.1024,0.008003,0.001024,0.001535732
5.9,7.09,0.04589,0.005703,0.0004589,0.0006884014
7.09,8.48,0.02794,0.003892,0.0002794,0.0004190724
8.48,11.0,0.01441,0.002024,0.0001441,0.000216127
11.0,16.6,0.004878,0.000716,4.878e-05,7.317622e-05
16.6,22.8,0.001445,0.0003203,1.445e-05,2.167798e-05
22.8,41.9,0.0005626,0.0001006,5.626e-06,8.439287e-06
1.0,1.33,1.908,0.2523,0.02861,0.05531984
1.33,1.71,1.177,0.1405,0.01529,0.03176585
1.71,2.15,1.081,0.1005,0.01189,0.02594626
2.15,2.97,0.5072,0.04102,0.005072,0.01014492
2.97,4.02,0.2545,0.02065,0.002545,0.00381675
4.02,5.9,0.09546,0.007759,0.0009546,0.001431947
5.9,7.09,0.04348,0.005519,0.0004348,0.0006521826
7.09,8.48,0.02417,0.003599,0.0002417,0.0003624965
8.48,11.0,0.01623,0.002109,0.0001623,0.0002435096
11.0,16.6,0.004376,0.0006811,4.376e-05,6.564662e-05
16.6,22.8,0.001851,0.0003509,1.851e-05,2.776386e-05
22.8,41.9,0.0001929,5.828e-05,1.929e-06,2.894117e-06
1.0,1.33,2.42,0.2745,0.0363,0.07017212
1.33,1.71,1.673,0.1718,0.02175,0.04517006
1.71,2.15,0.8001,0.08661,0.008801,0.01920134
2.15,2.97,0.5923,0.0441,0.005923,0.01184649
2.97,4.02,0.2523,0.02024,0.002523,0.003784551
4.02,5.9,0.1016,0.007876,0.001016,0.001523932
5.9,7.09,0.03756,0.005161,0.0003756,0.000563407
7.09,8.48,0.02301,0.003578,0.0002301,0.0003451384
8.48,11.0,0.01435,0.002004,0.0001435,0.0002152134
11.0,16.6,0.004352,0.0006935,4.352e-05,6.527898e-05
16.6,22.8,0.002398,0.0004031,2.398e-05,3.597012e-05
22.8,41.9,0.0006112,0.0001049,6.112e-06,9.168579e-06
1.0,1.33,2.417,0.282,0.03626,0.07010251
1.33,1.71,1.312,0.1541,0.01705,0.03541147
1.71,2.15,0.7044,0.08484,0.007748,0.01690463
2.15,2.97,0.5301,0.04191,0.005301,0.01060159
2.97,4.02,0.2192,0.01959,0.002192,0.003287459
4.02,5.9,0.1044,0.008051,0.001044,0.001565687
5.9,7.09,0.04473,0.005621,0.0004473,0.000670994
7.09,8.48,0.03339,0.004267,0.0003339,0.0005008609
8.48,11.0,0.01369,0.001954,0.0001369,0.0002053986
11.0,16.6,0.004819,0.0007145,4.819e-05,7.228092e-05
16.6,22.8,0.002031,0.0003727,2.031e-05,3.04657e-05
22.8,41.9,0.0004018,8.624e-05,4.018e-06,6.027393e-06
1.0,1.33,1.964,0.2618,0.02946,0.05695834
1.33,1.71,1.422,0.1606,0.01849,0.03839995
1.71,2.15,1.009,0.1018,0.0111,0.02421488
2.15,2.97,0.5084,0.04127,0.005084,0.01016785
2.97,4.02,0.2574,0.02095,0.002574,0.003861565
4.02,5.9,0.1054,0.008123,0.001054,0.001581365
5.9,7.09,0.04888,0.005779,0.0004888,0.0007332236
7.09,8.48,0.02389,0.003582,0.0002389,0.0003582955
8.48,11.0,0.01614,0.002101,0.0001614,0.0002421086
11.0,16.6,0.004274,0.0006751,4.274e-05,6.411076e-05
16.6,22.8,0.001664,0.0003369,1.664e-05,2.495602e-05
22.8,41.9,0.0004495,8.984e-05,4.495e-06,6.742318e-06
1.0,1.33,2.161,0.2739,0.03242,0.06267991
1.33,1.71,1.407,0.1618,0.0183,0.03799869
1.71,2.15,0.9115,0.09574,0.01003,0.02187673
2.15,2.97,0.5312,0.0433,0.005312,0.01062341
2.97,4.02,0.2808,0.02179,0.002808,0.00421169
4.02,5.9,0.107,0.008348,0.00107,0.001605227
5.9,7.09,0.04298,0.005604,0.0004298,0.00064474
7.09,8.48,0.02464,0.003678,0.0002464,0.0003695314
8.48,11.0,0.01284,0.00191,0.0001284,0.0001925673
11.0,16.6,0.004705,0.0007127,4.705e-05,7.056877e-05
16.6,22.8,0.001009,0.0002578,1.009e-05,1.51362e-05
22.8,41.9,0.0005324,9.778e-05,5.324e-06,7.986266e-06
1.0,1.33,1.936,0.252,0.02905,0.05615498
1.33,1.71,1.541,0.1663,0.02004,0.04161624
1.71,2.15,1.242,0.109,0.01366,0.02981022
2.15,2.97,0.6417,0.04582,0.006417,0.01283459
2.97,4.02,0.2536,0.02039,0.002536,0.003803354
4.02,5.9,0.1193,0.008602,0.001193,0.001790098
5.9,7.09,0.04315,0.00555,0.0004315,0.0006472161
7.09,8.48,0.0273,0.003881,0.000273,0.0004094918
8.48,11.0,0.01054,0.001752,0.0001054,0.0001580509
11.0,16.6,0.005106,0.0007544,5.106e-05,7.658642e-05
16.6,22.8,0.001896,0.0003572,1.896e-05,2.844134e-05
22.8,41.9,0.0004022,8.488e-05,4.022e-06,6.033725e-06
1.0,1.33,2.28,0.2796,0.03421,0.06613003
1.33,1.71,1.572,0.1645,0.02044,0.04244811
1.71,2.15,1.108,0.1058,0.01219,0.02659751
2.15,2.97,0.5915,0.04453,0.005915,0.01183087
2.97,4.02,0.2957,0.02274,0.002957,0.004436034
4.02,5.9,0.1147,0.008538,0.001147,0.001720891
5.9,7.09,0.04923,0.005923,0.0004923,0.0007384622
7.09,8.48,0.02769,0.003915,0.0002769,0.000415341
8.48,11.0,0.01596,0.002103,0.0001596,0.0002393317
11.0,16.6,0.004776,0.0007268,4.776e-05,7.163643e-05
16.6,22.8,0.001629,0.0003274,1.629e-05,2.444104e-05
22.8,41.9,0.000654,0.0001088,6.54e-06,9.810493e-06
1.0,1.33,2.602,0.2943,0.03902,0.07544527
1.33,1.71,1.445,0.1651,0.01878,0.03901396
1.71,2.15,0.9466,0.09267,0.01041,0.02271831
2.15,2.97,0.64,0.04572,0.0064,0.01279964
2.97,4.02,0.2737,0.02136,0.002737,0.004105072
4.02,5.9,0.1207,0.008667,0.001207,0.001810182
5.9,7.09,0.04166,0.005434,0.0004166,0.0006248859
7.09,8.48,0.03061,0.004085,0.0003061,0.0004591485
8.48,11.0,0.01155,0.001831,0.0001155,0.0001732992
11.0,16.6,0.004372,0.0006843,4.372e-05,6.557323e-05
16.6,22.8,0.001918,0.0003615,1.918e-05,2.876355e-05
22.8,41.9,0.0003303,7.906e-05,3.303e-06,4.953759e-06
1.0,1.33,2.268,0.2785,0.03402,0.06577406
1.33,1.71,1.571,0.1703,0.02043,0.04242947
1.71,2.15,0.9513,0.09728,0.01046,0.02283155
2.15,2.97,0.5648,0.04343,0.005648,0.01129527
2.97,4.02,0.2979,0.02294,0.002979,0.004467864
4.02,5.9,0.1072,0.008271,0.001072,0.00160854
5.9,7.09,0.05068,0.005974,0.0005068,0.000760226
7.09,8.48,0.02625,0.003789,0.0002625,0.0003938025
8.48,11.0,0.01331,0.001928,0.0001331,0.0001995808
11.0,16.6,0.005292,0.0007424,5.292e-05,7.937694e-05
16.6,22.8,0.002185,0.0003835,2.185e-05,3.278178e-05
22.8,41.9,0.0004227,8.783e-05,4.227e-06,6.33988e-06
1.0,1.33,2.073,0.2649,0.0311,0.06011904
1.33,1.71,1.61,0.164,0.02093,0.04346924
1.71,2.15,1.1,0.1021,0.0121,0.02639808
2.15,2.97,0.6419,0.04543,0.006419,0.01283881
2.97,4.02,0.2235,0.01947,0.002235,0.003353229
4.02,5.9,0.1012,0.00795,0.001012,0.001517613
5.9,7.09,0.05714,0.006367,0.0005714,0.0008570431
7.09,8.48,0.02256,0.003506,0.0002256,0.0003383868
8.48,11.0,0.01485,0.002037,0.0001485,0.0002228148
11.0,16.6,0.004819,0.0007245,4.819e-05,7.228505e-05
16.6,22.8,0.001899,0.0003617,1.899e-05,2.849181e-05
22.8,41.9,0.0005166,9.633e-05,5.166e-06,7.748747e-06
1.0,1.33,2.036,0.2324,0.03054,0.05904053
1.33,1.71,1.626,0.1509,0.02114,0.04391076
1.71,2.15,0.8841,0.08676,0.009726,0.02121938
2.15,2.97,0.5814,0.04219,0.005814,0.01162765
2.97,4.02,0.2841,0.02095,0.002841,0.004261964
4.02,5.9,0.1091,0.0081,0.001091,0.001635967
5.9,7.09,0.05344,0.006045,0.0005344,0.000801596
7.09,8.48,0.03269,0.004177,0.0003269,0.0004903387
8.48,11.0,0.01153,0.00179,0.0001153,0.0001730242
11.0,16.6,0.004998,0.0007341,4.998e-05,7.497161e-05
16.6,22.8,0.001468,0.0003151,1.468e-05,2.201618e-05
22.8,41.9,0.0005138,9.587e-05,5.138e-06,7.707662e-06
1.0,1.33,2.438,0.2642,0.03658,0.07071284
1.33,1.71,1.799,0.1678,0.02339,0.04857452
1.71,2.15,1.072,0.09532,0.01179,0.02572264
2.15,2.97,0.6601,0.04504,0.006601,0.01320165
2.97,4.02,0.275,0.02104,0.00275,0.004125677
4.02,5.9,0.09309,0.007557,0.0009309,0.001396389
5.9,7.09,0.05353,0.006002,0.0005353,0.0008028929
7.09,8.48,0.0302,0.004032,0.000302,0.0004529694
8.48,11.0,0.01731,0.002176,0.0001731,0.0002595905
11.0,16.6,0.005383,0.0007635,5.383e-05,8.073796e-05
16.6,22.8,0.001431,0.0003094,1.431e-05,2.1463e-05
22.8,41.9,0.0005547,0.0001006,5.547e-06,8.31994e-06
1.0,1.33,2.048,0.2326,0.03072,0.05939399
1.33,1.71,1.843,0.1606,0.02396,0.04976964
1.71,2.15,1.21,0.09975,0.01331,0.02904023
2.15,2.97,0.6038,0.04203,0.006038,0.01207694
2.97,4.02,0.2639,0.0206,0.002639,0.003957945
4.02,5.9,0.1205,0.008618,0.001205,0.001808212
5.9,7.09,0.05546,0.006211,0.0005546,0.0008318967
7.09,8.48,0.02967,0.004024,0.0002967,0.0004450137
8.48,11.0,0.01697,0.002161,0.0001697,0.0002545127
11.0,16.6,0.005038,0.0007366,5.038e-05,7.556351e-05
16.6,22.8,0.001313,0.0002893,1.313e-05,1.969211e-05
22.8,41.9,0.0004373,8.887e-05,4.373e-06,6.558949e-06
1.0,1.33,2.298,0.2668,0.03447,0.06665074
1.33,1.71,1.434,0.1484,0.01864,0.03870604
1.71,2.15,1.039,0.09669,0.01143,0.02493111
2.15,2.97,0.582,0.04299,0.00582,0.01163982
2.97,4.02,0.2812,0.02129,0.002812,0.004217818
4.02,5.9,0.1152,0.00836,0.001152,0.001727818
5.9,7.09,0.03352,0.004897,0.0003352,0.0005027673
7.09,8.48,0.02741,0.003869,0.0002741,0.0004110981
8.48,11.0,0.01352,0.001938,0.0001352,0.0002027521
11.0,16.6,0.005631,0.0007759,5.631e-05,8.446441e-05
16.6,22.8,0.002295,0.0003914,2.295e-05,3.442514e-05
22.8,41.9,0.0004817,9.624e-05,4.817e-06,7.224958e-06
1.0,1.33,1.872,0.2249,0.02809,0.05429801
1.33,1.71,1.757,0.1566,0.02285,0.04744964
1.71,2.15,1.05,0.0919,0.01155,0.02521015
2.15,2.97,0.5798,0.04144,0.005798,0.01159502
2.97,4.02,0.2805,0.02098,0.002805,0.004207547
4.02,5.9,0.1047,0.008018,0.001047,0.001570705
5.9,7.09,0.04451,0.005535,0.0004451,0.0006676541
7.09,8.48,0.03204,0.004137,0.0003204,0.0004805365
8.48,11.0,0.01315,0.001899,0.0001315,0.0001972773
11.0,16.6,0.005724,0.0007836,5.724e-05,8.586481e-05
16.6,22.8,0.001103,0.0002653,1.103e-05,1.654002e-05
22.8,41.9,0.0004814,9.328e-05,4.814e-06,7.220549e-06
1.0,1.33,3.056,0.3072,0.04585,0.08863526
1.33,1.71,1.532,0.1568,0.01991,0.04135266
1.71,2.15,1.051,0.09862,0.01156,0.0252199
2.15,2.97,0.6733,0.04561,0.006733,0.01346609
2.97,4.02,0.2544,0.02056,0.002544,0.003815321
4.02,5.9,0.1041,0.008055,0.001041,0.001561659
5.9,7.09,0.04594,0.005696,0.0004594,0.0006890568
7.09,8.48,0.03133,0.00415,0.0003133,0.0004699094
8.48,11.0,0.0148,0.002061,0.000148,0.0002220616
11.0,16.6,0.005374,0.0007589,5.374e-05,8.060453e-05
16.6,22.8,0.001593,0.0003291,1.593e-05,2.389005e-05
22.8,41.9,0.0004137,9.289e-05,4.137e-06,6.205862e-06
1.0,1.33,1.911,0.2239,0.02866,0.05540969
1.33,1.71,1.611,0.1481,0.02094,0.0434984
1.71,2.15,1.06,0.09372,0.01166,0.02544052
2.15,2.97,0.5506,0.04047,0.005506,0.01101283
2.97,4.02,0.2893,0.02113,0.002893,0.004339916
4.02,5.9,0.103,0.007818,0.00103,0.001545704
5.9,7.09,0.05264,0.006017,0.0005264,0.0007895655
7.09,8.48,0.02936,0.003998,0.0002936,0.0004403322
8.48,11.0,0.01498,0.002015,0.0001498,0.0002247448
11.0,16.6,0.005268,0.0007451,5.268e-05,7.902236e-05
16.6,22.8,0.002031,0.000369,2.031e-05,3.045872e-05
22.8,41.9,0.0006077,0.0001048,6.077e-06,9.115003e-06
1.0,1.33,1.861,0.2335,0.02791,0.05395674
1.33,1.71,1.232,0.1393,0.01602,0.03327446
1.71,2.15,1.042,0.0936,0.01146,0.02500739
2.15,2.97,0.5545,0.04111,0.005545,0.01109014
2.97,4.02,0.2896,0.02139,0.002896,0.004343516
4.02,5.9,0.1107,0.008164,0.001107,0.001660761
5.9,7.09,0.05024,0.005852,0.0005024,0.0007535327
7.09,8.48,0.02503,0.00367,0.0002503,0.0003754587
8.48,11.0,0.01594,0.002068,0.0001594,0.0002390592
11.0,16.6,0.004667,0.0007177,4.667e-05,7.000551e-05
16.6,22.8,0.001844,0.0003403,1.844e-05,2.766357e-05
22.8,41.9,0.0004007,9.616e-05,4.007e-06,6.010882e-06
1.0,1.33,2.219,0.2373,0.03329,0.06435968
1.33,1.71,1.195,0.1294,0.01554,0.03227781
1.71,2.15,1.008,0.08969,0.01109,0.02418975
2.15,2.97,0.5403,0.03968,0.005403,0.01080531
2.97,4.02,0.2492,0.01959,0.002492,0.00373835
4.02,5.9,0.1022,0.007856,0.001022,0.001533274
5.9,7.09,0.05226,0.00596,0.0005226,0.000783873
7.09,8.48,0.0268,0.003774,0.000268,0.0004019786
8.48,11.0,0.01485,0.002002,0.0001485,0.0002227758
11.0,16.6,0.005245,0.0007479,5.245e-05,7.867578e-05
16.6,22.8,0.001101,0.0002679,1.101e-05,1.651107e-05
22.8,41.9,0.0003196,7.673e-05,3.196e-06,4.794373e-06
1.0,1.33,1.829,0.2555,0.02744,0.053049
1.33,1.71,1.097,0.1413,0.01427,0.02963078
1.71,2.15,0.9521,0.1022,0.01047,0.02285158
2.15,2.97,0.5103,0.04513,0.005103,0.01020537
2.97,4.02,0.2505,0.02333,0.002505,0.003756942
4.02,5.9,0.09188,0.008882,0.0009188,0.001378188
5.9,7.09,0.03786,0.00595,0.0003786,0.0005679579
7.09,8.48,0.02278,0.004196,0.0002278,0.0003417655
8.48,11.0,0.009467,0.001942,9.467e-05,0.0001419995
11.0,16.6,0.0056,0.0008775,5.6e-05,8.400002e-05
16.6,22.8,0.002334,0.0004708,2.334e-05,3.500676e-05
22.8,41.9,0.0003902,9.728e-05,3.902e-06,5.852602e-06
1.0,1.33,1.848,0.2514,0.02773,0.05360631
1.33,1.71,1.28,0.1531,0.01664,0.03455337
1.71,2.15,0.8388,0.09396,0.009226,0.02013037
2.15,2.97,0.5293,0.04628,0.005293,0.01058635
2.97,4.02,0.2207,0.02182,0.002207,0.003310019
4.02,5.9,0.09444,0.009036,0.0009444,0.001416582
5.9,7.09,0.03425,0.005799,0.0003425,0.0005138192
7.09,8.48,0.02321,0.004357,0.0002321,0.0003481763
8.48,11.0,0.007741,0.001789,7.741e-05,0.0001161097
11.0,16.6,0.003625,0.0007604,3.625e-05,5.436992e-05
16.6,22.8,0.001847,0.0003975,1.847e-05,2.770113e-05
22.8,41.9,0.0002573,7.834e-05,2.573e-06,3.859651e-06
1.0,1.33,2.07,0.2597,0.03105,0.06003186
1.33,1.71,1.438,0.1611,0.0187,0.03883412
1.71,2.15,0.8222,0.093,0.009044,0.01973204
2.15,2.97,0.46,0.04303,0.0046,0.009199642
2.97,4.02,0.3093,0.02535,0.003093,0.004639565
4.02,5.9,0.08656,0.008623,0.0008656,0.001298419
