date YYYY-MM-DD,rigidity_min GV,rigidity_max GV,positron_flux m^-2sr^-1s^-1GV^-1,positron_flux_error_statistical m^-2sr^-1s^-1GV^-1,positron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
1.33,1.71,0.8872,0.1152,0.01153,0.02395374
1.71,2.15,0.8066,0.08209,0.008872,0.01935726
2.15,2.97,0.4701,0.03773,0.004701,0.009402462
2.97,4.02,0.1985,0.01784,0.001985,0.002977099
4.02,5.9,0.08189,0.007345,0.0008189,0.001228379
5.9,7.09,0.03297,0.005071,0.0003297,0.0004944751
7.09,8.48,0.02685,0.003973,0.0002685,0.0004026818
8.48,11.0,0.01197,0.001918,0.0001197,0.000179538
11.0,16.6,0.005144,0.0007836,5.144e-05,7.715725e-05
16.6,22.8,0.001859,0.000371,1.859e-05,2.7891e-05
22.8,41.9,0.0004408,9.501e-05,4.408e-06,6.611527e-06
1.0,1.33,1.554,0.1895,0.02332,0.04507692
1.33,1.71,1.056,0.1188,0.01372,0.02850093
1.71,2.15,0.6756,0.07438,0.007432,0.01621533
2.15,2.97,0.387,0.03459,0.00387,0.007739408
2.97,4.02,0.2088,0.01829,0.002088,0.003131251
4.02,5.9,0.1044,0.008085,0.001044,0.00156599
5.9,7.09,0.04105,0.005347,0.0004105,0.0006157958
7.09,8.48,0.02531,0.003741,0.0002531,0.0003796762
8.48,11.0,0.01568,0.002105,0.0001568,0.0002351468
11.0,16.6,0.006113,0.0008106,6.113e-05,9.169005e-05
16.6,22.8,0.001382,0.0003093,1.382e-05,2.073478e-05
22.8,41.9,0.0007371,0.0001286,7.371e-06,1.105602e-05
1.0,1.33,1.354,0.1954,0.02031,0.03925754
1.33,1.71,0.9818,0.1192,0.01276,0.0265096
1.71,2.15,0.6263,0.07349,0.006889,0.01503064
2.15,2.97,0.3812,0.03361,0.003812,0.007623606
2.97,4.02,0.2081,0.01794,0.002081,0.003121184
4.02,5.9,0.0946,0.00771,0.000946,0.001418988
5.9,7.09,0.04237,0.005437,0.0004237,0.0006355562
7.09,8.48,0.03345,0.004277,0.0003345,0.0005017109
8.48,11.0,0.0145,0.00202,0.000145,0.0002174829
11.0,16.6,0.004401,0.0006954,4.401e-05,6.60194e-05
16.6,22.8,0.001971,0.0003628,1.971e-05,2.955812e-05
22.8,41.9,0.0003523,8.114e-05,3.523e-06,5.284873e-06
1.0,1.33,1.714,0.2177,0.02571,0.04970086
1.33,1.71,0.9816,0.1195,0.01276,0.02650311
1.71,2.15,0.6349,0.07312,0.006984,0.01523802
2.15,2.97,0.4393,0.0367,0.004393,0.008786038
2.97,4.02,0.2055,0.0183,0.002055,0.003082629
4.02,5.9,0.09059,0.007481,0.0009059,0.001358875
5.9,7.09,0.04778,0.005861,0.0004778,0.0007167534
7.09,8.48,0.02436,0.003699,0.0002436,0.0003653457
8.48,11.0,0.01421,0.00203,0.0001421,0.0002130816
11.0,16.6,0.005016,0.0007455,5.016e-05,7.523395e-05
16.6,22.8,0.00208,0.0003827,2.08e-05,3.119636e-05
22.8,41.9,0.000372,8.303e-05,3.72e-06,5.579372e-06
1.0,1.33,1.681,0.2169,0.02522,0.04875463
1.33,1.71,1.01,0.1271,0.01313,0.02726007
1.71,2.15,0.817,0.08511,0.008986,0.01960691
2.15,2.97,0.4126,0.03784,0.004126,0.008252553
2.97,4.02,0.2385,0.02012,0.002385,0.00357771
4.02,5.9,0.1164,0.008863,0.001164,0.001746632
5.9,7.09,0.04317,0.005688,0.0004317,0.0006475487
7.09,8.48,0.02332,0.003668,0.0002332,0.0003498186
8.48,11.0,0.01735,0.002265,0.0001735,0.0002602629
11.0,16.6,0.004346,0.0007244,4.346e-05,6.518714e-05
16.6,22.8,0.002368,0.0004101,2.368e-05,3.552006e-05
22.8,41.9,0.0004687,9.484e-05,4.687e-06,7.030642e-06
1.0,1.33,1.2,0.1792,0.018,0.03480087
1.33,1.71,1.033,0.1215,0.01343,0.02788931
1.71,2.15,0.8092,0.08289,0.008901,0.0194212
2.15,2.97,0.3982,0.03508,0.003982,0.007963348
2.97,4.02,0.2124,0.01828,0.002124,0.003185846
4.02,5.9,0.08291,0.007202,0.0008291,0.001243659
5.9,7.09,0.05086,0.005959,0.0005086,0.0007628749
7.09,8.48,0.02243,0.003502,0.0002243,0.0003364076
8.48,11.0,0.01004,0.001699,0.0001004,0.0001505959
11.0,16.6,0.003503,0.0006222,3.503e-05,5.254246e-05
16.6,22.8,0.001406,0.0003034,1.406e-05,2.109018e-05
22.8,41.9,0.0005091,0.0001029,5.091e-06,7.636608e-06
1.0,1.33,1.154,0.1789,0.01731,0.03347458
1.33,1.71,0.8887,0.1164,0.01155,0.02399426
1.71,2.15,0.7578,0.08433,0.008336,0.01818798
2.15,2.97,0.3734,0.03585,0.003734,0.007467784
2.97,4.02,0.1729,0.01793,0.001729,0.002593181
4.02,5.9,0.09782,0.008367,0.0009782,0.00146733
5.9,7.09,0.04556,0.005952,0.0004556,0.0006834726
7.09,8.48,0.0228,0.003711,0.000228,0.0003419829
8.48,11.0,0.01178,0.001903,0.0001178,0.0001766263
11.0,16.6,0.006685,0.0008759,6.685e-05,0.0001002822
16.6,22.8,0.002084,0.0003955,2.084e-05,3.126184e-05
22.8,41.9,0.0005523,0.0001043,5.523e-06,8.284959e-06
1.0,1.33,1.841,0.2119,0.02762,0.05338961
1.33,1.71,1.022,0.12,0.01329,0.02760529
1.71,2.15,0.7879,0.08174,0.008667,0.01891006
2.15,2.97,0.4178,0.03749,0.004178,0.008355992
2.97,4.02,0.1918,0.01819,0.001918,0.002877708
4.02,5.9,0.08831,0.007564,0.0008831,0.001324607
5.9,7.09,0.0338,0.00499,0.000338,0.0005070383
7.09,8.48,0.02507,0.003754,0.0002507,0.0003759792
8.48,11.0,0.01336,0.001952,0.0001336,0.0002003889
11.0,16.6,0.005621,0.0007915,5.621e-05,8.431928e-05
16.6,22.8,0.001538,0.0003282,1.538e-05,2.306328e-05
22.8,41.9,0.0004196,9.26e-05,4.196e-06,6.294701e-06
1.0,1.33,1.184,0.18,0.01776,0.0343355
1.33,1.71,0.9237,0.1191,0.01201,0.0249404
1.71,2.15,0.6701,0.07706,0.007371,0.01608248
2.15,2.97,0.4343,0.03825,0.004343,0.008685238
2.97,4.02,0.2597,0.02148,0.002597,0.003896016
4.02,5.9,0.08234,0.007435,0.0008234,0.001235054
5.9,7.09,0.04237,0.005606,0.0004237,0.0006356238
7.09,8.48,0.01993,0.003424,0.0001993,0.0002990106
8.48,11.0,0.01523,0.002128,0.0001523,0.000228477
11.0,16.6,0.004538,0.0007297,4.538e-05,6.807273e-05
16.6,22.8,0.001835,0.0003697,1.835e-05,2.753119e-05
22.8,41.9,0.0004392,9.175e-05,4.392e-06,6.588571e-06
1.0,1.33,1.359,0.1879,0.02039,0.0394252
1.33,1.71,1.099,0.1228,0.01428,0.02966221
1.71,2.15,0.7489,0.08035,0.008238,0.01797337
2.15,2.97,0.4667,0.03906,0.004667,0.009333643
2.97,4.02,0.1969,0.01899,0.001969,0.002954188
4.02,5.9,0.1003,0.008381,0.001003,0.001504456
5.9,7.09,0.02952,0.004828,0.0002952,0.0004428607
7.09,8.48,0.02572,0.003992,0.0002572,0.0003857932
8.48,11.0,0.01189,0.001943,0.0001189,0.000178281
11.0,16.6,0.003426,0.0006396,3.426e-05,5.138996e-05
16.6,22.8,0.001955,0.0003882,1.955e-05,2.932059e-05
22.8,41.9,0.0004604,9.847e-05,4.604e-06,6.906221e-06
1.0,1.33,1.534,0.1978,0.02302,0.04449796
1.33,1.71,0.9962,0.1142,0.01295,0.02689825
1.71,2.15,0.6733,0.07342,0.007406,0.01615896
2.15,2.97,0.4348,0.03565,0.004348,0.008696311
2.97,4.02,0.1865,0.01692,0.001865,0.002797951
4.02,5.9,0.08873,0.007417,0.0008873,0.001330922
5.9,7.09,0.05042,0.005921,0.0005042,0.0007562425
7.09,8.48,0.02562,0.003705,0.0002562,0.0003843652
8.48,11.0,0.01287,0.001901,0.0001287,0.0001930868
11.0,16.6,0.004807,0.0007254,4.807e-05,7.210581e-05
16.6,22.8,0.001695,0.0004459,1.695e-05,2.542174e-05
22.8,41.9,0.000394,8.498e-05,3.94e-06,5.910523e-06
1.0,1.33,1.538,0.1916,0.02306,0.04458902
1.33,1.71,1.194,0.1268,0.01553,0.03224862
1.71,2.15,0.8135,0.07825,0.008949,0.01952474
2.15,2.97,0.4228,0.03509,0.004228,0.008455802
2.97,4.02,0.246,0.01914,0.00246,0.0036904
4.02,5.9,0.107,0.007975,0.00107,0.001605637
5.9,7.09,0.03867,0.005068,0.0003867,0.0005801016
7.09,8.48,0.02781,0.003838,0.0002781,0.0004171866
8.48,11.0,0.01167,0.001778,0.0001167,0.0001750161
11.0,16.6,0.003852,0.000635,3.852e-05,5.778589e-05
16.6,22.8,0.001523,0.0003114,1.523e-05,2.284777e-05
22.8,41.9,0.0003478,7.817e-05,3.478e-06,5.216824e-06
1.0,1.33,1.698,0.209,0.02547,0.04924042
1.33,1.71,0.8269,0.1076,0.01075,0.02232599
1.71,2.15,0.6805,0.07385,0.007486,0.01633258
2.15,2.97,0.4115,0.0353,0.004115,0.008229853
2.97,4.02,0.2437,0.0199,0.002437,0.003655566
4.02,5.9,0.0935,0.007846,0.000935,0.001402502
5.9,7.09,0.04765,0.005827,0.0004765,0.0007147663
7.09,8.48,0.02435,0.003748,0.0002435,0.00036526
8.48,11.0,0.01206,0.0019,0.0001206,0.0001809526
11.0,16.6,0.005621,0.0008009,5.621e-05,8.431243e-05
16.6,22.8,0.00192,0.0003773,1.92e-05,2.879616e-05
22.8,41.9,0.0004819,9.83e-05,4.819e-06,7.228663e-06
1.0,1.33,1.502,0.2109,0.02254,0.0435689
1.33,1.71,1.152,0.1288,0.01497,0.03109624
1.71,2.15,0.7183,0.07688,0.007902,0.01723975
2.15,2.97,0.4096,0.03527,0.004096,0.00819264
2.97,4.02,0.2151,0.01849,0.002151,0.003226805
4.02,5.9,0.09967,0.007644,0.0009967,0.001495102
5.9,7.09,0.04683,0.005637,0.0004683,0.0007025075
7.09,8.48,0.02829,0.00387,0.0002829,0.0004243711
8.48,11.0,0.01427,0.001971,0.0001427,0.0002140725
11.0,16.6,0.004575,0.0007074,4.575e-05,6.86305e-05
16.6,22.8,0.001861,0.0003542,1.861e-05,2.790877e-05
22.8,41.9,0.0007281,0.0001169,7.281e-06,1.092211e-05
1.0,1.33,1.856,0.2326,0.02784,0.05381867
1.33,1.71,1.084,0.1284,0.01409,0.02927323
1.71,2.15,0.6384,0.07628,0.007022,0.015321
2.15,2.97,0.4177,0.03795,0.004177,0.008353597
2.97,4.02,0.2327,0.02078,0.002327,0.003491047
4.02,5.9,0.09353,0.008317,0.0009353,0.001403024
5.9,7.09,0.03481,0.005468,0.0003481,0.000522194
7.09,8.48,0.02335,0.00397,0.0002335,0.0003502272
8.48,11.0,0.01459,0.002242,0.0001459,0.0002189
11.0,16.6,0.005633,0.0008533,5.633e-05,8.450008e-05
16.6,22.8,0.001881,0.0003995,1.881e-05,2.820831e-05
22.8,41.9,0.0005151,0.0001069,5.151e-06,7.726869e-06
1.0,1.33,1.202,0.1882,0.01803,0.03486485
1.33,1.71,1.112,0.1333,0.01446,0.03003709
1.71,2.15,0.6278,0.07847,0.006906,0.01506721
2.15,2.97,0.4223,0.04046,0.004223,0.00844566
2.97,4.02,0.2058,0.02109,0.002058,0.003087038
4.02,5.9,0.09556,0.008997,0.0009556,0.001433469
5.9,7.09,0.05116,0.00715,0.0005116,0.0007673486
7.09,8.48,0.0309,0.004887,0.000309,0.0004634733
8.48,11.0,0.0162,0.002537,0.000162,0.0002430259
11.0,16.6,0.004915,0.0008626,4.915e-05,7.372594e-05
16.6,22.8,0.001615,0.0003986,1.615e-05,2.423188e-05
22.8,41.9,0.0005029,0.000116,5.029e-06,7.543197e-06
1.0,1.33,1.55,0.2049,0.02325,0.04494421
1.33,1.71,0.9573,0.1152,0.01245,0.02584842
1.71,2.15,0.8093,0.07879,0.008903,0.01942411
2.15,2.97,0.432,0.03488,0.00432,0.008640005
2.97,4.02,0.2391,0.01925,0.002391,0.003586621
4.02,5.9,0.08794,0.00738,0.0008794,0.001319091
5.9,7.09,0.0343,0.004879,0.000343,0.0005145283
7.09,8.48,0.01999,0.003335,0.0001999,0.0002997768
8.48,11.0,0.01256,0.001848,0.0001256,0.0001883487
11.0,16.6,0.005287,0.000753,5.287e-05,7.931105e-05
16.6,22.8,0.001963,0.0003659,1.963e-05,2.94439e-05
22.8,41.9,0.0004565,9.375e-05,4.565e-06,6.848064e-06
1.0,1.33,1.36,0.1952,0.0204,0.03944803
1.33,1.71,1.094,0.1276,0.01422,0.02953636
1.71,2.15,0.7697,0.08207,0.008467,0.01847286
2.15,2.97,0.4252,0.03674,0.004252,0.00850349
2.97,4.02,0.2404,0.01995,0.002404,0.003606644
4.02,5.9,0.09303,0.007571,0.0009303,0.00139539
5.9,7.09,0.03988,0.005269,0.0003988,0.000598147
7.09,8.48,0.0329,0.004208,0.000329,0.0004935575
8.48,11.0,0.01407,0.001986,0.0001407,0.0002110288
11.0,16.6,0.005306,0.000743,5.306e-05,7.958588e-05
16.6,22.8,0.002149,0.0003906,2.149e-05,3.223866e-05
22.8,41.9,0.0003359,8.005e-05,3.359e-06,5.038579e-06
1.0,1.33,0.8957,0.1668,0.01344,0.02597488
1.33,1.71,1.06,0.1348,0.01378,0.02862746
1.71,2.15,0.6045,0.07947,0.00665,0.01450909
2.15,2.97,0.4574,0.04214,0.004574,0.009148999
2.97,4.02,0.2186,0.02124,0.002186,0.003279442
4.02,5.9,0.0849,0.007889,0.000849,0.001273463
5.9,7.09,0.04144,0.005736,0.0004144,0.0006215768
7.09,8.48,0.02644,0.004054,0.0002644,0.000396648
8.48,11.0,0.01441,0.002108,0.0001441,0.0002160824
11.0,16.6,0.004674,0.0007634,4.674e-05,7.011278e-05
16.6,22.8,0.001623,0.0003553,1.623e-05,2.435013e-05
22.8,41.9,0.0004145,9.343e-05,4.145e-06,6.217484e-06
1.0,1.33,0.8323,0.1544,0.01248,0.02413642
1.33,1.71,1.195,0.1355,0.01553,0.03226305
1.71,2.15,0.7638,0.0788,0.008402,0.01833196
2.15,2.97,0.4528,0.03775,0.004528,0.00905549
2.97,4.02,0.2076,0.01845,0.002076,0.0031142
4.02,5.9,0.09988,0.007991,0.0009988,0.001498171
5.9,7.09,0.04246,0.005496,0.0004246,0.0006369319
7.09,8.48,0.0218,0.00351,0.000218,0.0003270083
8.48,11.0,0.01047,0.001775,0.0001047,0.0001570161
11.0,16.6,0.00628,0.0008275,6.28e-05,9.420235e-05
16.6,22.8,0.001538,0.0003318,1.538e-05,2.306272e-05
22.8,41.9,0.0003825,8.547e-05,3.825e-06,5.736916e-06
1.0,1.33,1.77,0.3039,0.02655,0.05132962
1.33,1.71,1.305,0.1771,0.01696,0.03522359
1.71,2.15,0.657,0.09109,0.007227,0.01576747
2.15,2.97,0.362,0.03783,0.00362,0.007239016
2.97,4.02,0.2506,0.02214,0.002506,0.003758663
4.02,5.9,0.1055,0.008574,0.001055,0.001582672
5.9,7.09,0.0394,0.00554,0.000394,0.0005910682
7.09,8.48,0.02693,0.00399,0.0002693,0.0004040046
8.48,11.0,0.008979,0.001649,8.979e-05,0.000134684
11.0,16.6,0.004618,0.0007355,4.618e-05,6.92771e-05
16.6,22.8,0.001622,0.0003509,1.622e-05,2.433659e-05
22.8,41.9,0.0003949,8.93e-05,3.949e-06,5.924213e-06
1.0,1.33,1.235,0.1794,0.01853,0.03582635
1.33,1.71,0.95,0.1166,0.01235,0.02564865
1.71,2.15,0.6553,0.07343,0.007208,0.01572677
2.15,2.97,0.4794,0.03801,0.004794,0.00958896
2.97,4.02,0.2004,0.01795,0.002004,0.003005684
4.02,5.9,0.1073,0.008124,0.001073,0.0016088
5.9,7.09,0.04055,0.005345,0.0004055,0.0006083023
7.09,8.48,0.02897,0.003869,0.0002897,0.0004346183
8.48,11.0,0.01267,0.001855,0.0001267,0.0001901126
11.0,16.6,0.004609,0.0007062,4.609e-05,6.914211e-05
16.6,22.8,0.001551,0.0003247,1.551e-05,2.32604e-05
22.8,41.9,0.0003231,7.785e-05,3.231e-06,4.84605e-06
1.0,1.33,1.016,0.1614,0.01525,0.02947694
1.33,1.71,0.83,0.1122,0.01079,0.0224087
1.71,2.15,0.7397,0.07723,0.008136,0.01775173
2.15,2.97,0.3616,0.03235,0.003616,0.00723218
2.97,4.02,0.2181,0.01837,0.002181,0.003271782
4.02,5.9,0.1051,0.007849,0.001051,0.001576211
5.9,7.09,0.04234,0.005299,0.0004234,0.0006351419
7.09,8.48,0.02926,0.003884,0.0002926,0.0004388885
8.48,11.0,0.01431,0.001963,0.0001431,0.0002146722
11.0,16.6,0.006374,0.0008179,6.374e-05,9.561617e-05
16.6,22.8,0.001944,0.0003559,1.944e-05,2.915393e-05
22.8,41.9,0.0006329,0.0001064,6.329e-06,9.49288e-06
1.0,1.33,0.8617,0.1522,0.01293,0.02498973
1.33,1.71,0.9467,0.1181,0.01231,0.02556154
1.71,2.15,0.549,0.06837,0.006038,0.01317484
2.15,2.97,0.3833,0.03359,0.003833,0.007666066
2.97,4.02,0.2036,0.01801,0.002036,0.003053287
4.02,5.9,0.08588,0.007157,0.0008588,0.001288244
5.9,7.09,0.04681,0.005519,0.0004681,0.0007021779
7.09,8.48,0.02456,0.003537,0.0002456,0.0003684506
8.48,11.0,0.01456,0.001964,0.0001456,0.0002183759
11.0,16.6,0.00432,0.0006671,4.32e-05,6.480415e-05
16.6,22.8,0.002099,0.0003694,2.099e-05,3.148161e-05
22.8,41.9,0.0004667,9.001e-05,4.667e-06,7.000644e-06
1.0,1.33,1.543,0.2163,0.02315,0.04475081
1.33,1.71,1.117,0.1349,0.01452,0.0301477
1.71,2.15,0.6968,0.08026,0.007665,0.01672314
2.15,2.97,0.3614,0.03362,0.003614,0.007228195
2.97,4.02,0.2044,0.01843,0.002044,0.003066098
4.02,5.9,0.08958,0.007428,0.0008958,0.001343743
5.9,7.09,0.04874,0.005829,0.0004874,0.0007310744
7.09,8.48,0.02607,0.003791,0.0002607,0.0003910237
8.48,11.0,0.0154,0.002092,0.000154,0.0002309647
11.0,16.6,0.005312,0.0007676,5.312e-05,7.968326e-05
16.6,22.8,0.001455,0.000319,1.455e-05,2.183177e-05
22.8,41.9,0.0003549,8.18e-05,3.549e-06,5.323165e-06
1.0,1.33,1.862,0.2271,0.02793,0.05399044
1.33,1.71,1.027,0.1215,0.01336,0.0277378
1.71,2.15,0.7094,0.07731,0.007803,0.01702487
2.15,2.97,0.4114,0.03487,0.004114,0.008228776
2.97,4.02,0.2094,0.0182,0.002094,0.003141368
4.02,5.9,0.1014,0.007831,0.001014,0.001521454
5.9,7.09,0.04426,0.00546,0.0004426,0.000663971
7.09,8.48,0.03443,0.004234,0.0003443,0.0005164981
8.48,11.0,0.01515,0.002032,0.0001515,0.0002272372
11.0,16.6,0.005416,0.0007539,5.416e-05,8.124376e-05
16.6,22.8,0.001474,0.0003074,1.474e-05,2.21147e-05
22.8,41.9,0.0003074,7.445e-05,3.074e-06,4.611745e-06
1.0,1.33,1.392,0.1889,0.02088,0.0403679
1.33,1.71,0.973,0.1195,0.01265,0.02627183
1.71,2.15,0.8166,0.08064,0.008983,0.01959819
2.15,2.97,0.3895,0.0339,0.003895,0.00778991
2.97,4.02,0.2322,0.0187,0.002322,0.00348289
4.02,5.9,0.09215,0.007326,0.0009215,0.001382232
5.9,7.09,0.0428,0.005284,0.000428,0.0006420147
7.09,8.48,0.02121,0.00335,0.0002121,0.0003181298
8.48,11.0,0.01641,0.002078,0.0001641,0.0002461343
11.0,16.6,0.004387,0.0006766,4.387e-05,6.579878e-05
16.6,22.8,0.001745,0.0003377,1.745e-05,2.617454e-05
22.8,41.9,0.0003504,9.234e-05,3.504e-06,5.25594e-06
1.0,1.33,1.75,0.2144,0.02626,0.05076328
1.33,1.71,0.8061,0.1079,0.01048,0.02176335
1.71,2.15,0.6757,0.0759,0.007433,0.01621765
2.15,2.97,0.4725,0.03791,0.004725,0.00944904
2.97,4.02,0.2615,0.0213,0.002615,0.003921937
4.02,5.9,0.09163,0.007909,0.0009163,0.001374426
5.9,7.09,0.04014,0.005551,0.0004014,0.0006020423
7.09,8.48,0.02647,0.003943,0.0002647,0.0003970868
8.48,11.0,0.01549,0.00211,0.0001549,0.0002323447
11.0,16.6,0.005309,0.0007657,5.309e-05,7.963093e-05
16.6,22.8,0.002244,0.0004252,2.244e-05,3.366653e-05
22.8,41.9,0.0004032,9.7e-05,4.032e-06,6.048248e-06
1.0,1.33,1.6,0.2068,0.024,0.0463985
1.33,1.71,1.154,0.1267,0.015,0.031156
1.71,2.15,0.9138,0.0881,0.01005,0.02193073
2.15,2.97,0.4674,0.03772,0.004674,0.009348943
2.97,4.02,0.2217,0.01882,0.002217,0.003326007
4.02,5.9,0.0811,0.006974,0.000811,0.001216556
5.9,7.09,0.0507,0.00581,0.000507,0.0007604429
7.09,8.48,0.02948,0.003968,0.0002948,0.0004422049
8.48,11.0,0.01387,0.001954,0.0001387,0.0002081234
11.0,16.6,0.004671,0.0007145,4.671e-05,7.006947e-05
16.6,22.8,0.001607,0.0003314,1.607e-05,2.409751e-05
22.8,41.9,0.0004958,0.0001001,4.958e-06,7.43748e-06
1.0,1.33,1.473,0.1944,0.0221,0.04272139
1.33,1.71,0.8895,0.1139,0.01156,0.02401635
1.71,2.15,0.6888,0.07634,0.007577,0.01653234
2.15,2.97,0.4474,0.03634,0.004474,0.008948034
2.97,4.02,0.2613,0.02033,0.002613,0.003919527
4.02,5.9,0.1069,0.008017,0.001069,0.001603605
5.9,7.09,0.04097,0.005272,0.0004097,0.0006145602
7.09,8.48,0.02894,0.003876,0.0002894,0.0004340872
8.48,11.0,0.01416,0.001962,0.0001416,0.000212331
11.0,16.6,0.003905,0.0006461,3.905e-05,5.858176e-05
16.6,22.8,0.001935,0.0003497,1.935e-05,2.901953e-05
22.8,41.9,0.0003697,8.144e-05,3.697e-06,5.545723e-06
1.0,1.33,1.44,0.2001,0.02159,0.0417473
1.33,1.71,0.9991,0.1218,0.01299,0.02697585
1.71,2.15,0.7577,0.07833,0.008335,0.01818475
2.15,2.97,0.4801,0.03797,0.004801,0.009602824
2.97,4.02,0.2358,0.01917,0.002358,0.00353719
4.02,5.9,0.09677,0.007443,0.0009677,0.00145159
5.9,7.09,0.04239,0.005351,0.0004239,0.0006358566
7.09,8.48,0.02381,0.003538,0.0002381,0.0003571432
8.48,11.0,0.01082,0.001701,0.0001082,0.0001623367
11.0,16.6,0.005006,0.0007192,5.006e-05,7.509635e-05
16.6,22.8,0.001209,0.0002886,1.209e-05,1.813027e-05
22.8,41.9,0.000195,5.889e-05,1.95e-06,2.925682e-06
1.0,1.33,1.636,0.216,0.02455,0.047457
1.33,1.71,0.8618,0.1109,0.0112,0.02326897
1.71,2.15,0.7965,0.08257,0.008761,0.01911598
2.15,2.97,0.4918,0.03786,0.004918,0.009835736
2.97,4.02,0.2071,0.01804,0.002071,0.003106666
4.02,5.9,0.08217,0.007015,0.0008217,0.001232499
5.9,7.09,0.04194,0.005285,0.0004194,0.0006291672
7.09,8.48,0.027,0.003733,0.00027,0.000404986
8.48,11.0,0.01456,0.001963,0.0001456,0.000218457
11.0,16.6,0.005068,0.0007217,5.068e-05,7.60252e-05
16.6,22.8,0.002383,0.0003928,2.383e-05,3.574623e-05
22.8,41.9,0.0004631,9.921e-05,4.631e-06,6.94659e-06
1.0,1.33,1.214,0.1807,0.01821,0.03521306
1.33,1.71,1.073,0.1222,0.01395,0.02896613
1.71,2.15,0.8097,0.08266,0.008907,0.01943383
2.15,2.97,0.5087,0.03885,0.005087,0.01017404
2.97,4.02,0.2047,0.01774,0.002047,0.003070256
4.02,5.9,0.09471,0.007412,0.0009471,0.001420613
5.9,7.09,0.0402,0.005205,0.000402,0.0006029716
7.09,8.48,0.02836,0.003843,0.0002836,0.0004254022
8.48,11.0,0.01381,0.001903,0.0001381,0.0002071164
11.0,16.6,0.004472,0.0006691,4.472e-05,6.708382e-05
16.6,22.8,0.001701,0.0003356,1.701e-05,2.550797e-05
22.8,41.9,0.0003204,7.642e-05,3.204e-06,4.805474e-06
1.0,1.33,1.357,0.1969,0.02035,0.03935016
1.33,1.71,1.043,0.1212,0.01356,0.02815703
1.71,2.15,0.8065,0.08092,0.008872,0.019356
2.15,2.97,0.3966,0.03435,0.003966,0.007932577
2.97,4.02,0.2085,0.01807,0.002085,0.003127102
4.02,5.9,0.09958,0.007784,0.0009958,0.001493673
5.9,7.09,0.04245,0.005437,0.0004245,0.000636802
7.09,8.48,0.02174,0.003448,0.0002174,0.000326033
8.48,11.0,0.01294,0.001901,0.0001294,0.0001941611
11.0,16.6,0.006072,0.0008153,6.072e-05,9.108028e-05
16.6,22.8,0.001751,0.0003558,1.751e-05,2.626029e-05
22.8,41.9,0.0004987,0.0001016,4.987e-06,7.479949e-06
1.0,1.33,1.323,0.1924,0.01985,0.03837135
1.33,1.71,1.197,0.1326,0.01556,0.03231454
1.71,2.15,0.7351,0.0771,0.008086,0.0176417
2.15,2.97,0.6353,0.04333,0.006353,0.01270566
2.97,4.02,0.2434,0.01963,0.002434,0.003650675
4.02,5.9,0.09908,0.007723,0.0009908,0.001486131
5.9,7.09,0.0389,0.005157,0.000389,0.0005835316
7.09,8.48,0.03034,0.004016,0.0003034,0.0004551131
8.48,11.0,0.01532,0.002014,0.0001532,0.0002298401
11.0,16.6,0.003924,0.0006355,3.924e-05,5.886545e-05
16.6,22.8,0.001414,0.0003119,1.414e-05,2.121447e-05
22.8,41.9,0.0003696,8.224e-05,3.696e-06,5.54335e-06
1.0,1.33,1.538,0.2124,0.02307,0.04460828
1.33,1.71,1.07,0.122,0.01391,0.02888753
1.71,2.15,0.6776,0.07577,0.007453,0.01626128
2.15,2.97,0.4544,0.03683,0.004544,0.009087965
2.97,4.02,0.2133,0.01833,0.002133,0.003200072
4.02,5.9,0.09518,0.007475,0.0009518,0.001427723
5.9,7.09,0.04223,0.005378,0.0004223,0.0006333821
7.09,8.48,0.02785,0.003791,0.0002785,0.0004177601
8.48,11.0,0.01384,0.001924,0.0001384,0.0002076082
11.0,16.6,0.006063,0.0008015,6.063e-05,9.094224e-05
16.6,22.8,0.001669,0.0003286,1.669e-05,2.503887e-05
22.8,41.9,0.0005123,0.0001019,5.123e-06,7.685203e-06
1.0,1.33,1.34,0.2007,0.02011,0.03887201
1.33,1.71,1.085,0.1225,0.01411,0.02929798
1.71,2.15,0.7848,0.08151,0.008633,0.01883494
2.15,2.97,0.4085,0.03528,0.004085,0.008169135
2.97,4.02,0.2313,0.01957,0.002313,0.003468891
4.02,5.9,0.08646,0.007264,0.0008646,0.001296953
5.9,7.09,0.04735,0.005719,0.0004735,0.0007102257
7.09,8.48,0.02661,0.003737,0.0002661,0.0003990891
8.48,11.0,0.01123,0.00175,0.0001123,0.0001684689
11.0,16.6,0.003924,0.0006404,3.924e-05,5.885735e-05
16.6,22.8,0.002045,0.00036,2.045e-05,3.067215e-05
22.8,41.9,0.0005066,9.623e-05,5.066e-06,7.598417e-06
1.0,1.33,1.778,0.2235,0.02667,0.05155279
1.33,1.71,1.266,0.1327,0.01645,0.03416886
1.71,2.15,0.7224,0.07772,0.007947,0.01733874
2.15,2.97,0.4355,0.03619,0.004355,0.008710963
2.97,4.02,0.2496,0.01967,0.002496,0.003743868
4.02,5.9,0.0999,0.007749,0.000999,0.00149844
5.9,7.09,0.04429,0.005418,0.0004429,0.000664405
7.09,8.48,0.02135,0.003346,0.0002135,0.0003202429
8.48,11.0,0.01534,0.002033,0.0001534,0.0002301336
